id,lactation_1,lactation_2,lactation_3,lactation_4,lactation_5,lactation_6,lactation_7,lactation_8,lactation_9,total_production_1,total_production_2,total_production_3,total_production_4,total_production_5,total_production_6,total_production_7,total_production_8,total_production_9,milk_days_1,milk_days_2,milk_days_3,milk_days_4,milk_days_5,milk_days_6,milk_days_7,milk_days_8,milk_days_9,vaca_x,mastitis_lac_1,mastitis_lac_2,mastitis_lac_3,mastitis_lac_4,mastitis_lac_5,mastitis_lac_6,mastitis_lac_7,mastitis_lac_8,mastitis_lac_9,vaca_y,inseminacion_lac_1,inseminacion_lac_2,inseminacion_lac_3,inseminacion_lac_4,inseminacion_lac_5,inseminacion_lac_6,inseminacion_lac_7,inseminacion_lac_8,inseminacion_lac_9,abortos_Lac_1,abortos_lac_2,abortos_lac_3,abortos_lac_4,abortos_lac_5,abortos_lac_6,abortos_lac_7,abortos_lac_8,abortos_lac_9
5483,1,1,1,1,1,0,0,0,0,7043,15049,15433,11398,11890,0,0,0,0,261,498,402,286,457,0,0,0,0,5483,0,0,0,0,0,-1,-1,-1,-1,5483,1,7,4,1,9,-1,-1,-1,-1,0,1,0,0,0,-1,-1,-1,-1
5487,1,1,1,1,0,0,0,0,0,11720,10479,10227,6716,0,0,0,0,0,380,305,283,138,0,0,0,0,0,5487,0,1,0,0,-1,-1,-1,-1,-1,5487,3,1,1,3,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5489,1,1,1,0,0,0,0,0,0,9810,14361,14183,0,0,0,0,0,0,337,416,423,0,0,0,0,0,0,5489,0,0,1,-1,-1,-1,-1,-1,-1,5489,1,3,4,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1
5493,1,1,0,0,0,0,0,0,0,23378,16025,0,0,0,0,0,0,0,740,442,0,0,0,0,0,0,0,5493,0,0,-1,-1,-1,-1,-1,-1,-1,5493,7,2,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,-1
5494,1,1,1,1,0,0,0,0,0,11344,11078,11924,6937,0,0,0,0,0,303,275,284,224,0,0,0,0,0,5494,0,0,0,1,-1,-1,-1,-1,-1,5494,1,1,2,2,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5499,1,1,1,1,0,0,0,0,0,9718,10394,10657,7860,0,0,0,0,0,307,303,315,210,0,0,0,0,0,5499,2,0,1,1,-1,-1,-1,-1,-1,5499,2,2,2,2,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5506,1,1,1,1,0,0,0,0,0,11987,14227,11412,9255,0,0,0,0,0,312,355,279,189,0,0,0,0,0,5506,0,0,0,0,-1,-1,-1,-1,-1,5506,2,4,1,3,-1,-1,-1,-1,-1,0,0,0,1,-1,-1,-1,-1,-1
5515,1,1,1,0,0,0,0,0,0,11773,12594,14428,0,0,0,0,0,0,345,373,466,0,0,0,0,0,0,5515,0,0,0,-1,-1,-1,-1,-1,-1,5515,4,5,10,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
5516,1,1,1,0,0,0,0,0,0,16545,13295,8248,0,0,0,0,0,0,537,364,207,0,0,0,0,0,0,5516,1,0,0,-1,-1,-1,-1,-1,-1,5516,7,4,5,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1
5519,1,1,1,1,0,0,0,0,0,9322,11457,12293,6940,0,0,0,0,0,273,300,352,153,0,0,0,0,0,5519,0,0,0,1,-1,-1,-1,-1,-1,5519,1,1,4,4,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5521,1,1,1,1,0,0,0,0,0,8955,10008,13487,9445,0,0,0,0,0,272,284,402,193,0,0,0,0,0,5521,0,0,0,0,-1,-1,-1,-1,-1,5521,1,1,5,2,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5530,1,1,1,0,0,0,0,0,0,13832,16257,19251,0,0,0,0,0,0,350,374,461,0,0,0,0,0,0,5530,0,0,3,-1,-1,-1,-1,-1,-1,5530,4,5,5,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
5533,1,1,1,1,0,0,0,0,0,11010,10725,10236,5439,0,0,0,0,0,377,332,316,107,0,0,0,0,0,5533,0,0,0,0,-1,-1,-1,-1,-1,5533,5,3,1,1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5545,1,1,1,1,0,0,0,0,0,10002,11806,10856,8091,0,0,0,0,0,338,310,275,207,0,0,0,0,0,5545,0,0,0,0,-1,-1,-1,-1,-1,5545,2,1,1,2,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5546,1,1,1,1,0,0,0,0,0,8855,10256,9287,8681,0,0,0,0,0,284,290,328,181,0,0,0,0,0,5546,0,0,1,0,-1,-1,-1,-1,-1,5546,1,1,2,4,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1,-1,-1
5547,1,1,1,1,0,0,0,0,0,9401,13050,11010,7336,0,0,0,0,0,280,346,266,211,0,0,0,0,0,5547,0,0,1,0,-1,-1,-1,-1,-1,5547,1,4,1,5,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5551,1,1,1,0,0,0,0,0,0,10340,11642,15779,0,0,0,0,0,0,335,333,393,0,0,0,0,0,0,5551,0,0,0,-1,-1,-1,-1,-1,-1,5551,2,3,7,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
5556,1,1,1,1,0,0,0,0,0,11498,10273,7337,4727,0,0,0,0,0,356,297,383,117,0,0,0,0,0,5556,0,0,0,0,-1,-1,-1,-1,-1,5556,2,1,3,1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5559,1,1,1,1,0,0,0,0,0,8534,10293,10675,5245,0,0,0,0,0,289,325,379,132,0,0,0,0,0,5559,0,0,1,0,-1,-1,-1,-1,-1,5559,2,2,5,3,-1,-1,-1,-1,-1,0,0,0,1,-1,-1,-1,-1,-1
5563,1,1,1,1,0,0,0,0,0,10443,8975,8021,5396,0,0,0,0,0,378,309,314,131,0,0,0,0,0,5563,0,0,1,0,-1,-1,-1,-1,-1,5563,3,2,2,1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5576,1,1,1,1,0,0,0,0,0,12429,11786,10059,7665,0,0,0,0,0,355,304,303,155,0,0,0,0,0,5576,0,2,1,0,-1,-1,-1,-1,-1,5576,3,2,1,5,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5585,1,1,1,0,0,0,0,0,0,14892,10290,6359,0,0,0,0,0,0,548,357,166,0,0,0,0,0,0,5585,0,1,0,-1,-1,-1,-1,-1,-1,5585,5,3,1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1
5613,1,1,1,1,0,0,0,0,0,8467,11086,12124,4927,0,0,0,0,0,283,303,408,102,0,0,0,0,0,5613,0,0,0,0,-1,-1,-1,-1,-1,5613,1,1,3,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5624,1,1,1,0,0,0,0,0,0,10001,19581,7003,0,0,0,0,0,0,280,597,270,0,0,0,0,0,0,5624,0,1,0,-1,-1,-1,-1,-1,-1,5624,1,10,1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
5628,1,1,1,1,0,0,0,0,0,10079,13016,11751,22,0,0,0,0,0,290,358,313,44,0,0,0,0,0,5628,0,0,0,0,-1,-1,-1,-1,-1,5628,1,3,2,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5632,1,1,1,1,0,0,0,0,0,8274,10283,12116,6809,0,0,0,0,0,274,320,385,149,0,0,0,0,0,5632,0,0,0,0,-1,-1,-1,-1,-1,5632,1,3,2,1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5644,1,1,1,0,0,0,0,0,0,16545,13184,11975,0,0,0,0,0,0,463,332,300,0,0,0,0,0,0,5644,0,0,1,-1,-1,-1,-1,-1,-1,5644,6,3,5,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
5651,1,1,1,1,0,0,0,0,0,7922,11087,11996,24,0,0,0,0,0,275,366,397,76,0,0,0,0,0,5651,0,0,1,0,-1,-1,-1,-1,-1,5651,1,3,4,2,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5655,1,1,1,1,0,0,0,0,0,9467,10814,9096,7920,0,0,0,0,0,301,306,264,224,0,0,0,0,0,5655,1,2,1,1,-1,-1,-1,-1,-1,5655,2,2,1,3,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5662,1,1,1,1,0,0,0,0,0,8499,11416,9882,5091,0,0,0,0,0,341,326,303,136,0,0,0,0,0,5662,0,0,0,0,-1,-1,-1,-1,-1,5662,3,3,2,3,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5668,1,1,1,0,0,0,0,0,0,11994,8295,13201,0,0,0,0,0,0,384,332,352,0,0,0,0,0,0,5668,0,0,0,-1,-1,-1,-1,-1,-1,5668,3,2,5,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
5673,1,1,1,0,0,0,0,0,0,11543,13368,13350,0,0,0,0,0,0,337,330,428,0,0,0,0,0,0,5673,0,1,1,-1,-1,-1,-1,-1,-1,5673,2,2,4,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
5675,1,1,1,1,0,0,0,0,0,10651,11492,10061,5679,0,0,0,0,0,404,321,270,140,0,0,0,0,0,5675,0,1,0,1,-1,-1,-1,-1,-1,5675,2,2,1,1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,-1,-1,-1
5677,1,1,1,0,0,0,0,0,0,12278,16893,9459,0,0,0,0,0,0,339,562,218,0,0,0,0,0,0,5677,0,0,0,-1,-1,-1,-1,-1,-1,5677,3,8,1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
5678,1,1,1,1,0,0,0,0,0,10103,12854,11305,2663,0,0,0,0,0,316,411,286,55,0,0,0,0,0,5678,0,0,0,0,-1,-1,-1,-1,-1,5678,1,2,1,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5680,1,1,1,1,0,0,0,0,0,9461,10560,11626,8338,0,0,0,0,0,307,290,300,205,0,0,0,0,0,5680,0,0,0,0,-1,-1,-1,-1,-1,5680,2,1,2,4,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5681,1,1,1,1,0,0,0,0,0,7304,11013,9046,0,0,0,0,0,0,272,358,333,102,0,0,0,0,0,5681,1,0,0,0,-1,-1,-1,-1,-1,5681,1,2,1,1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5688,1,1,1,1,0,0,0,0,0,9690,14438,10060,1709,0,0,0,0,0,282,419,299,46,0,0,0,0,0,5688,0,1,1,0,-1,-1,-1,-1,-1,5688,1,7,2,1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5694,1,1,1,0,0,0,0,0,0,16018,10242,12176,0,0,0,0,0,0,488,290,326,0,0,0,0,0,0,5694,0,0,0,-1,-1,-1,-1,-1,-1,5694,5,2,3,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1
5697,1,1,1,1,0,0,0,0,0,9478,11426,9874,7392,0,0,0,0,0,290,319,283,208,0,0,0,0,0,5697,0,0,0,0,-1,-1,-1,-1,-1,5697,1,2,1,2,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5702,1,1,1,0,0,0,0,0,0,8929,13602,9087,0,0,0,0,0,0,332,526,300,0,0,0,0,0,0,5702,0,0,1,-1,-1,-1,-1,-1,-1,5702,2,6,2,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,-1,-1,-1,-1
5707,1,1,1,0,0,0,0,0,0,9607,16114,15728,0,0,0,0,0,0,273,445,443,0,0,0,0,0,0,5707,0,0,1,-1,-1,-1,-1,-1,-1,5707,1,3,3,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1
5716,1,1,1,1,0,0,0,0,0,9246,10029,10730,7975,0,0,0,0,0,306,288,301,174,0,0,0,0,0,5716,0,0,0,0,-1,-1,-1,-1,-1,5716,2,1,1,1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5733,1,1,1,0,0,0,0,0,0,12710,12836,14426,0,0,0,0,0,0,346,423,376,0,0,0,0,0,0,5733,0,0,0,-1,-1,-1,-1,-1,-1,5733,2,3,3,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1
5741,1,1,1,1,0,0,0,0,0,8882,10123,10697,6395,0,0,0,0,0,283,287,314,191,0,0,0,0,0,5741,0,0,1,1,-1,-1,-1,-1,-1,5741,1,1,2,3,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5753,1,1,1,1,0,0,0,0,0,9360,12704,12061,1599,0,0,0,0,0,296,372,373,38,0,0,0,0,0,5753,0,0,1,0,-1,-1,-1,-1,-1,5753,1,1,3,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5769,1,1,1,0,0,0,0,0,0,14116,15471,3595,0,0,0,0,0,0,483,487,161,0,0,0,0,0,0,5769,0,0,0,-1,-1,-1,-1,-1,-1,5769,7,8,4,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
5772,1,1,1,0,0,0,0,0,0,10043,12610,12962,0,0,0,0,0,0,309,369,365,0,0,0,0,0,0,5772,0,1,1,0,-1,-1,-1,-1,-1,5772,2,3,4,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5776,1,1,1,1,0,0,0,0,0,8724,10610,9542,4822,0,0,0,0,0,293,378,316,112,0,0,0,0,0,5776,0,0,1,0,-1,-1,-1,-1,-1,5776,1,4,2,2,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5785,1,1,1,0,0,0,0,0,0,10434,15178,6941,0,0,0,0,0,0,346,483,275,0,0,0,0,0,0,5785,0,0,0,-1,-1,-1,-1,-1,-1,5785,3,7,2,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
5787,1,1,1,0,0,0,0,0,0,8842,14152,13028,0,0,0,0,0,0,292,537,342,0,0,0,0,0,0,5787,0,0,0,-1,-1,-1,-1,-1,-1,5787,2,6,5,-1,-1,-1,-1,-1,-1,0,2,1,-1,-1,-1,-1,-1,-1
5792,1,1,1,0,0,0,0,0,0,13609,12192,12085,0,0,0,0,0,0,434,342,365,0,0,0,0,0,0,5792,0,0,0,-1,-1,-1,-1,-1,-1,5792,3,3,5,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1
5793,1,1,1,1,0,0,0,0,0,9606,12936,10613,7333,0,0,0,0,0,279,295,304,210,0,0,0,0,0,5793,0,0,2,0,-1,-1,-1,-1,-1,5793,1,2,1,1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5794,1,1,1,1,0,0,0,0,0,10910,13983,12597,9739,0,0,0,0,0,284,312,271,201,0,0,0,0,0,5794,0,0,0,0,-1,-1,-1,-1,-1,5794,1,1,1,1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5796,1,1,1,0,0,0,0,0,0,10597,15812,13417,0,0,0,0,0,0,321,444,308,0,0,0,0,0,0,5796,0,0,0,0,-1,-1,-1,-1,-1,5796,2,2,2,0,-1,-1,-1,-1,-1,0,1,0,0,-1,-1,-1,-1,-1
5800,1,1,1,0,0,0,0,0,0,9716,19449,11083,0,0,0,0,0,0,308,537,278,0,0,0,0,0,0,5800,0,0,2,-1,-1,-1,-1,-1,-1,5800,2,8,2,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,-1,-1,-1,-1
5803,1,1,1,0,0,0,0,0,0,11019,17606,11296,0,0,0,0,0,0,294,563,240,0,0,0,0,0,0,5803,0,0,0,-1,-1,-1,-1,-1,-1,5803,1,11,3,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
5810,1,1,1,1,0,0,0,0,0,9763,10677,10707,7000,0,0,0,0,0,305,279,282,171,0,0,0,0,0,5810,0,0,0,0,-1,-1,-1,-1,-1,5810,1,1,1,2,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5816,1,1,1,0,0,0,0,0,0,8165,17851,10881,0,0,0,0,0,0,268,576,315,0,0,0,0,0,0,5816,0,0,0,-1,-1,-1,-1,-1,-1,5816,1,6,5,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,-1,-1,-1,-1
5818,1,1,1,1,0,0,0,0,0,10393,11965,12653,7372,0,0,0,0,0,303,289,320,151,0,0,0,0,0,5818,0,0,1,0,-1,-1,-1,-1,-1,5818,2,1,2,3,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5823,1,1,1,0,0,0,0,0,0,22228,10903,4586,0,0,0,0,0,0,728,274,90,0,0,0,0,0,0,5823,0,0,0,-1,-1,-1,-1,-1,-1,5823,7,1,1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
5824,1,1,1,0,0,0,0,0,0,12401,14282,11045,0,0,0,0,0,0,381,438,270,0,0,0,0,0,0,5824,0,0,0,-1,-1,-1,-1,-1,-1,5824,3,7,1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
5826,1,1,1,0,0,0,0,0,0,10250,14873,12243,0,0,0,0,0,0,284,491,319,0,0,0,0,0,0,5826,0,1,0,-1,-1,-1,-1,-1,-1,5826,1,5,7,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
5833,1,1,1,0,0,0,0,0,0,10299,12369,10471,0,0,0,0,0,0,383,411,277,0,0,0,0,0,0,5833,1,0,0,-1,-1,-1,-1,-1,-1,5833,4,5,6,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1
5834,1,1,1,0,0,0,0,0,0,9398,12756,18090,0,0,0,0,0,0,269,336,517,0,0,0,0,0,0,5834,0,1,0,-1,-1,-1,-1,-1,-1,5834,1,3,9,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1
5837,1,1,1,0,0,0,0,0,0,9589,11186,14947,0,0,0,0,0,0,320,302,449,0,0,0,0,0,0,5837,0,0,1,-1,-1,-1,-1,-1,-1,5837,2,2,6,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
5849,1,1,1,0,0,0,0,0,0,20362,12278,1472,0,0,0,0,0,0,691,334,38,0,0,0,0,0,0,5849,0,0,0,-1,-1,-1,-1,-1,-1,5849,9,3,1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1
5870,1,1,1,0,0,0,0,0,0,12725,9114,11072,0,0,0,0,0,0,516,276,331,0,0,0,0,0,0,5870,0,0,0,-1,-1,-1,-1,-1,-1,5870,5,1,5,-1,-1,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,-1,-1
5874,1,1,1,0,0,0,0,0,0,10292,16632,12084,0,0,0,0,0,0,320,467,280,0,0,0,0,0,0,5874,0,0,0,-1,-1,-1,-1,-1,-1,5874,2,6,1,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,-1,-1,-1,-1
5887,1,1,1,1,0,0,0,0,0,8583,10342,9557,9389,0,0,0,0,0,268,287,269,243,0,0,0,0,0,5887,0,0,0,0,-1,-1,-1,-1,-1,5887,1,1,1,2,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5890,1,1,1,0,0,0,0,0,0,12937,14543,11712,0,0,0,0,0,0,426,407,278,0,0,0,0,0,0,5890,0,0,0,-1,-1,-1,-1,-1,-1,5890,6,6,2,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
5891,1,1,1,1,0,0,0,0,0,8714,11270,9438,6328,0,0,0,0,0,299,327,271,149,0,0,0,0,0,5891,0,0,0,0,-1,-1,-1,-1,-1,5891,2,2,1,1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5895,1,1,1,0,0,0,0,0,0,11597,16612,9975,0,0,0,0,0,0,381,519,242,0,0,0,0,0,0,5895,0,0,0,-1,-1,-1,-1,-1,-1,5895,3,7,1,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,-1,-1,-1,-1
5911,1,1,1,0,0,0,0,0,0,12824,10742,11266,0,0,0,0,0,0,477,287,273,0,0,0,0,0,0,5911,0,0,0,-1,-1,-1,-1,-1,-1,5911,6,1,2,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
5912,1,1,1,1,0,0,0,0,0,9904,11997,11998,432,0,0,0,0,0,285,324,390,73,0,0,0,0,0,5912,0,1,0,0,-1,-1,-1,-1,-1,5912,1,2,4,2,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5914,1,1,1,0,0,0,0,0,0,11591,14910,7860,0,0,0,0,0,0,353,508,234,0,0,0,0,0,0,5914,0,0,1,-1,-1,-1,-1,-1,-1,5914,3,9,2,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1
5916,1,1,1,1,0,0,0,0,0,8013,11504,11456,8136,0,0,0,0,0,271,307,299,162,0,0,0,0,0,5916,0,0,0,0,-1,-1,-1,-1,-1,5916,1,2,1,3,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5919,1,1,1,0,0,0,0,0,0,11991,12479,10531,0,0,0,0,0,0,459,375,262,0,0,0,0,0,0,5919,0,0,0,-1,-1,-1,-1,-1,-1,5919,4,3,4,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
5921,1,1,1,1,0,0,0,0,0,8862,10017,8151,1294,0,0,0,0,0,279,301,275,213,0,0,0,0,0,5921,0,0,0,1,-1,-1,-1,-1,-1,5921,1,1,1,4,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5923,1,1,0,0,0,0,0,0,0,27499,12128,0,0,0,0,0,0,0,870,263,0,0,0,0,0,0,0,5923,1,0,-1,-1,-1,-1,-1,-1,-1,5923,10,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1
5926,1,1,1,0,0,0,0,0,0,8976,14872,12469,0,0,0,0,0,0,274,464,320,0,0,0,0,0,0,5926,0,0,0,-1,-1,-1,-1,-1,-1,5926,1,8,9,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
5928,1,1,1,1,0,0,0,0,0,9608,10056,10623,4294,0,0,0,0,0,323,283,311,88,0,0,0,0,0,5928,0,0,0,0,-1,-1,-1,-1,-1,5928,2,1,3,2,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5930,1,1,1,0,0,0,0,0,0,8811,13951,10661,0,0,0,0,0,0,293,443,340,0,0,0,0,0,0,5930,0,0,1,-1,-1,-1,-1,-1,-1,5930,1,5,4,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
5938,1,1,1,0,0,0,0,0,0,9046,13829,11162,0,0,0,0,0,0,284,455,295,0,0,0,0,0,0,5938,0,0,2,-1,-1,-1,-1,-1,-1,5938,1,7,3,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
5939,1,1,1,0,0,0,0,0,0,12211,9901,12267,0,0,0,0,0,0,484,273,340,0,0,0,0,0,0,5939,0,0,0,-1,-1,-1,-1,-1,-1,5939,7,1,4,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
5941,1,1,1,0,0,0,0,0,0,9545,12496,13730,0,0,0,0,0,0,320,408,379,0,0,0,0,0,0,5941,0,3,4,-1,-1,-1,-1,-1,-1,5941,2,4,8,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
5950,1,1,1,0,0,0,0,0,0,8229,14940,6761,0,0,0,0,0,0,279,518,250,0,0,0,0,0,0,5950,0,0,0,-1,-1,-1,-1,-1,-1,5950,1,8,2,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,-1,-1,-1,-1
5952,1,1,1,0,0,0,0,0,0,7525,12036,11428,0,0,0,0,0,0,280,442,391,0,0,0,0,0,0,5952,0,0,1,-1,-1,-1,-1,-1,-1,5952,1,4,7,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,-1,-1,-1,-1
5956,1,1,1,0,0,0,0,0,0,8120,16198,11873,0,0,0,0,0,0,291,502,293,0,0,0,0,0,0,5956,0,0,0,-1,-1,-1,-1,-1,-1,5956,1,3,1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1
5960,1,1,1,1,0,0,0,0,0,8276,14128,12247,7460,0,0,0,0,0,267,375,273,125,0,0,0,0,0,5960,1,0,0,0,-1,-1,-1,-1,-1,5960,1,2,1,1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5971,1,1,1,1,0,0,0,0,0,8607,10594,10551,6516,0,0,0,0,0,274,271,280,134,0,0,0,0,0,5971,0,0,1,0,-1,-1,-1,-1,-1,5971,1,1,1,2,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5972,1,1,1,1,0,0,0,0,0,9319,13452,12642,0,0,0,0,0,0,297,428,330,5,0,0,0,0,0,5972,0,0,0,0,-1,-1,-1,-1,-1,5972,1,6,4,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
5976,1,1,1,0,0,0,0,0,0,13418,13656,10708,0,0,0,0,0,0,476,419,232,0,0,0,0,0,0,5976,0,0,1,-1,-1,-1,-1,-1,-1,5976,9,5,1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
5984,1,1,1,0,0,0,0,0,0,7486,12573,11767,0,0,0,0,0,0,279,399,294,0,0,0,0,0,0,5984,0,0,0,-1,-1,-1,-1,-1,-1,5984,1,5,3,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
5986,1,1,1,0,0,0,0,0,0,10818,16456,8497,0,0,0,0,0,0,335,582,176,0,0,0,0,0,0,5986,1,0,0,-1,-1,-1,-1,-1,-1,5986,3,5,1,-1,-1,-1,-1,-1,-1,0,2,0,-1,-1,-1,-1,-1,-1
6003,1,1,1,0,0,0,0,0,0,7859,12713,13771,0,0,0,0,0,0,266,364,397,0,0,0,0,0,0,6003,0,0,1,-1,-1,-1,-1,-1,-1,6003,1,4,5,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
6016,1,1,1,0,0,0,0,0,0,8880,14258,14388,0,0,0,0,0,0,260,456,384,0,0,0,0,0,0,6016,0,2,4,-1,-1,-1,-1,-1,-1,6016,1,4,6,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,-1,-1,-1,-1
6019,1,1,1,0,0,0,0,0,0,9420,16815,9966,0,0,0,0,0,0,296,472,300,0,0,0,0,0,0,6019,0,0,1,-1,-1,-1,-1,-1,-1,6019,3,8,6,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1
