id,lactation_1,lactation_2,lactation_3,lactation_4,lactation_5,lactation_6,lactation_7,lactation_8,lactation_9,total_production_1,total_production_2,total_production_3,total_production_4,total_production_5,total_production_6,total_production_7,total_production_8,total_production_9,milk_days_1,milk_days_2,milk_days_3,milk_days_4,milk_days_5,milk_days_6,milk_days_7,milk_days_8,milk_days_9,vaca_x,mastitis_lac_1,mastitis_lac_2,mastitis_lac_3,mastitis_lac_4,mastitis_lac_5,mastitis_lac_6,mastitis_lac_7,mastitis_lac_8,mastitis_lac_9,vaca_y,inseminacion_lac_1,inseminacion_lac_2,inseminacion_lac_3,inseminacion_lac_4,inseminacion_lac_5,inseminacion_lac_6,inseminacion_lac_7,inseminacion_lac_8,inseminacion_lac_9,abortos_Lac_1,abortos_lac_2,abortos_lac_3,abortos_lac_4,abortos_lac_5,abortos_lac_6,abortos_lac_7,abortos_lac_8,abortos_lac_9
8267,1,1,0,0,0,0,0,0,0,7111,10420,0,0,0,0,0,0,0,284,348,0,0,0,0,0,0,0,8267,0,0,-1,-1,-1,-1,-1,-1,-1,8267,1,2,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8270,1,1,0,0,0,0,0,0,0,12331,9380,0,0,0,0,0,0,0,469,272,0,0,0,0,0,0,0,8270,1,1,-1,-1,-1,-1,-1,-1,-1,8270,4,2,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1
8275,1,1,0,0,0,0,0,0,0,12945,9508,0,0,0,0,0,0,0,442,247,0,0,0,0,0,0,0,8275,0,1,-1,-1,-1,-1,-1,-1,-1,8275,8,2,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8286,1,1,0,0,0,0,0,0,0,13849,9848,0,0,0,0,0,0,0,418,281,0,0,0,0,0,0,0,8286,0,0,-1,-1,-1,-1,-1,-1,-1,8286,5,6,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8293,1,1,0,0,0,0,0,0,0,8606,12405,0,0,0,0,0,0,0,267,354,0,0,0,0,0,0,0,8293,0,0,-1,-1,-1,-1,-1,-1,-1,8293,1,7,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8296,1,1,0,0,0,0,0,0,0,10907,13439,0,0,0,0,0,0,0,309,331,0,0,0,0,0,0,0,8296,0,0,-1,-1,-1,-1,-1,-1,-1,8296,2,6,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8305,1,1,0,0,0,0,0,0,0,11728,10593,0,0,0,0,0,0,0,435,287,0,0,0,0,0,0,0,8305,0,1,-1,-1,-1,-1,-1,-1,-1,8305,2,5,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1
8306,1,1,0,0,0,0,0,0,0,10444,10812,0,0,0,0,0,0,0,330,323,0,0,0,0,0,0,0,8306,0,0,-1,-1,-1,-1,-1,-1,-1,8306,2,1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8307,1,1,0,0,0,0,0,0,0,9331,10192,0,0,0,0,0,0,0,322,290,0,0,0,0,0,0,0,8307,0,0,-1,-1,-1,-1,-1,-1,-1,8307,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8310,1,1,0,0,0,0,0,0,0,13541,7904,0,0,0,0,0,0,0,497,185,0,0,0,0,0,0,0,8310,1,0,-1,-1,-1,-1,-1,-1,-1,8310,3,1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1
8315,1,1,0,0,0,0,0,0,0,12817,11265,0,0,0,0,0,0,0,423,289,0,0,0,0,0,0,0,8315,0,0,-1,-1,-1,-1,-1,-1,-1,8315,6,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8320,1,1,0,0,0,0,0,0,0,10241,12815,0,0,0,0,0,0,0,307,280,0,0,0,0,0,0,0,8320,0,0,-1,-1,-1,-1,-1,-1,-1,8320,2,3,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8327,1,1,0,0,0,0,0,0,0,10876,12009,0,0,0,0,0,0,0,435,312,0,0,0,0,0,0,0,8327,0,2,-1,-1,-1,-1,-1,-1,-1,8327,6,10,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8334,1,1,0,0,0,0,0,0,0,15153,12675,0,0,0,0,0,0,0,458,246,0,0,0,0,0,0,0,8334,0,0,-1,-1,-1,-1,-1,-1,-1,8334,5,4,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1
8335,1,1,0,0,0,0,0,0,0,11525,9279,0,0,0,0,0,0,0,472,258,0,0,0,0,0,0,0,8335,3,0,-1,-1,-1,-1,-1,-1,-1,8335,7,7,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8343,1,1,0,0,0,0,0,0,0,12879,10515,0,0,0,0,0,0,0,393,237,0,0,0,0,0,0,0,8343,0,0,-1,-1,-1,-1,-1,-1,-1,8343,4,1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8349,1,1,0,0,0,0,0,0,0,10405,10808,0,0,0,0,0,0,0,390,283,0,0,0,0,0,0,0,8349,1,2,-1,-1,-1,-1,-1,-1,-1,8349,4,5,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1
8354,1,1,0,0,0,0,0,0,0,11013,9872,0,0,0,0,0,0,0,348,289,0,0,0,0,0,0,0,8354,3,0,-1,-1,-1,-1,-1,-1,-1,8354,2,5,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8359,1,1,1,0,0,0,0,0,0,9533,10515,2433,0,0,0,0,0,0,312,273,53,0,0,0,0,0,0,8359,0,0,0,-1,-1,-1,-1,-1,-1,8359,2,1,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
8364,1,1,1,0,0,0,0,0,0,8346,10437,811,0,0,0,0,0,0,276,281,97,0,0,0,0,0,0,8364,0,0,0,-1,-1,-1,-1,-1,-1,8364,1,1,1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
8365,1,1,0,0,0,0,0,0,0,7988,11620,0,0,0,0,0,0,0,309,397,0,0,0,0,0,0,0,8365,0,0,-1,-1,-1,-1,-1,-1,-1,8365,2,7,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8389,1,1,0,0,0,0,0,0,0,11961,9697,0,0,0,0,0,0,0,447,249,0,0,0,0,0,0,0,8389,0,0,-1,-1,-1,-1,-1,-1,-1,8389,5,6,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8397,1,1,0,0,0,0,0,0,0,8424,10357,0,0,0,0,0,0,0,321,299,0,0,0,0,0,0,0,8397,0,0,-1,-1,-1,-1,-1,-1,-1,8397,3,2,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8407,1,1,0,0,0,0,0,0,0,11563,10872,0,0,0,0,0,0,0,401,283,0,0,0,0,0,0,0,8407,0,1,-1,-1,-1,-1,-1,-1,-1,8407,4,5,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8408,1,1,0,0,0,0,0,0,0,15984,5952,0,0,0,0,0,0,0,472,109,0,0,0,0,0,0,0,8408,0,0,-1,-1,-1,-1,-1,-1,-1,8408,5,1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8418,1,1,1,0,0,0,0,0,0,8894,10142,3185,0,0,0,0,0,0,285,264,64,0,0,0,0,0,0,8418,0,0,0,-1,-1,-1,-1,-1,-1,8418,1,1,1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
8419,1,1,0,0,0,0,0,0,0,9218,13074,0,0,0,0,0,0,0,337,350,0,0,0,0,0,0,0,8419,0,1,-1,-1,-1,-1,-1,-1,-1,8419,3,3,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8428,1,1,0,0,0,0,0,0,0,11683,10079,0,0,0,0,0,0,0,420,248,0,0,0,0,0,0,0,8428,0,0,-1,-1,-1,-1,-1,-1,-1,8428,7,1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8432,1,1,1,0,0,0,0,0,0,7213,10201,990,0,0,0,0,0,0,282,312,32,0,0,0,0,0,0,8432,0,0,0,-1,-1,-1,-1,-1,-1,8432,1,3,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
8441,1,1,0,0,0,0,0,0,0,7932,12297,0,0,0,0,0,0,0,304,369,0,0,0,0,0,0,0,8441,0,0,-1,-1,-1,-1,-1,-1,-1,8441,2,9,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8442,1,1,0,0,0,0,0,0,0,14025,3874,0,0,0,0,0,0,0,573,117,0,0,0,0,0,0,0,8442,0,0,-1,-1,-1,-1,-1,-1,-1,8442,6,2,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1
8443,1,1,0,0,0,0,0,0,0,8302,12499,0,0,0,0,0,0,0,337,352,0,0,0,0,0,0,0,8443,1,0,-1,-1,-1,-1,-1,-1,-1,8443,2,3,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8446,1,1,0,0,0,0,0,0,0,8028,11798,0,0,0,0,0,0,0,286,327,0,0,0,0,0,0,0,8446,0,0,-1,-1,-1,-1,-1,-1,-1,8446,1,4,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8455,1,1,0,0,0,0,0,0,0,11322,12796,0,0,0,0,0,0,0,310,310,0,0,0,0,0,0,0,8455,0,0,-1,-1,-1,-1,-1,-1,-1,8455,2,5,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8458,1,1,0,0,0,0,0,0,0,10966,10396,0,0,0,0,0,0,0,410,288,0,0,0,0,0,0,0,8458,0,0,-1,-1,-1,-1,-1,-1,-1,8458,5,4,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1
8466,1,1,0,0,0,0,0,0,0,11086,10371,0,0,0,0,0,0,0,458,249,0,0,0,0,0,0,0,8466,0,1,-1,-1,-1,-1,-1,-1,-1,8466,8,2,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8467,1,1,0,0,0,0,0,0,0,7367,11427,0,0,0,0,0,0,0,273,354,0,0,0,0,0,0,0,8467,0,0,-1,-1,-1,-1,-1,-1,-1,8467,1,5,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8477,1,1,0,0,0,0,0,0,0,11627,7755,0,0,0,0,0,0,0,348,173,0,0,0,0,0,0,0,8477,0,0,-1,-1,-1,-1,-1,-1,-1,8477,2,1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8478,1,1,0,0,0,0,0,0,0,10031,11276,0,0,0,0,0,0,0,380,311,0,0,0,0,0,0,0,8478,0,0,-1,-1,-1,-1,-1,-1,-1,8478,5,3,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8479,1,1,0,0,0,0,0,0,0,12508,2877,0,0,0,0,0,0,0,518,81,0,0,0,0,0,0,0,8479,1,0,-1,-1,-1,-1,-1,-1,-1,8479,7,1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1
8482,1,1,0,0,0,0,0,0,0,14093,7874,0,0,0,0,0,0,0,446,229,0,0,0,0,0,0,0,8482,0,0,-1,-1,-1,-1,-1,-1,-1,8482,6,5,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1
8487,1,1,0,0,0,0,0,0,0,11197,11614,0,0,0,0,0,0,0,346,284,0,0,0,0,0,0,0,8487,1,1,-1,-1,-1,-1,-1,-1,-1,8487,2,4,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8488,1,1,0,0,0,0,0,0,0,12500,10433,0,0,0,0,0,0,0,394,242,0,0,0,0,0,0,0,8488,0,0,-1,-1,-1,-1,-1,-1,-1,8488,4,6,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8491,1,1,0,0,0,0,0,0,0,6853,10252,0,0,0,0,0,0,0,302,328,0,0,0,0,0,0,0,8491,0,0,-1,-1,-1,-1,-1,-1,-1,8491,2,3,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8495,1,1,0,0,0,0,0,0,0,8762,13296,0,0,0,0,0,0,0,347,347,0,0,0,0,0,0,0,8495,0,0,-1,-1,-1,-1,-1,-1,-1,8495,3,5,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8499,1,1,0,0,0,0,0,0,0,17195,950,0,0,0,0,0,0,0,537,23,0,0,0,0,0,0,0,8499,0,0,-1,-1,-1,-1,-1,-1,-1,8499,3,0,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1
8506,1,1,0,0,0,0,0,0,0,10152,11373,0,0,0,0,0,0,0,352,304,0,0,0,0,0,0,0,8506,0,0,-1,-1,-1,-1,-1,-1,-1,8506,3,4,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8515,1,1,0,0,0,0,0,0,0,11930,6610,0,0,0,0,0,0,0,460,222,0,0,0,0,0,0,0,8515,1,1,-1,-1,-1,-1,-1,-1,-1,8515,6,2,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1
8522,1,1,0,0,0,0,0,0,0,7795,10782,0,0,0,0,0,0,0,303,304,0,0,0,0,0,0,0,8522,0,0,-1,-1,-1,-1,-1,-1,-1,8522,2,4,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8530,1,1,0,0,0,0,0,0,0,11427,11172,0,0,0,0,0,0,0,360,247,0,0,0,0,0,0,0,8530,1,0,-1,-1,-1,-1,-1,-1,-1,8530,2,4,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1
8531,1,1,0,0,0,0,0,0,0,10118,9146,0,0,0,0,0,0,0,392,304,0,0,0,0,0,0,0,8531,0,0,-1,-1,-1,-1,-1,-1,-1,8531,4,5,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8537,1,1,0,0,0,0,0,0,0,12759,4776,0,0,0,0,0,0,0,562,112,0,0,0,0,0,0,0,8537,0,0,-1,-1,-1,-1,-1,-1,-1,8537,6,1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1
8543,1,1,0,0,0,0,0,0,0,11927,13406,0,0,0,0,0,0,0,373,276,0,0,0,0,0,0,0,8543,0,0,-1,-1,-1,-1,-1,-1,-1,8543,4,3,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1
8546,1,1,0,0,0,0,0,0,0,15494,8593,0,0,0,0,0,0,0,481,158,0,0,0,0,0,0,0,8546,0,0,-1,-1,-1,-1,-1,-1,-1,8546,3,1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8550,1,1,0,0,0,0,0,0,0,9345,10305,0,0,0,0,0,0,0,381,306,0,0,0,0,0,0,0,8550,0,0,-1,-1,-1,-1,-1,-1,-1,8550,4,5,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8552,1,1,0,0,0,0,0,0,0,13404,3219,0,0,0,0,0,0,0,489,75,0,0,0,0,0,0,0,8552,0,0,-1,-1,-1,-1,-1,-1,-1,8552,6,2,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1
8553,1,1,0,0,0,0,0,0,0,9591,14076,0,0,0,0,0,0,0,302,414,0,0,0,0,0,0,0,8553,0,0,-1,-1,-1,-1,-1,-1,-1,8553,2,7,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8554,1,1,0,0,0,0,0,0,0,8756,11176,0,0,0,0,0,0,0,355,327,0,0,0,0,0,0,0,8554,0,0,-1,-1,-1,-1,-1,-1,-1,8554,2,4,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8561,1,1,0,0,0,0,0,0,0,7099,10367,0,0,0,0,0,0,0,305,306,0,0,0,0,0,0,0,8561,0,0,-1,-1,-1,-1,-1,-1,-1,8561,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8568,1,1,0,0,0,0,0,0,0,7662,10434,0,0,0,0,0,0,0,314,281,0,0,0,0,0,0,0,8568,0,0,-1,-1,-1,-1,-1,-1,-1,8568,2,5,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8580,1,1,0,0,0,0,0,0,0,8668,11861,0,0,0,0,0,0,0,310,328,0,0,0,0,0,0,0,8580,0,0,-1,-1,-1,-1,-1,-1,-1,8580,2,5,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8582,1,1,0,0,0,0,0,0,0,6725,10585,0,0,0,0,0,0,0,289,325,0,0,0,0,0,0,0,8582,0,0,-1,-1,-1,-1,-1,-1,-1,8582,1,4,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8594,1,1,0,0,0,0,0,0,0,11762,6891,0,0,0,0,0,0,0,434,227,0,0,0,0,0,0,0,8594,0,0,-1,-1,-1,-1,-1,-1,-1,8594,8,2,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8607,1,1,0,0,0,0,0,0,0,9225,14325,0,0,0,0,0,0,0,285,352,0,0,0,0,0,0,0,8607,0,0,-1,-1,-1,-1,-1,-1,-1,8607,1,3,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8614,1,1,0,0,0,0,0,0,0,10359,10353,0,0,0,0,0,0,0,404,257,0,0,0,0,0,0,0,8614,0,0,-1,-1,-1,-1,-1,-1,-1,8614,4,6,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1
8615,1,1,0,0,0,0,0,0,0,12667,14368,0,0,0,0,0,0,0,322,289,0,0,0,0,0,0,0,8615,1,0,-1,-1,-1,-1,-1,-1,-1,8615,3,4,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8616,1,0,0,0,0,0,0,0,0,12550,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,0,8616,0,-1,-1,-1,-1,-1,-1,-1,-1,8616,7,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
8619,1,1,0,0,0,0,0,0,0,7189,11964,0,0,0,0,0,0,0,270,344,0,0,0,0,0,0,0,8619,0,0,-1,-1,-1,-1,-1,-1,-1,8619,1,3,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8626,1,1,0,0,0,0,0,0,0,11250,11021,0,0,0,0,0,0,0,388,286,0,0,0,0,0,0,0,8626,0,0,-1,-1,-1,-1,-1,-1,-1,8626,4,2,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8629,1,1,0,0,0,0,0,0,0,6071,10542,0,0,0,0,0,0,0,277,393,0,0,0,0,0,0,0,8629,0,0,-1,-1,-1,-1,-1,-1,-1,8629,1,3,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1
8631,1,1,0,0,0,0,0,0,0,10546,11807,0,0,0,0,0,0,0,368,297,0,0,0,0,0,0,0,8631,4,2,-1,-1,-1,-1,-1,-1,-1,8631,4,5,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8633,1,1,0,0,0,0,0,0,0,10607,3825,0,0,0,0,0,0,0,329,81,0,0,0,0,0,0,0,8633,0,0,-1,-1,-1,-1,-1,-1,-1,8633,2,1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8636,1,1,0,0,0,0,0,0,0,12744,7387,0,0,0,0,0,0,0,428,214,0,0,0,0,0,0,0,8636,0,0,-1,-1,-1,-1,-1,-1,-1,8636,4,2,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1
8641,1,1,0,0,0,0,0,0,0,10055,8460,0,0,0,0,0,0,0,353,228,0,0,0,0,0,0,0,8641,0,0,-1,-1,-1,-1,-1,-1,-1,8641,4,1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8642,1,1,0,0,0,0,0,0,0,8425,11247,0,0,0,0,0,0,0,325,330,0,0,0,0,0,0,0,8642,0,0,-1,-1,-1,-1,-1,-1,-1,8642,3,6,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1
8651,1,0,0,0,0,0,0,0,0,17272,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0,8651,0,-1,-1,-1,-1,-1,-1,-1,-1,8651,4,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
8654,1,1,0,0,0,0,0,0,0,8183,12915,0,0,0,0,0,0,0,307,344,0,0,0,0,0,0,0,8654,1,0,-1,-1,-1,-1,-1,-1,-1,8654,2,8,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8658,1,1,1,0,0,0,0,0,0,3773,10328,1151,0,0,0,0,0,0,274,274,31,0,0,0,0,0,0,8658,0,0,0,-1,-1,-1,-1,-1,-1,8658,1,1,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
8662,1,1,0,0,0,0,0,0,0,11629,4717,0,0,0,0,0,0,0,354,94,0,0,0,0,0,0,0,8662,0,0,-1,-1,-1,-1,-1,-1,-1,8662,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8666,1,1,0,0,0,0,0,0,0,9449,11118,0,0,0,0,0,0,0,280,271,0,0,0,0,0,0,0,8666,0,1,-1,-1,-1,-1,-1,-1,-1,8666,1,1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8667,1,1,0,0,0,0,0,0,0,14640,7134,0,0,0,0,0,0,0,516,137,0,0,0,0,0,0,0,8667,0,2,-1,-1,-1,-1,-1,-1,-1,8667,4,1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1
8686,1,1,0,0,0,0,0,0,0,12285,12999,0,0,0,0,0,0,0,395,279,0,0,0,0,0,0,0,8686,0,3,-1,-1,-1,-1,-1,-1,-1,8686,4,4,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8688,1,1,0,0,0,0,0,0,0,12475,7062,0,0,0,0,0,0,0,455,164,0,0,0,0,0,0,0,8688,0,0,-1,-1,-1,-1,-1,-1,-1,8688,6,2,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1
8692,1,1,0,0,0,0,0,0,0,16923,3840,0,0,0,0,0,0,0,575,80,0,0,0,0,0,0,0,8692,1,0,-1,-1,-1,-1,-1,-1,-1,8692,6,1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1
8698,1,1,0,0,0,0,0,0,0,10445,9154,0,0,0,0,0,0,0,369,276,0,0,0,0,0,0,0,8698,0,0,-1,-1,-1,-1,-1,-1,-1,8698,4,3,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8699,1,1,0,0,0,0,0,0,0,11150,10641,0,0,0,0,0,0,0,354,259,0,0,0,0,0,0,0,8699,0,0,-1,-1,-1,-1,-1,-1,-1,8699,4,5,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8700,1,1,0,0,0,0,0,0,0,10927,4329,0,0,0,0,0,0,0,350,90,0,0,0,0,0,0,0,8700,0,0,-1,-1,-1,-1,-1,-1,-1,8700,3,2,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8711,1,1,0,0,0,0,0,0,0,8368,11400,0,0,0,0,0,0,0,267,325,0,0,0,0,0,0,0,8711,1,0,-1,-1,-1,-1,-1,-1,-1,8711,1,3,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8713,1,1,0,0,0,0,0,0,0,11283,3915,0,0,0,0,0,0,0,394,95,0,0,0,0,0,0,0,8713,0,0,-1,-1,-1,-1,-1,-1,-1,8713,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8714,1,1,0,0,0,0,0,0,0,13675,2251,0,0,0,0,0,0,0,591,51,0,0,0,0,0,0,0,8714,0,0,-1,-1,-1,-1,-1,-1,-1,8714,9,0,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1
8715,1,1,0,0,0,0,0,0,0,8657,12500,0,0,0,0,0,0,0,318,330,0,0,0,0,0,0,0,8715,0,0,-1,-1,-1,-1,-1,-1,-1,8715,3,6,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8721,1,1,0,0,0,0,0,0,0,9087,10368,0,0,0,0,0,0,0,335,282,0,0,0,0,0,0,0,8721,0,0,-1,-1,-1,-1,-1,-1,-1,8721,3,4,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1
8724,1,1,0,0,0,0,0,0,0,11430,12200,0,0,0,0,0,0,0,357,279,0,0,0,0,0,0,0,8724,0,0,-1,-1,-1,-1,-1,-1,-1,8724,4,3,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8730,1,1,0,0,0,0,0,0,0,9936,10485,0,0,0,0,0,0,0,328,230,0,0,0,0,0,0,0,8730,0,0,-1,-1,-1,-1,-1,-1,-1,8730,2,5,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8732,1,1,0,0,0,0,0,0,0,7143,10877,0,0,0,0,0,0,0,271,314,0,0,0,0,0,0,0,8732,0,1,-1,-1,-1,-1,-1,-1,-1,8732,1,3,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
8733,1,1,0,0,0,0,0,0,0,10095,8240,0,0,0,0,0,0,0,398,247,0,0,0,0,0,0,0,8733,0,0,-1,-1,-1,-1,-1,-1,-1,8733,5,2,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
