,index,id,Status,gynecological_status,patio,given_birthdate,lactation,milk_days,number_mastitis_lactation_1,number_mastitis_lactation_2,number_mastitis_lactation_3,number_mastitis_lactation_4,number_mastitis_lactation_5,number_mastitis_lactation_6,number_mastitis_lactation_7,number_mastitis_lactation_8,number_mastitis_lactation_9,lactation_1,lactation_2,lactation_3,lactation_4,lactation_5,lactation_6,lactation_7,lactation_8,lactation_9,total_production_1,total_production_2,total_production_3,total_production_4,total_production_5,total_production_6,total_production_7,total_production_8,total_production_9,milk_days_1,milk_days_2,milk_days_3,milk_days_4,milk_days_5,milk_days_6,milk_days_7,milk_days_8,milk_days_9,vaca_x,mastitis_lac_1,mastitis_lac_2,mastitis_lac_3,mastitis_lac_4,mastitis_lac_5,mastitis_lac_6,mastitis_lac_7,mastitis_lac_8,mastitis_lac_9,vaca_y,inseminacion_lac_1,inseminacion_lac_2,inseminacion_lac_3,inseminacion_lac_4,inseminacion_lac_5,inseminacion_lac_6,inseminacion_lac_7,inseminacion_lac_8,inseminacion_lac_9,abortos_Lac_1,abortos_lac_2,abortos_lac_3,abortos_lac_4,abortos_lac_5,abortos_lac_6,abortos_lac_7,abortos_lac_8,abortos_lac_9
3446,3479,11939,milking,pregnacy,10,11/29/2019,1,140,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5164,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,11939,0,-1,-1,-1,-1,-1,-1,-1,-1,11939,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3447,3480,11940,milking,pregnacy,11,11/29/2019,1,195,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7038,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,11940,0,-1,-1,-1,-1,-1,-1,-1,-1,11940,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3448,3481,11941,milking,labor,6,11/30/2019,1,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1418,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,11941,0,-1,-1,-1,-1,-1,-1,-1,-1,11941,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3449,3482,11942,milking,pregnacy,11,11/30/2019,1,213,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7668,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,11942,0,-1,-1,-1,-1,-1,-1,-1,-1,11942,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3450,3483,11943,milking,pregnacy,11,11/30/2019,1,162,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5695,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,11943,0,-1,-1,-1,-1,-1,-1,-1,-1,11943,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3451,3484,11944,milking,insemination,7,11/30/2019,1,83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3121,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,11944,0,-1,-1,-1,-1,-1,-1,-1,-1,11944,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3452,3485,11945,milking,heat,6,11/30/2019,1,66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1870,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,11945,0,-1,-1,-1,-1,-1,-1,-1,-1,11945,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3453,3486,11947,milking,pregnacy,10,11/30/2019,1,135,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4447,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,11947,0,-1,-1,-1,-1,-1,-1,-1,-1,11947,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3454,3487,11948,milking,pregnacy,10,11/30/2019,1,160,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4397,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,11948,0,-1,-1,-1,-1,-1,-1,-1,-1,11948,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3455,3488,11949,milking,pregnacy,8,11/30/2019,1,114,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4252,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,11949,0,-1,-1,-1,-1,-1,-1,-1,-1,11949,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3456,3489,11950,milking,pregnacy,11,11/30/2019,1,166,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5667,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,11950,0,-1,-1,-1,-1,-1,-1,-1,-1,11950,3,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3457,3490,11951,milking,pregnacy,12,11/30/2019,1,221,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7239,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,11951,0,-1,-1,-1,-1,-1,-1,-1,-1,11951,3,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3458,3491,11952,milking,pregnacy,11,11/30/2019,1,179,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4907,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,11952,0,-1,-1,-1,-1,-1,-1,-1,-1,11952,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3459,3492,11953,milking,insemination,11,12/1/2019,1,161,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5192,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,11953,0,-1,-1,-1,-1,-1,-1,-1,-1,11953,3,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3460,3493,11954,milking,pregnacy,11,12/1/2019,1,186,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5763,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,11954,0,-1,-1,-1,-1,-1,-1,-1,-1,11954,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3461,3494,11955,milking,insemination,10,12/1/2019,1,148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5434,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,11955,0,-1,-1,-1,-1,-1,-1,-1,-1,11955,5,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3462,3495,11956,milking,insemination,10,12/1/2019,1,128,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3622,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,11956,0,-1,-1,-1,-1,-1,-1,-1,-1,11956,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3463,3496,11960,milking,pregnacy,10,12/2/2019,1,157,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4645,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,11960,0,-1,-1,-1,-1,-1,-1,-1,-1,11960,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3464,3497,11961,milking,insemination,11,12/2/2019,1,171,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6583,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,11961,0,-1,-1,-1,-1,-1,-1,-1,-1,11961,5,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
3465,3498,11963,milking,insemination,11,12/2/2019,1,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7407,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,11963,0,-1,-1,-1,-1,-1,-1,-1,-1,11963,2,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
3466,3499,11964,milking,pregnacy,10,12/2/2019,1,147,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5229,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,11964,0,-1,-1,-1,-1,-1,-1,-1,-1,11964,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3467,3500,11965,milking,insemination,8,12/2/2019,1,102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3399,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,11965,0,-1,-1,-1,-1,-1,-1,-1,-1,11965,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3468,3501,11966,milking,pregnacy,11,12/2/2019,1,198,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7709,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,11966,0,-1,-1,-1,-1,-1,-1,-1,-1,11966,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3469,3502,11969,milking,insemination,7,12/3/2019,1,82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2243,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,11969,0,-1,-1,-1,-1,-1,-1,-1,-1,11969,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3470,3503,11972,milking,pregnacy,10,12/3/2019,1,143,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5896,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,11972,0,-1,-1,-1,-1,-1,-1,-1,-1,11972,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3471,3504,11973,milking,insemination,8,12/3/2019,1,114,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3679,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,11973,0,-1,-1,-1,-1,-1,-1,-1,-1,11973,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3472,3505,11976,milking,insemination,10,12/4/2019,1,151,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5705,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,11976,0,-1,-1,-1,-1,-1,-1,-1,-1,11976,4,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3473,3506,11977,milking,labor,2,12/4/2019,1,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,11977,0,-1,-1,-1,-1,-1,-1,-1,-1,11977,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3474,3507,11978,milking,pregnacy,10,12/4/2019,1,157,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5635,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,11978,0,-1,-1,-1,-1,-1,-1,-1,-1,11978,2,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
3475,3508,11979,milking,pregnacy,11,12/4/2019,1,211,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6731,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,11979,0,-1,-1,-1,-1,-1,-1,-1,-1,11979,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3476,3509,11980,milking,pregnacy,11,12/4/2019,1,167,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4894,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,11980,0,-1,-1,-1,-1,-1,-1,-1,-1,11980,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3477,3510,11981,milking,pregnacy,11,12/4/2019,1,190,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7923,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,11981,0,-1,-1,-1,-1,-1,-1,-1,-1,11981,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3478,3511,11982,milking,labor,5,12/4/2019,1,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1175,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,11982,0,-1,-1,-1,-1,-1,-1,-1,-1,11982,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3479,3512,11987,milking,labor,5,12/5/2019,1,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1268,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,11987,0,-1,-1,-1,-1,-1,-1,-1,-1,11987,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3480,3513,11988,milking,insemination,7,12/5/2019,1,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3286,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,11988,0,-1,-1,-1,-1,-1,-1,-1,-1,11988,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3481,3514,11989,milking,pregnacy,9,12/5/2019,1,126,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4355,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,11989,0,-1,-1,-1,-1,-1,-1,-1,-1,11989,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3482,3515,11990,milking,insemination,9,12/5/2019,1,126,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3837,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,11990,0,-1,-1,-1,-1,-1,-1,-1,-1,11990,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3483,3516,11991,milking,heat,5,12/5/2019,1,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1470,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,11991,0,-1,-1,-1,-1,-1,-1,-1,-1,11991,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3484,3518,11996,milking,insemination,10,12/6/2019,1,134,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4909,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,11996,0,-1,-1,-1,-1,-1,-1,-1,-1,11996,3,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3485,3519,11998,milking,pregnacy,11,12/6/2019,1,191,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6817,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,11998,0,-1,-1,-1,-1,-1,-1,-1,-1,11998,3,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3486,3520,12000,milking,pregnacy,10,12/7/2019,1,154,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5073,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,12000,0,-1,-1,-1,-1,-1,-1,-1,-1,12000,3,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3487,3521,12001,milking,pregnacy,11,12/7/2019,1,193,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5467,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,12001,0,-1,-1,-1,-1,-1,-1,-1,-1,12001,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3488,3522,12002,milking,pregnacy,9,12/7/2019,1,124,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,12002,0,-1,-1,-1,-1,-1,-1,-1,-1,12002,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3489,3523,12003,milking,insemination,10,12/7/2019,1,142,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4374,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,12003,0,-1,-1,-1,-1,-1,-1,-1,-1,12003,4,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3490,3525,12009,milking,insemination,9,12/7/2019,1,121,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3684,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,12009,0,-1,-1,-1,-1,-1,-1,-1,-1,12009,3,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3491,3526,12012,milking,insemination,11,12/8/2019,1,170,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5005,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,12012,0,-1,-1,-1,-1,-1,-1,-1,-1,12012,6,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
3492,3527,12014,milking,pregnacy,11,12/8/2019,1,177,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5579,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,12014,0,-1,-1,-1,-1,-1,-1,-1,-1,12014,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3493,3528,12015,milking,pregnacy,11,12/8/2019,1,169,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5456,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,12015,0,-1,-1,-1,-1,-1,-1,-1,-1,12015,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3494,3529,12016,milking,insemination,10,12/8/2019,1,135,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4775,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,12016,0,-1,-1,-1,-1,-1,-1,-1,-1,12016,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3495,3530,12018,milking,insemination,7,12/8/2019,1,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1402,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,12018,0,-1,-1,-1,-1,-1,-1,-1,-1,12018,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3496,3531,12019,milking,insemination,6,12/8/2019,1,68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2221,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,12019,0,-1,-1,-1,-1,-1,-1,-1,-1,12019,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3497,3532,12020,milking,pregnacy,10,12/8/2019,1,133,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4432,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,12020,0,-1,-1,-1,-1,-1,-1,-1,-1,12020,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3498,3533,12021,milking,pregnacy,10,12/8/2019,1,155,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3361,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,12021,0,-1,-1,-1,-1,-1,-1,-1,-1,12021,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3499,3534,12022,milking,insemination,7,12/8/2019,1,75,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2275,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,12022,1,-1,-1,-1,-1,-1,-1,-1,-1,12022,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3500,3535,12023,milking,insemination,8,12/9/2019,1,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,12023,0,-1,-1,-1,-1,-1,-1,-1,-1,12023,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3501,3536,12025,milking,pregnacy,10,12/9/2019,1,144,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5592,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,12025,0,-1,-1,-1,-1,-1,-1,-1,-1,12025,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3502,3537,12027,milking,pregnacy,10,12/9/2019,1,157,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6013,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,12027,0,-1,-1,-1,-1,-1,-1,-1,-1,12027,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3503,3538,12028,milking,pregnacy,11,12/9/2019,1,169,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3937,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,12028,0,-1,-1,-1,-1,-1,-1,-1,-1,12028,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3504,3539,12032,milking,pregnacy,11,12/10/2019,1,199,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6024,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,12032,0,-1,-1,-1,-1,-1,-1,-1,-1,12032,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3505,3540,12033,milking,pregnacy,8,12/10/2019,1,104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2918,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,12033,0,-1,-1,-1,-1,-1,-1,-1,-1,12033,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3506,3541,12035,milking,abortion,3,12/10/2019,1,196,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7432,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,12035,2,-1,-1,-1,-1,-1,-1,-1,-1,12035,2,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
3507,3542,12036,milking,insemination,6,12/10/2019,1,57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1706,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,12036,0,-1,-1,-1,-1,-1,-1,-1,-1,12036,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3508,3543,12037,milking,insemination,10,12/11/2019,1,151,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4570,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,12037,2,-1,-1,-1,-1,-1,-1,-1,-1,12037,4,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3509,3544,12040,milking,insemination,10,12/12/2019,1,139,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4888,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,12040,2,-1,-1,-1,-1,-1,-1,-1,-1,12040,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3510,3545,12041,milking,insemination,10,12/12/2019,1,160,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5101,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,12041,0,-1,-1,-1,-1,-1,-1,-1,-1,12041,3,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3511,3546,12042,milking,insemination,7,12/12/2019,1,74,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2252,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,12042,1,-1,-1,-1,-1,-1,-1,-1,-1,12042,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3512,3547,12043,milking,insemination,8,12/13/2019,1,112,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3610,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,12043,0,-1,-1,-1,-1,-1,-1,-1,-1,12043,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3513,3548,12044,milking,labor,5,12/13/2019,1,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1041,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,12044,0,-1,-1,-1,-1,-1,-1,-1,-1,12044,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3514,3549,12045,milking,pregnacy,11,12/13/2019,1,167,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5500,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,12045,0,-1,-1,-1,-1,-1,-1,-1,-1,12045,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3515,3550,12046,milking,pregnacy,10,12/13/2019,1,146,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4543,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,12046,0,-1,-1,-1,-1,-1,-1,-1,-1,12046,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
3516,3551,12047,milking,pregnacy,8,12/13/2019,1,102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3676,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,12047,0,-1,-1,-1,-1,-1,-1,-1,-1,12047,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
