,index,id,Status,gynecological_status,patio,given_birthdate,lactation,milk_days,number_mastitis_lactation_1,number_mastitis_lactation_2,number_mastitis_lactation_3,number_mastitis_lactation_4,number_mastitis_lactation_5,number_mastitis_lactation_6,number_mastitis_lactation_7,number_mastitis_lactation_8,number_mastitis_lactation_9,lactation_1,lactation_2,lactation_3,lactation_4,lactation_5,lactation_6,lactation_7,lactation_8,lactation_9,total_production_1,total_production_2,total_production_3,total_production_4,total_production_5,total_production_6,total_production_7,total_production_8,total_production_9,milk_days_1,milk_days_2,milk_days_3,milk_days_4,milk_days_5,milk_days_6,milk_days_7,milk_days_8,milk_days_9,vaca_x,mastitis_lac_1,mastitis_lac_2,mastitis_lac_3,mastitis_lac_4,mastitis_lac_5,mastitis_lac_6,mastitis_lac_7,mastitis_lac_8,mastitis_lac_9,vaca_y,inseminacion_lac_1,inseminacion_lac_2,inseminacion_lac_3,inseminacion_lac_4,inseminacion_lac_5,inseminacion_lac_6,inseminacion_lac_7,inseminacion_lac_8,inseminacion_lac_9,abortos_Lac_1,abortos_lac_2,abortos_lac_3,abortos_lac_4,abortos_lac_5,abortos_lac_6,abortos_lac_7,abortos_lac_8,abortos_lac_9
0,1,5,milking,pregnacy,13,9/16/2016,4,265,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,7817,9123,9129,8432,0,0,0,0,0,288,319,271,263,0,0,0,0,0,5,0,0,0,0,-1,-1,-1,-1,-1,5,1,3,1,2,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
1,2,9,milking,heat,24,10/11/2016,4,253,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,7793,10019,7907,8079,0,0,0,0,0,290,322,272,251,0,0,0,0,0,9,0,0,0,0,-1,-1,-1,-1,-1,9,1,3,1,2,-1,-1,-1,-1,-1,0,0,0,1,-1,-1,-1,-1,-1
2,3,16,milking,labor,19,11/15/2016,4,63,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,10402,10293,10363,2655,0,0,0,0,0,340,392,310,61,0,0,0,0,0,16,0,0,0,0,-1,-1,-1,-1,-1,16,2,2,1,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
3,4,27,milking,heat,20,12/4/2017,3,48,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,9367,11250,2090,0,0,0,0,0,0,334,403,46,0,0,0,0,0,0,27,0,0,0,-1,-1,-1,-1,-1,-1,27,2,5,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
4,5,121,milking,pregnacy,15,8/6/2013,7,159,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,11491,12403,13318,12331,12893,11326,7259,0,0,343,294,342,301,349,303,157,0,0,121,0,0,0,0,1,0,0,-1,-1,121,4,2,4,2,2,3,1,-1,-1,0,0,0,0,0,0,0,-1,-1
5,6,160,milking,labor,21,8/19/2013,6,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,14931,10918,14033,15870,14493,0,0,0,0,501,291,404,470,453,0,0,0,0,160,0,0,0,0,0,0,-1,-1,-1,160,8,1,5,7,8,0,-1,-1,-1,1,0,0,0,0,0,-1,-1,-1
6,7,190,dry,pregnacy,84,8/24/2013,6,524,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,16175,12455,11677,11362,11609,15110,0,0,0,538,304,287,281,275,523,0,0,0,190,0,0,1,0,0,0,-1,-1,-1,190,5,2,1,1,1,5,-1,-1,-1,1,0,0,0,0,0,-1,-1,-1
7,8,219,milking,labor,18,8/30/2013,7,105,0,0,1,1,2,0,0,0,0,1,1,1,1,1,1,1,0,0,12709,9773,11566,11686,12511,10953,4180,0,0,401,271,295,299,402,327,103,0,0,219,0,0,1,1,2,0,0,-1,-1,219,5,1,1,2,3,1,0,-1,-1,0,0,0,0,0,0,0,-1,-1
8,9,222,milking,pregnacy,15,8/31/2013,7,177,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,0,0,12435,12122,12010,15109,13175,13500,8120,0,0,352,344,276,341,309,338,175,0,0,222,0,0,0,2,0,0,0,-1,-1,222,5,4,1,3,2,3,1,-1,-1,0,0,0,0,0,0,0,-1,-1
9,10,229,milking,pregnacy,17,9/2/2013,7,145,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,10468,9924,9903,11367,11303,10000,6064,0,0,291,283,315,371,321,388,143,0,0,229,0,0,0,0,1,1,0,-1,-1,229,2,2,2,7,3,2,1,-1,-1,0,0,0,0,0,0,0,-1,-1
10,11,252,milking,labor,21,9/5/2013,6,14,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,14952,13743,13280,12178,17412,0,0,0,0,497,459,354,324,535,12,0,0,0,252,0,0,0,1,1,0,-1,-1,-1,252,9,6,4,3,10,0,-1,-1,-1,0,0,0,0,1,0,-1,-1,-1
11,12,254,milking,heat,26,9/5/2013,6,295,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,13995,10299,12325,12981,14515,11180,0,0,0,457,264,322,336,443,293,0,0,0,254,0,0,0,0,0,0,-1,-1,-1,254,6,1,2,3,7,5,-1,-1,-1,1,0,0,0,0,1,-1,-1,-1
12,13,297,milking,pregnacy,17,9/17/2013,7,128,2,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,7510,9105,11698,10914,11609,8258,5316,0,0,298,389,382,287,346,287,126,0,0,297,2,1,0,0,0,0,0,-1,-1,297,2,4,4,1,3,2,2,-1,-1,0,1,0,0,0,0,0,-1,-1
13,14,301,milking,pregnacy,13,9/17/2013,7,279,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,9453,10017,11307,11154,10208,9490,9377,0,0,271,288,341,293,282,272,277,0,0,301,0,0,0,0,0,0,0,-1,-1,301,1,3,4,2,1,1,2,-1,-1,0,0,0,0,0,0,0,-1,-1
14,15,437,milking,insemination,19,10/13/2013,6,90,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,8770,5769,13883,20135,19414,4577,0,0,0,264,391,326,519,596,88,0,0,0,437,0,0,0,0,0,0,-1,-1,-1,437,1,2,2,8,5,1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1
15,16,465,milking,insemination,20,10/18/2013,7,102,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,8466,15642,12983,13303,15832,13137,3968,0,0,270,392,300,321,347,467,100,0,0,465,0,0,0,1,0,1,1,-1,-1,465,1,6,2,2,3,6,1,-1,-1,0,0,0,0,0,0,0,-1,-1
16,17,508,milking,pregnacy,15,10/23/2013,7,177,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,8499,9547,11434,10426,10587,10345,7483,0,0,312,339,354,297,287,329,175,0,0,508,0,0,0,0,0,0,0,-1,-1,508,3,4,3,1,1,3,1,-1,-1,0,0,0,0,0,0,0,-1,-1
17,18,557,dry,pregnacy,1,11/1/2013,6,462,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,10952,9101,9355,10792,11816,13121,0,0,0,376,284,283,307,356,461,0,0,0,557,0,0,0,0,0,0,-1,-1,-1,557,2,1,1,2,3,5,-1,-1,-1,1,0,0,0,0,0,-1,-1,-1
18,19,585,milking,heat,25,11/7/2013,6,231,0,1,0,2,1,0,0,0,0,1,1,1,1,1,1,0,0,0,9273,12356,10209,14478,13933,8045,0,0,0,262,378,306,423,505,229,0,0,0,585,0,1,0,2,1,0,-1,-1,-1,585,1,4,2,4,6,6,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1
19,20,619,milking,no_inseminate,26,11/16/2013,6,268,0,0,1,3,1,1,0,0,0,1,1,1,1,1,1,0,0,0,10039,16248,17404,11476,9486,9126,0,0,0,260,452,475,356,263,266,0,0,0,619,0,0,1,3,1,1,-1,-1,-1,619,1,6,7,2,1,1,-1,-1,-1,0,1,1,0,0,0,-1,-1,-1
20,21,623,milking,pregnacy,14,11/17/2013,7,199,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,9292,9155,11270,9165,10494,9749,7222,0,0,327,286,349,286,334,274,197,0,0,623,0,0,0,0,0,0,0,-1,-1,623,4,1,3,1,2,1,1,-1,-1,0,0,0,0,0,0,0,-1,-1
21,22,629,milking,pregnacy,13,11/19/2013,6,479,0,2,0,0,0,2,0,0,0,1,1,1,1,1,1,0,0,0,9802,11865,10376,11173,12365,14077,0,0,0,320,421,269,281,333,477,0,0,0,629,0,2,0,0,0,2,-1,-1,-1,629,3,2,1,1,2,7,-1,-1,-1,0,0,0,0,0,1,-1,-1,-1
22,23,660,milking,labor,21,11/24/2013,7,16,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,8551,10293,14263,13964,15028,13143,0,0,0,269,272,350,335,423,377,14,0,0,660,0,0,0,0,0,0,0,-1,-1,660,1,1,3,2,4,3,0,-1,-1,0,0,0,0,1,0,0,-1,-1
23,24,700,milking,pregnacy,24,12/5/2013,7,248,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,12764,10465,10389,12515,6039,11253,9581,0,0,391,276,291,305,300,286,246,0,0,700,0,0,0,0,1,0,0,-1,-1,700,3,1,1,2,1,1,2,-1,-1,0,0,0,0,0,0,0,-1,-1
24,25,759,milking,insemination,22,12/18/2013,6,96,0,0,2,1,2,0,0,0,0,1,1,1,1,1,1,0,0,0,13754,13686,15843,16781,12954,4387,0,0,0,401,328,439,436,341,94,0,0,0,759,0,0,2,1,2,0,-1,-1,-1,759,3,2,4,3,2,1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1
25,26,857,milking,pregnacy,13,1/5/2014,5,495,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,16124,14110,11601,9530,13513,0,0,0,0,609,409,281,314,493,0,0,0,0,857,0,0,0,0,0,-1,-1,-1,-1,857,9,5,1,2,8,-1,-1,-1,-1,1,0,0,0,0,-1,-1,-1,-1
26,27,873,milking,insemination,26,1/9/2014,6,268,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,10083,11561,10897,10271,11823,9935,0,0,0,428,375,278,272,447,266,0,0,0,873,0,1,0,0,1,0,-1,-1,-1,873,1,5,1,1,6,7,-1,-1,-1,0,0,0,0,1,0,-1,-1,-1
27,28,901,milking,pregnacy,23,1/17/2014,7,219,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,10351,10429,10396,10921,11988,11463,7626,0,0,308,292,279,312,352,324,217,0,0,901,0,0,1,0,0,0,0,-1,-1,901,3,1,1,2,3,2,3,-1,-1,0,0,0,0,0,0,0,-1,-1
28,29,975,milking,insemination,23,2/12/2014,6,207,0,0,0,0,2,1,0,0,0,1,1,1,1,1,1,0,0,0,9744,11699,11991,13769,8903,5994,0,0,0,353,375,388,454,271,205,0,0,0,975,0,0,0,0,2,1,-1,-1,-1,975,4,4,4,5,1,5,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1
29,30,991,milking,pregnacy,13,2/17/2014,6,344,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,9034,9616,11710,13574,13322,12521,0,0,0,308,279,318,407,399,342,0,0,0,991,0,0,0,0,0,0,-1,-1,-1,991,2,1,2,6,4,3,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1
30,31,993,milking,pregnacy,24,2/19/2014,5,239,0,0,2,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,10351,11764,20080,22182,11234,0,0,0,0,294,299,570,706,237,0,0,0,0,993,0,0,2,1,0,-1,-1,-1,-1,993,2,2,9,11,2,-1,-1,-1,-1,0,0,1,0,0,-1,-1,-1,-1
31,32,1036,milking,insemination,27,3/14/2014,4,317,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,17805,16297,19012,12588,0,0,0,0,0,522,441,625,315,0,0,0,0,0,1036,0,0,0,1,-1,-1,-1,-1,-1,1036,7,4,11,8,-1,-1,-1,-1,-1,2,1,0,0,-1,-1,-1,-1,-1
32,33,1122,milking,labor,20,5/10/2014,6,32,6,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,13535,11850,10686,12922,14921,916,0,0,0,440,316,285,390,439,30,0,0,0,1122,6,0,0,0,0,0,-1,-1,-1,1122,5,2,1,4,6,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1
33,34,1151,milking,insemination,17,5/22/2014,6,130,0,0,1,1,2,0,0,0,0,1,1,1,1,1,1,0,0,0,8838,12605,14186,12692,11229,5041,0,0,0,272,374,455,388,377,128,0,0,0,1151,0,0,1,1,2,0,-1,-1,-1,1151,1,4,9,5,3,3,-1,-1,-1,0,0,0,0,1,0,-1,-1,-1
34,35,1233,milking,labor,21,6/30/2014,6,5,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,8739,15402,10789,15219,12285,0,0,0,0,268,491,299,498,372,3,0,0,0,1233,0,0,0,0,1,0,-1,-1,-1,1233,1,6,2,7,4,0,-1,-1,-1,0,1,0,0,0,0,-1,-1,-1
35,36,1234,milking,insemination,18,11/6/2015,5,171,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,8488,11573,6822,0,0,0,0,303,303,329,366,169,0,0,0,0,1234,0,0,0,1,0,-1,-1,-1,-1,1234,1,1,1,4,3,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1
36,37,1244,milking,pregnacy,14,7/3/2014,6,189,0,0,0,1,3,0,0,0,0,1,1,1,1,1,1,0,0,0,8309,12154,13677,16865,10632,8391,0,0,0,274,343,362,476,288,187,0,0,0,1244,0,0,0,1,3,0,-1,-1,-1,1244,1,2,3,6,1,2,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1
37,38,1249,milking,pregnacy,18,11/10/2015,5,127,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,8676,11898,5514,0,0,0,0,303,303,288,438,125,0,0,0,0,1249,0,0,0,0,0,-1,-1,-1,-1,1249,1,1,1,4,1,-1,-1,-1,-1,0,0,0,1,0,-1,-1,-1,-1
38,39,1255,milking,insemination,17,11/13/2015,5,142,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,947,10995,11604,7081,0,0,0,0,303,426,281,302,140,0,0,0,0,1255,0,0,1,1,0,-1,-1,-1,-1,1255,1,0,1,1,3,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1
39,40,1262,milking,heat,26,11/15/2015,5,282,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,9857,10970,11465,0,0,0,0,303,303,303,277,280,0,0,0,0,1262,0,0,0,0,0,-1,-1,-1,-1,1262,1,1,2,1,6,-1,-1,-1,-1,0,0,0,0,1,-1,-1,-1,-1
40,41,1307,dry,pregnacy,85,7/15/2014,5,387,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,11799,12412,12672,17083,13210,0,0,0,0,404,333,306,535,386,0,0,0,0,1307,0,0,0,0,0,-1,-1,-1,-1,1307,4,2,2,6,3,-1,-1,-1,-1,1,0,0,0,0,-1,-1,-1,-1
41,42,1354,milking,pregnacy,17,8/3/2014,6,147,0,0,0,3,1,0,0,0,0,1,1,1,1,1,1,0,0,0,7544,9632,12265,14992,12067,6059,0,0,0,309,289,339,421,351,145,0,0,0,1354,0,0,0,3,1,0,-1,-1,-1,1354,3,1,3,5,3,2,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1
42,43,1362,milking,pregnacy,13,12/20/2015,5,624,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,8040,9858,1210,0,0,0,0,303,278,273,364,236,0,0,0,0,1362,0,0,0,0,0,-1,-1,-1,-1,1362,1,0,1,4,1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1
43,44,1422,milking,pregnacy,23,1/14/2016,4,219,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,11170,11381,6914,0,0,0,0,0,303,297,310,217,0,0,0,0,0,1422,0,0,0,0,-1,-1,-1,-1,-1,1422,1,2,1,1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
44,45,1437,milking,pregnacy,17,1/19/2016,5,137,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,10163,9543,5515,0,0,0,0,303,303,370,332,135,0,0,0,0,1437,0,0,0,1,0,-1,-1,-1,-1,1437,1,1,4,2,1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1
45,46,1441,milking,pregnacy,29,8/20/2014,6,267,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,9965,12373,10823,12171,10028,8942,0,0,0,432,351,282,365,293,265,0,0,0,1441,0,0,0,1,0,0,-1,-1,-1,1441,7,4,1,4,2,4,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1
46,47,1455,milking,pregnacy,18,1/25/2016,5,107,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,2014,10717,10478,5309,0,0,0,0,303,347,300,278,105,0,0,0,0,1455,0,0,0,0,0,-1,-1,-1,-1,1455,1,0,2,1,1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1
47,48,1456,milking,heat,18,8/23/2014,6,111,0,0,1,0,2,0,0,0,0,1,1,1,1,1,1,0,0,0,8176,10477,10993,11847,12111,4184,0,0,0,277,325,358,358,450,109,0,0,0,1456,0,0,1,0,2,0,-1,-1,-1,1456,1,2,5,2,3,1,-1,-1,-1,0,0,0,0,1,0,-1,-1,-1
48,49,1474,milking,heat,14,8/27/2014,6,191,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,8659,10955,11373,11423,9352,8084,0,0,0,294,305,286,339,270,189,0,0,0,1474,0,0,0,0,0,0,-1,-1,-1,1474,2,2,1,2,1,2,-1,-1,-1,0,0,0,0,0,1,-1,-1,-1
49,50,1484,milking,insemination,19,2/11/2016,4,88,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,14057,10368,3754,0,0,0,0,0,303,458,299,86,0,0,0,0,0,1484,0,0,0,0,-1,-1,-1,-1,-1,1484,1,8,1,1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
50,51,1504,milking,insemination,18,2/25/2016,4,122,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,11107,11755,5184,0,0,0,0,0,564,344,316,120,0,0,0,0,0,1504,0,0,0,0,-1,-1,-1,-1,-1,1504,0,3,3,2,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
51,52,1507,milking,pregnacy,24,2/27/2016,4,261,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,10308,9616,9457,0,0,0,0,0,562,292,274,259,0,0,0,0,0,1507,0,0,0,1,-1,-1,-1,-1,-1,1507,0,1,1,5,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
52,53,1509,milking,insemination,24,9/2/2014,5,251,0,0,0,1,2,0,0,0,0,1,1,1,1,1,0,0,0,0,17228,13121,12724,10388,9770,0,0,0,0,581,337,315,281,249,0,0,0,0,1509,0,0,0,1,2,-1,-1,-1,-1,1509,10,4,2,1,7,-1,-1,-1,-1,1,0,0,0,0,-1,-1,-1,-1
53,54,1527,milking,pregnacy,27,9/6/2014,5,307,0,0,0,0,2,0,0,0,0,1,1,1,1,1,0,0,0,0,15130,14741,15881,14585,13507,0,0,0,0,452,350,387,384,305,0,0,0,0,1527,0,0,0,0,2,-1,-1,-1,-1,1527,5,4,3,5,2,-1,-1,-1,-1,0,0,0,0,1,-1,-1,-1,-1
54,55,1531,dry,pregnacy,22,9/7/2014,5,419,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,12816,15074,9789,12502,14810,0,0,0,0,442,490,265,315,418,0,0,0,0,1531,0,1,1,0,0,-1,-1,-1,-1,1531,7,8,1,2,4,-1,-1,-1,-1,1,1,0,0,1,-1,-1,-1,-1
55,57,1581,milking,insemination,15,5/5/2016,4,163,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,11081,10793,8001,0,0,0,0,0,303,369,314,161,0,0,0,0,0,1581,0,0,0,0,-1,-1,-1,-1,-1,1581,1,5,4,4,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
56,58,1596,milking,labor,20,9/19/2014,6,38,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,11078,11716,11720,12155,14701,1332,0,0,0,386,277,287,404,424,36,0,0,0,1596,2,0,0,0,0,0,-1,-1,-1,1596,5,1,1,4,5,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1
57,59,1619,milking,pregnacy,18,6/26/2016,4,127,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,8008,9862,4611,0,0,0,0,0,462,297,400,125,0,0,0,0,0,1619,0,0,0,1,-1,-1,-1,-1,-1,1619,0,1,5,1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
58,60,1642,milking,pregnacy,13,9/24/2014,6,279,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,11340,13257,14176,13087,12480,11884,0,0,0,316,335,346,284,278,277,0,0,0,1642,0,0,0,0,0,0,-1,-1,-1,1642,2,3,3,1,1,2,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1
59,61,1643,milking,insemination,19,7/27/2016,4,61,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,12473,10684,2605,0,0,0,0,0,303,455,315,59,0,0,0,0,0,1643,0,0,1,0,-1,-1,-1,-1,-1,1643,1,6,2,2,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
60,62,1648,milking,heat,26,9/25/2014,5,286,1,0,1,1,2,0,0,0,0,1,1,1,1,1,0,0,0,0,9734,12302,12213,10334,9571,0,0,0,0,435,411,411,288,284,0,0,0,0,1648,1,0,1,1,2,-1,-1,-1,-1,1648,6,6,6,2,6,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1
61,63,1667,milking,insemination,18,8/10/2016,4,109,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,8544,11023,4924,0,0,0,0,0,356,308,345,107,0,0,0,0,0,1667,0,0,0,0,-1,-1,-1,-1,-1,1667,0,1,2,2,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
62,64,1682,milking,pregnacy,17,9/4/2016,4,129,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,12041,14282,6864,0,0,0,0,0,303,342,380,127,0,0,0,0,0,1682,0,0,0,0,-1,-1,-1,-1,-1,1682,1,3,4,1,-1,-1,-1,-1,-1,0,0,1,0,-1,-1,-1,-1,-1
63,65,1704,dry,pregnacy,84,10/4/2014,5,365,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,8668,10128,12248,14009,12289,0,0,0,0,269,290,347,514,364,0,0,0,0,1704,0,0,0,1,1,-1,-1,-1,-1,1704,1,1,3,8,3,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1
64,66,1727,milking,insemination,23,10/8/2014,6,211,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,9630,11005,12363,9777,7780,8355,0,0,0,305,312,286,284,262,209,0,0,0,1727,0,0,1,0,0,0,-1,-1,-1,1727,2,2,2,1,1,4,-1,-1,-1,0,0,0,0,0,1,-1,-1,-1
65,67,1791,milking,pregnacy,17,10/18/2014,6,132,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,8243,10971,12864,11405,10722,5966,0,0,0,274,312,353,438,297,130,0,0,0,1791,1,0,0,0,0,0,-1,-1,-1,1791,1,3,3,4,1,1,-1,-1,-1,0,0,0,1,0,0,-1,-1,-1
66,68,1853,milking,pregnacy,17,10/26/2014,6,139,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,10267,12616,11521,14884,10967,6968,0,0,0,324,312,283,370,310,137,0,0,0,1853,0,0,0,0,0,0,-1,-1,-1,1853,3,2,1,3,1,1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1
67,69,1892,milking,insemination,29,11/4/2014,6,219,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,13109,10482,9651,9797,9273,5859,0,0,0,518,276,266,286,285,217,0,0,0,1892,1,0,0,0,1,1,-1,-1,-1,1892,8,1,1,1,2,6,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1
68,70,1915,milking,insemination,19,11/7/2014,6,149,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,8061,10411,10828,13296,12055,6242,0,0,0,287,270,286,370,392,147,0,0,0,1915,0,0,0,1,1,0,-1,-1,-1,1915,1,1,1,4,5,3,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1
69,71,1916,milking,pregnacy,14,11/7/2014,5,189,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,18130,13591,13177,14425,8101,0,0,0,0,619,317,361,401,187,0,0,0,0,1916,0,0,0,0,0,-1,-1,-1,-1,1916,8,1,5,4,1,-1,-1,-1,-1,1,0,0,0,0,-1,-1,-1,-1
70,72,1937,milking,insemination,15,11/10/2014,5,172,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,11214,15355,15201,13575,8218,0,0,0,0,322,449,370,365,170,0,0,0,0,1937,0,0,0,1,0,-1,-1,-1,-1,1937,3,5,3,2,2,-1,-1,-1,-1,0,1,0,0,1,-1,-1,-1,-1
71,73,1968,milking,pregnacy,13,11/14/2014,4,297,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,16075,16945,18838,13954,0,0,0,0,0,534,490,588,295,0,0,0,0,0,1968,0,0,1,0,-1,-1,-1,-1,-1,1968,9,6,7,2,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,-1,-1,-1
72,74,1975,milking,insemination,17,3/13/2017,4,144,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1584,8787,5616,6139,0,0,0,0,0,284,283,271,142,0,0,0,0,0,1975,0,0,0,0,-1,-1,-1,-1,-1,1975,0,1,1,4,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
73,75,2015,milking,insemination,19,4/12/2017,4,65,0,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1661,9661,9081,2801,0,0,0,0,0,269,352,284,63,0,0,0,0,0,2015,0,2,0,0,-1,-1,-1,-1,-1,2015,0,4,1,1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
74,76,2022,milking,insemination,19,4/28/2017,4,101,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1312,9529,8644,4743,0,0,0,0,0,274,290,290,99,0,0,0,0,0,2022,0,0,0,0,-1,-1,-1,-1,-1,2022,0,2,2,2,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
75,77,2028,milking,labor,20,5/2/2017,4,29,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2833,10093,11391,904,0,0,0,0,0,255,270,343,27,0,0,0,0,0,2028,0,0,0,0,-1,-1,-1,-1,-1,2028,0,1,4,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
