total_production_1,total_production_2,total_production_3,total_production_4,total_production_5,total_production_6,total_production_7,total_production_8,total_production_9,total,index
12347,7185,0,0,0,0,0,0,0,19532,0
6642,9408,0,0,0,0,0,0,0,16050,0
8727,10256,0,0,0,0,0,0,0,18983,0
7418,8370,0,0,0,0,0,0,0,15788,0
7972,2246,0,0,0,0,0,0,0,10218,0
9310,8107,0,0,0,0,0,0,0,17417,0
9540,10626,0,0,0,0,0,0,0,20166,0
6714,7398,0,0,0,0,0,0,0,14112,0
8781,9530,0,0,0,0,0,0,0,18311,0
6661,6979,0,0,0,0,0,0,0,13640,0
8975,5928,0,0,0,0,0,0,0,14903,0
9308,9441,0,0,0,0,0,0,0,18749,0
8528,9107,0,0,0,0,0,0,0,17635,0
10004,8555,0,0,0,0,0,0,0,18559,0
6433,9673,0,0,0,0,0,0,0,16106,0
8029,9914,0,0,0,0,0,0,0,17943,0
9652,5637,0,0,0,0,0,0,0,15289,0
6804,8614,0,0,0,0,0,0,0,15418,0
8305,10203,0,0,0,0,0,0,0,18508,0
5984,10239,0,0,0,0,0,0,0,16223,0
7978,8521,0,0,0,0,0,0,0,16499,0
6553,8430,0,0,0,0,0,0,0,14983,0
8980,6979,0,0,0,0,0,0,0,15959,0
8600,8633,0,0,0,0,0,0,0,17233,0
8358,6724,0,0,0,0,0,0,0,15082,0
9004,9133,0,0,0,0,0,0,0,18137,0
11362,0,0,0,0,0,0,0,0,11362,0
7959,10913,0,0,0,0,0,0,0,18872,0
7112,8165,0,0,0,0,0,0,0,15277,0
6747,8889,0,0,0,0,0,0,0,15636,0
9695,7605,0,0,0,0,0,0,0,17300,0
10755,0,0,0,0,0,0,0,0,10755,0
12317,5628,0,0,0,0,0,0,0,17945,0
8956,6786,0,0,0,0,0,0,0,15742,0
8893,7851,0,0,0,0,0,0,0,16744,0
7968,9453,0,0,0,0,0,0,0,17421,0
8426,7553,0,0,0,0,0,0,0,15979,0
9107,7508,0,0,0,0,0,0,0,16615,0
7995,7081,0,0,0,0,0,0,0,15076,0
9529,7186,0,0,0,0,0,0,0,16715,0
7542,7709,0,0,0,0,0,0,0,15251,0
9722,10613,0,0,0,0,0,0,0,20335,0
9822,7227,0,0,0,0,0,0,0,17049,0
8112,9022,0,0,0,0,0,0,0,17134,0
10315,2109,0,0,0,0,0,0,0,12424,0
11007,4100,0,0,0,0,0,0,0,15107,0
8284,8703,0,0,0,0,0,0,0,16987,0
8883,3917,0,0,0,0,0,0,0,12800,0
8483,10585,0,0,0,0,0,0,0,19068,0
7091,8064,0,0,0,0,0,0,0,15155,0
8916,8310,0,0,0,0,0,0,0,17226,0
10665,4268,0,0,0,0,0,0,0,14933,0
8386,7711,0,0,0,0,0,0,0,16097,0
7140,8743,0,0,0,0,0,0,0,15883,0
10202,9056,0,0,0,0,0,0,0,19258,0
8758,5059,0,0,0,0,0,0,0,13817,0
8888,5817,0,0,0,0,0,0,0,14705,0
8619,11278,0,0,0,0,0,0,0,19897,0
7936,5999,0,0,0,0,0,0,0,13935,0
9044,4694,0,0,0,0,0,0,0,13738,0
7473,5503,0,0,0,0,0,0,0,12976,0
6943,4538,0,0,0,0,0,0,0,11481,0
8352,5793,0,0,0,0,0,0,0,14145,0
15738,0,0,0,0,0,0,0,0,15738,0
12284,0,0,0,0,0,0,0,0,12284,0
7265,6614,0,0,0,0,0,0,0,13879,0
7687,5796,0,0,0,0,0,0,0,13483,0
8216,3557,0,0,0,0,0,0,0,11773,0
7428,3764,0,0,0,0,0,0,0,11192,0
8969,6042,0,0,0,0,0,0,0,15011,0
7198,5740,0,0,0,0,0,0,0,12938,0
8594,4991,0,0,0,0,0,0,0,13585,0
7705,6536,0,0,0,0,0,0,0,14241,0
9230,6125,0,0,0,0,0,0,0,15355,0
8349,4896,0,0,0,0,0,0,0,13245,0
9079,0,0,0,0,0,0,0,0,9079,0
9311,0,0,0,0,0,0,0,0,9311,0
7701,6633,0,0,0,0,0,0,0,14334,0
6262,6575,0,0,0,0,0,0,0,12837,0
9462,6035,0,0,0,0,0,0,0,15497,0
10300,2858,0,0,0,0,0,0,0,13158,0
9707,7296,0,0,0,0,0,0,0,17003,0
10716,3142,0,0,0,0,0,0,0,13858,0
11890,0,0,0,0,0,0,0,0,11890,0
7439,6375,0,0,0,0,0,0,0,13814,0
8670,2596,0,0,0,0,0,0,0,11266,0
7929,0,0,0,0,0,0,0,0,7929,0
13138,0,0,0,0,0,0,0,0,13138,0
10594,5119,0,0,0,0,0,0,0,15713,0
8881,5210,0,0,0,0,0,0,0,14091,0
6167,4001,0,0,0,0,0,0,0,10168,0
7342,5356,0,0,0,0,0,0,0,12698,0
6714,5877,0,0,0,0,0,0,0,12591,0
6744,3945,0,0,0,0,0,0,0,10689,0
6747,4068,0,0,0,0,0,0,0,10815,0
10872,19,0,0,0,0,0,0,0,10891,0
9696,5391,0,0,0,0,0,0,0,15087,0
6635,5577,0,0,0,0,0,0,0,12212,0
13831,0,0,0,0,0,0,0,0,13831,0
8092,5077,0,0,0,0,0,0,0,13169,0
13102,711,0,0,0,0,0,0,0,13813,0
8941,2223,0,0,0,0,0,0,0,11164,0
7522,7544,0,0,0,0,0,0,0,15066,0
8680,3442,0,0,0,0,0,0,0,12122,0
10101,4388,0,0,0,0,0,0,0,14489,0
8060,5550,0,0,0,0,0,0,0,13610,0
7342,6268,0,0,0,0,0,0,0,13610,0
7052,3812,0,0,0,0,0,0,0,10864,0
6486,3419,0,0,0,0,0,0,0,9905,0
6078,5343,0,0,0,0,0,0,0,11421,0
7059,6240,0,0,0,0,0,0,0,13299,0
8884,4570,0,0,0,0,0,0,0,13454,0
6647,5060,0,0,0,0,0,0,0,11707,0
8548,6628,0,0,0,0,0,0,0,15176,0
14459,0,0,0,0,0,0,0,0,14459,0
8416,0,0,0,0,0,0,0,0,8416,0
12442,0,0,0,0,0,0,0,0,12442,0
8761,4067,0,0,0,0,0,0,0,12828,0
7837,6001,0,0,0,0,0,0,0,13838,0
9550,5065,0,0,0,0,0,0,0,14615,0
13605,0,0,0,0,0,0,0,0,13605,0
16095,0,0,0,0,0,0,0,0,16095,0
9438,5385,0,0,0,0,0,0,0,14823,0
8236,1156,0,0,0,0,0,0,0,9392,0
7038,3568,0,0,0,0,0,0,0,10606,0
8961,0,0,0,0,0,0,0,0,8961,0
5556,5842,0,0,0,0,0,0,0,11398,0
7863,5613,0,0,0,0,0,0,0,13476,0
5040,5600,0,0,0,0,0,0,0,10640,0
12362,0,0,0,0,0,0,0,0,12362,0
6912,4251,0,0,0,0,0,0,0,11163,0
8712,4620,0,0,0,0,0,0,0,13332,0
6515,0,0,0,0,0,0,0,0,6515,0
8034,6782,0,0,0,0,0,0,0,14816,0
6927,5577,0,0,0,0,0,0,0,12504,0
7820,6655,0,0,0,0,0,0,0,14475,0
7221,1508,0,0,0,0,0,0,0,8729,0
13574,0,0,0,0,0,0,0,0,13574,0
7667,4781,0,0,0,0,0,0,0,12448,0
7592,3753,0,0,0,0,0,0,0,11345,0
7733,6972,0,0,0,0,0,0,0,14705,0
8969,4929,0,0,0,0,0,0,0,13898,0
6018,6021,0,0,0,0,0,0,0,12039,0
10053,0,0,0,0,0,0,0,0,10053,0
6820,5277,0,0,0,0,0,0,0,12097,0
9559,7321,0,0,0,0,0,0,0,16880,0
5966,5323,0,0,0,0,0,0,0,11289,0
7743,6172,0,0,0,0,0,0,0,13915,0
6778,3344,0,0,0,0,0,0,0,10122,0
7403,5384,0,0,0,0,0,0,0,12787,0
10002,0,0,0,0,0,0,0,0,10002,0
10746,0,0,0,0,0,0,0,0,10746,0
6880,6915,0,0,0,0,0,0,0,13795,0
6792,5965,0,0,0,0,0,0,0,12757,0
8400,4858,0,0,0,0,0,0,0,13258,0
8164,2775,0,0,0,0,0,0,0,10939,0
7404,6427,0,0,0,0,0,0,0,13831,0
7602,5969,0,0,0,0,0,0,0,13571,0
14220,0,0,0,0,0,0,0,0,14220,0
8144,3287,0,0,0,0,0,0,0,11431,0
8694,4993,0,0,0,0,0,0,0,13687,0
8521,6655,0,0,0,0,0,0,0,15176,0
7415,4278,0,0,0,0,0,0,0,11693,0
9254,2799,0,0,0,0,0,0,0,12053,0
8167,0,0,0,0,0,0,0,0,8167,0
13100,0,0,0,0,0,0,0,0,13100,0
13087,0,0,0,0,0,0,0,0,13087,0
5066,6325,0,0,0,0,0,0,0,11391,0
7667,6264,0,0,0,0,0,0,0,13931,0
6420,4924,0,0,0,0,0,0,0,11344,0
7480,6066,0,0,0,0,0,0,0,13546,0
7081,5549,0,0,0,0,0,0,0,12630,0
9711,3356,0,0,0,0,0,0,0,13067,0
7478,3871,0,0,0,0,0,0,0,11349,0
7165,4219,0,0,0,0,0,0,0,11384,0
8042,0,0,0,0,0,0,0,0,8042,0
9408,3309,0,0,0,0,0,0,0,12717,0
6949,5217,0,0,0,0,0,0,0,12166,0
8212,1907,0,0,0,0,0,0,0,10119,0
7505,5013,0,0,0,0,0,0,0,12518,0
7049,3975,0,0,0,0,0,0,0,11024,0
10194,0,0,0,0,0,0,0,0,10194,0
8646,0,0,0,0,0,0,0,0,8646,0
7906,2436,0,0,0,0,0,0,0,10342,0
15189,0,0,0,0,0,0,0,0,15189,0
6201,4284,0,0,0,0,0,0,0,10485,0
6072,3230,0,0,0,0,0,0,0,9302,0
8326,5617,0,0,0,0,0,0,0,13943,0
6984,4312,0,0,0,0,0,0,0,11296,0
7033,4755,0,0,0,0,0,0,0,11788,0
7540,4912,0,0,0,0,0,0,0,12452,0
8066,4466,0,0,0,0,0,0,0,12532,0
7996,803,0,0,0,0,0,0,0,8799,0
14211,0,0,0,0,0,0,0,0,14211,0
7517,5205,0,0,0,0,0,0,0,12722,0
8764,0,0,0,0,0,0,0,0,8764,0
11303,0,0,0,0,0,0,0,0,11303,0
8544,2050,0,0,0,0,0,0,0,10594,0
7553,4747,0,0,0,0,0,0,0,12300,0
9043,5889,0,0,0,0,0,0,0,14932,0
8592,3348,0,0,0,0,0,0,0,11940,0
8845,3159,0,0,0,0,0,0,0,12004,0
7825,4507,0,0,0,0,0,0,0,12332,0
8997,0,0,0,0,0,0,0,0,8997,0
8147,3464,0,0,0,0,0,0,0,11611,0
9454,6371,0,0,0,0,0,0,0,15825,0
9829,0,0,0,0,0,0,0,0,9829,0
8784,0,0,0,0,0,0,0,0,8784,0
7660,4856,0,0,0,0,0,0,0,12516,0
8410,2954,0,0,0,0,0,0,0,11364,0
8614,3234,0,0,0,0,0,0,0,11848,0
7150,0,0,0,0,0,0,0,0,7150,0
6895,3692,0,0,0,0,0,0,0,10587,0
8702,0,0,0,0,0,0,0,0,8702,0
8404,4778,0,0,0,0,0,0,0,13182,0
7254,2889,0,0,0,0,0,0,0,10143,0
7727,2433,0,0,0,0,0,0,0,10160,0
7308,4368,0,0,0,0,0,0,0,11676,0
7992,4918,0,0,0,0,0,0,0,12910,0
6520,0,0,0,0,0,0,0,0,6520,0
7202,3095,0,0,0,0,0,0,0,10297,0
12679,0,0,0,0,0,0,0,0,12679,0
8986,2304,0,0,0,0,0,0,0,11290,0
7969,5270,0,0,0,0,0,0,0,13239,0
8448,86,0,0,0,0,0,0,0,8534,0
7830,3770,0,0,0,0,0,0,0,11600,0
6619,3368,0,0,0,0,0,0,0,9987,0
11942,0,0,0,0,0,0,0,0,11942,0
7221,4729,0,0,0,0,0,0,0,11950,0
11341,0,0,0,0,0,0,0,0,11341,0
6091,1867,0,0,0,0,0,0,0,7958,0
10097,0,0,0,0,0,0,0,0,10097,0
8354,1612,0,0,0,0,0,0,0,9966,0
12263,0,0,0,0,0,0,0,0,12263,0
9162,0,0,0,0,0,0,0,0,9162,0
13238,0,0,0,0,0,0,0,0,13238,0
10452,0,0,0,0,0,0,0,0,10452,0
14743,0,0,0,0,0,0,0,0,14743,0
7721,0,0,0,0,0,0,0,0,7721,0
14429,0,0,0,0,0,0,0,0,14429,0
9540,0,0,0,0,0,0,0,0,9540,0
8117,4070,0,0,0,0,0,0,0,12187,0
8968,0,0,0,0,0,0,0,0,8968,0
6940,3392,0,0,0,0,0,0,0,10332,0
5608,2038,0,0,0,0,0,0,0,7646,0
9234,0,0,0,0,0,0,0,0,9234,0
10545,0,0,0,0,0,0,0,0,10545,0
7412,4221,0,0,0,0,0,0,0,11633,0
10130,0,0,0,0,0,0,0,0,10130,0
11444,0,0,0,0,0,0,0,0,11444,0
8579,0,0,0,0,0,0,0,0,8579,0
11732,0,0,0,0,0,0,0,0,11732,0
11068,0,0,0,0,0,0,0,0,11068,0
8132,4626,0,0,0,0,0,0,0,12758,0
9674,0,0,0,0,0,0,0,0,9674,0
7637,2723,0,0,0,0,0,0,0,10360,0
6443,2253,0,0,0,0,0,0,0,8696,0
6846,4404,0,0,0,0,0,0,0,11250,0
9023,0,0,0,0,0,0,0,0,9023,0
12789,0,0,0,0,0,0,0,0,12789,0
12327,0,0,0,0,0,0,0,0,12327,0
9910,0,0,0,0,0,0,0,0,9910,0
10019,0,0,0,0,0,0,0,0,10019,0
13808,0,0,0,0,0,0,0,0,13808,0
11628,0,0,0,0,0,0,0,0,11628,0
8323,5322,0,0,0,0,0,0,0,13645,0
5425,0,0,0,0,0,0,0,0,5425,0
7461,2603,0,0,0,0,0,0,0,10064,0
7047,4555,0,0,0,0,0,0,0,11602,0
11980,0,0,0,0,0,0,0,0,11980,0
11788,0,0,0,0,0,0,0,0,11788,0
7910,2516,0,0,0,0,0,0,0,10426,0
10386,0,0,0,0,0,0,0,0,10386,0
8124,2451,0,0,0,0,0,0,0,10575,0
5884,4901,0,0,0,0,0,0,0,10785,0
7027,4196,0,0,0,0,0,0,0,11223,0
9535,0,0,0,0,0,0,0,0,9535,0
10566,0,0,0,0,0,0,0,0,10566,0
7702,0,0,0,0,0,0,0,0,7702,0
5386,4545,0,0,0,0,0,0,0,9931,0
7963,5335,0,0,0,0,0,0,0,13298,0
8759,1427,0,0,0,0,0,0,0,10186,0
8821,1394,0,0,0,0,0,0,0,10215,0
13004,0,0,0,0,0,0,0,0,13004,0
7988,0,0,0,0,0,0,0,0,7988,0
8511,3751,0,0,0,0,0,0,0,12262,0
6068,1855,0,0,0,0,0,0,0,7923,0
6325,3364,0,0,0,0,0,0,0,9689,0
7222,1712,0,0,0,0,0,0,0,8934,0
8249,2634,0,0,0,0,0,0,0,10883,0
8194,2723,0,0,0,0,0,0,0,10917,0
9450,0,0,0,0,0,0,0,0,9450,0
9940,798,0,0,0,0,0,0,0,10738,0
7134,3182,0,0,0,0,0,0,0,10316,0
8446,1769,0,0,0,0,0,0,0,10215,0
11758,0,0,0,0,0,0,0,0,11758,0
13875,0,0,0,0,0,0,0,0,13875,0
13967,0,0,0,0,0,0,0,0,13967,0
11929,0,0,0,0,0,0,0,0,11929,0
9304,0,0,0,0,0,0,0,0,9304,0
7705,2406,0,0,0,0,0,0,0,10111,0
8649,2990,0,0,0,0,0,0,0,11639,0
10955,0,0,0,0,0,0,0,0,10955,0
6839,2313,0,0,0,0,0,0,0,9152,0
7891,1013,0,0,0,0,0,0,0,8904,0
9988,0,0,0,0,0,0,0,0,9988,0
12123,0,0,0,0,0,0,0,0,12123,0
9248,0,0,0,0,0,0,0,0,9248,0
6470,3139,0,0,0,0,0,0,0,9609,0
10414,0,0,0,0,0,0,0,0,10414,0
6576,2153,0,0,0,0,0,0,0,8729,0
8000,2807,0,0,0,0,0,0,0,10807,0
8724,0,0,0,0,0,0,0,0,8724,0
9073,814,0,0,0,0,0,0,0,9887,0
11414,0,0,0,0,0,0,0,0,11414,0
7838,1927,0,0,0,0,0,0,0,9765,0
6236,3468,0,0,0,0,0,0,0,9704,0
6225,2551,0,0,0,0,0,0,0,8776,0
12213,0,0,0,0,0,0,0,0,12213,0
7697,2488,0,0,0,0,0,0,0,10185,0
9009,721,0,0,0,0,0,0,0,9730,0
7884,1607,0,0,0,0,0,0,0,9491,0
6681,3272,0,0,0,0,0,0,0,9953,0
6649,3684,0,0,0,0,0,0,0,10333,0
10152,0,0,0,0,0,0,0,0,10152,0
7782,2779,0,0,0,0,0,0,0,10561,0
11971,0,0,0,0,0,0,0,0,11971,0
8034,980,0,0,0,0,0,0,0,9014,0
6822,0,0,0,0,0,0,0,0,6822,0
7934,4257,0,0,0,0,0,0,0,12191,0
10216,0,0,0,0,0,0,0,0,10216,0
7633,3095,0,0,0,0,0,0,0,10728,0
11840,0,0,0,0,0,0,0,0,11840,0
8322,1881,0,0,0,0,0,0,0,10203,0
7477,3167,0,0,0,0,0,0,0,10644,0
7588,0,0,0,0,0,0,0,0,7588,0
6758,2251,0,0,0,0,0,0,0,9009,0
9726,0,0,0,0,0,0,0,0,9726,0
9294,1889,0,0,0,0,0,0,0,11183,0
10751,0,0,0,0,0,0,0,0,10751,0
9068,1556,0,0,0,0,0,0,0,10624,0
11956,0,0,0,0,0,0,0,0,11956,0
12217,0,0,0,0,0,0,0,0,12217,0
8295,721,0,0,0,0,0,0,0,9016,0
7612,0,0,0,0,0,0,0,0,7612,0
7315,0,0,0,0,0,0,0,0,7315,0
3890,1608,0,0,0,0,0,0,0,5498,0
8095,1963,0,0,0,0,0,0,0,10058,0
7062,3652,0,0,0,0,0,0,0,10714,0
7199,0,0,0,0,0,0,0,0,7199,0
8921,884,0,0,0,0,0,0,0,9805,0
10788,0,0,0,0,0,0,0,0,10788,0
8038,0,0,0,0,0,0,0,0,8038,0
11922,0,0,0,0,0,0,0,0,11922,0
6915,0,0,0,0,0,0,0,0,6915,0
6962,1595,0,0,0,0,0,0,0,8557,0
11019,0,0,0,0,0,0,0,0,11019,0
14177,0,0,0,0,0,0,0,0,14177,0
8501,0,0,0,0,0,0,0,0,8501,0
6408,2067,0,0,0,0,0,0,0,8475,0
7933,3493,0,0,0,0,0,0,0,11426,0
12853,0,0,0,0,0,0,0,0,12853,0
11020,0,0,0,0,0,0,0,0,11020,0
7020,0,0,0,0,0,0,0,0,7020,0
8953,890,0,0,0,0,0,0,0,9843,0
10217,0,0,0,0,0,0,0,0,10217,0
6705,1545,0,0,0,0,0,0,0,8250,0
7844,1782,0,0,0,0,0,0,0,9626,0
8891,0,0,0,0,0,0,0,0,8891,0
11674,0,0,0,0,0,0,0,0,11674,0
8329,0,0,0,0,0,0,0,0,8329,0
6403,1900,0,0,0,0,0,0,0,8303,0
6035,0,0,0,0,0,0,0,0,6035,0
8735,1974,0,0,0,0,0,0,0,10709,0
7201,2075,0,0,0,0,0,0,0,9276,0
11503,0,0,0,0,0,0,0,0,11503,0
7107,1607,0,0,0,0,0,0,0,8714,0
11186,0,0,0,0,0,0,0,0,11186,0
9754,0,0,0,0,0,0,0,0,9754,0
9752,0,0,0,0,0,0,0,0,9752,0
8308,2745,0,0,0,0,0,0,0,11053,0
11057,0,0,0,0,0,0,0,0,11057,0
11003,0,0,0,0,0,0,0,0,11003,0
7370,0,0,0,0,0,0,0,0,7370,0
8175,2386,0,0,0,0,0,0,0,10561,0
6887,0,0,0,0,0,0,0,0,6887,0
12136,0,0,0,0,0,0,0,0,12136,0
9049,0,0,0,0,0,0,0,0,9049,0
9831,0,0,0,0,0,0,0,0,9831,0
9482,0,0,0,0,0,0,0,0,9482,0
7047,0,0,0,0,0,0,0,0,7047,0
7185,2199,0,0,0,0,0,0,0,9384,0
8116,769,0,0,0,0,0,0,0,8885,0
7915,2513,0,0,0,0,0,0,0,10428,0
7796,525,0,0,0,0,0,0,0,8321,0
5400,0,0,0,0,0,0,0,0,5400,0
11221,0,0,0,0,0,0,0,0,11221,0
7490,0,0,0,0,0,0,0,0,7490,0
11416,0,0,0,0,0,0,0,0,11416,0
9123,0,0,0,0,0,0,0,0,9123,0
12343,0,0,0,0,0,0,0,0,12343,0
12264,0,0,0,0,0,0,0,0,12264,0
9231,0,0,0,0,0,0,0,0,9231,0
9021,0,0,0,0,0,0,0,0,9021,0
11682,0,0,0,0,0,0,0,0,11682,0
10064,0,0,0,0,0,0,0,0,10064,0
7387,0,0,0,0,0,0,0,0,7387,0
9716,0,0,0,0,0,0,0,0,9716,0
6325,1742,0,0,0,0,0,0,0,8067,0
8134,0,0,0,0,0,0,0,0,8134,0
10195,0,0,0,0,0,0,0,0,10195,0
10392,0,0,0,0,0,0,0,0,10392,0
7026,0,0,0,0,0,0,0,0,7026,0
9150,0,0,0,0,0,0,0,0,9150,0
8528,786,0,0,0,0,0,0,0,9314,0
7753,2866,0,0,0,0,0,0,0,10619,0
7870,0,0,0,0,0,0,0,0,7870,0
7866,0,0,0,0,0,0,0,0,7866,0
10131,0,0,0,0,0,0,0,0,10131,0
8361,1290,0,0,0,0,0,0,0,9651,0
7356,2259,0,0,0,0,0,0,0,9615,0
10304,0,0,0,0,0,0,0,0,10304,0
11899,0,0,0,0,0,0,0,0,11899,0
8192,2194,0,0,0,0,0,0,0,10386,0
6449,1591,0,0,0,0,0,0,0,8040,0
7110,1431,0,0,0,0,0,0,0,8541,0
7202,1599,0,0,0,0,0,0,0,8801,0
6466,0,0,0,0,0,0,0,0,6466,0
12204,0,0,0,0,0,0,0,0,12204,0
13033,0,0,0,0,0,0,0,0,13033,0
8078,1206,0,0,0,0,0,0,0,9284,0
13324,0,0,0,0,0,0,0,0,13324,0
10310,0,0,0,0,0,0,0,0,10310,0
6693,0,0,0,0,0,0,0,0,6693,0
11959,0,0,0,0,0,0,0,0,11959,0
8796,0,0,0,0,0,0,0,0,8796,0
7573,0,0,0,0,0,0,0,0,7573,0
7096,717,0,0,0,0,0,0,0,7813,0
11744,0,0,0,0,0,0,0,0,11744,0
12505,0,0,0,0,0,0,0,0,12505,0
6321,1612,0,0,0,0,0,0,0,7933,0
10318,0,0,0,0,0,0,0,0,10318,0
8393,0,0,0,0,0,0,0,0,8393,0
4808,179,0,0,0,0,0,0,0,4987,0
9659,0,0,0,0,0,0,0,0,9659,0
8733,0,0,0,0,0,0,0,0,8733,0
8028,0,0,0,0,0,0,0,0,8028,0
8252,768,0,0,0,0,0,0,0,9020,0
6842,1607,0,0,0,0,0,0,0,8449,0
9602,0,0,0,0,0,0,0,0,9602,0
8685,0,0,0,0,0,0,0,0,8685,0
7907,0,0,0,0,0,0,0,0,7907,0
10374,0,0,0,0,0,0,0,0,10374,0
8541,0,0,0,0,0,0,0,0,8541,0
7025,0,0,0,0,0,0,0,0,7025,0
7426,0,0,0,0,0,0,0,0,7426,0
8643,0,0,0,0,0,0,0,0,8643,0
7464,819,0,0,0,0,0,0,0,8283,0
6638,1050,0,0,0,0,0,0,0,7688,0
4534,1143,0,0,0,0,0,0,0,5677,0
7907,0,0,0,0,0,0,0,0,7907,0
8038,865,0,0,0,0,0,0,0,8903,0
9907,0,0,0,0,0,0,0,0,9907,0
8076,0,0,0,0,0,0,0,0,8076,0
8768,719,0,0,0,0,0,0,0,9487,0
6962,19,0,0,0,0,0,0,0,6981,0
7640,0,0,0,0,0,0,0,0,7640,0
7584,0,0,0,0,0,0,0,0,7584,0
11742,0,0,0,0,0,0,0,0,11742,0
8369,0,0,0,0,0,0,0,0,8369,0
7835,0,0,0,0,0,0,0,0,7835,0
6647,0,0,0,0,0,0,0,0,6647,0
7386,0,0,0,0,0,0,0,0,7386,0
12001,0,0,0,0,0,0,0,0,12001,0
8678,617,0,0,0,0,0,0,0,9295,0
11421,0,0,0,0,0,0,0,0,11421,0
8801,0,0,0,0,0,0,0,0,8801,0
8829,0,0,0,0,0,0,0,0,8829,0
11026,0,0,0,0,0,0,0,0,11026,0
10049,0,0,0,0,0,0,0,0,10049,0
10736,0,0,0,0,0,0,0,0,10736,0
8988,0,0,0,0,0,0,0,0,8988,0
7578,1349,0,0,0,0,0,0,0,8927,0
8273,0,0,0,0,0,0,0,0,8273,0
11202,0,0,0,0,0,0,0,0,11202,0
9514,0,0,0,0,0,0,0,0,9514,0
9512,0,0,0,0,0,0,0,0,9512,0
8115,1966,0,0,0,0,0,0,0,10081,0
9474,0,0,0,0,0,0,0,0,9474,0
8494,0,0,0,0,0,0,0,0,8494,0
6973,0,0,0,0,0,0,0,0,6973,0
6833,826,0,0,0,0,0,0,0,7659,0
9272,0,0,0,0,0,0,0,0,9272,0
8105,0,0,0,0,0,0,0,0,8105,0
9762,0,0,0,0,0,0,0,0,9762,0
5292,0,0,0,0,0,0,0,0,5292,0
11714,0,0,0,0,0,0,0,0,11714,0
11818,0,0,0,0,0,0,0,0,11818,0
9345,0,0,0,0,0,0,0,0,9345,0
6424,985,0,0,0,0,0,0,0,7409,0
8066,0,0,0,0,0,0,0,0,8066,0
8025,0,0,0,0,0,0,0,0,8025,0
7807,1834,0,0,0,0,0,0,0,9641,0
2743,0,0,0,0,0,0,0,0,2743,0
8870,0,0,0,0,0,0,0,0,8870,0
12104,0,0,0,0,0,0,0,0,12104,0
9150,0,0,0,0,0,0,0,0,9150,0
10771,0,0,0,0,0,0,0,0,10771,0
7781,0,0,0,0,0,0,0,0,7781,0
9882,0,0,0,0,0,0,0,0,9882,0
10701,0,0,0,0,0,0,0,0,10701,0
7770,23,0,0,0,0,0,0,0,7793,0
9725,0,0,0,0,0,0,0,0,9725,0
7319,0,0,0,0,0,0,0,0,7319,0
6932,1511,0,0,0,0,0,0,0,8443,0
13486,0,0,0,0,0,0,0,0,13486,0
7416,0,0,0,0,0,0,0,0,7416,0
3040,0,0,0,0,0,0,0,0,3040,0
8292,0,0,0,0,0,0,0,0,8292,0
6643,0,0,0,0,0,0,0,0,6643,0
10587,0,0,0,0,0,0,0,0,10587,0
9515,0,0,0,0,0,0,0,0,9515,0
10494,0,0,0,0,0,0,0,0,10494,0
13337,0,0,0,0,0,0,0,0,13337,0
8656,0,0,0,0,0,0,0,0,8656,0
8599,1677,0,0,0,0,0,0,0,10276,0
7376,0,0,0,0,0,0,0,0,7376,0
12013,0,0,0,0,0,0,0,0,12013,0
10444,0,0,0,0,0,0,0,0,10444,0
8472,0,0,0,0,0,0,0,0,8472,0
7967,775,0,0,0,0,0,0,0,8742,0
7659,0,0,0,0,0,0,0,0,7659,0
10920,0,0,0,0,0,0,0,0,10920,0
6900,1074,0,0,0,0,0,0,0,7974,0
10761,0,0,0,0,0,0,0,0,10761,0
10078,0,0,0,0,0,0,0,0,10078,0
10191,0,0,0,0,0,0,0,0,10191,0
7314,773,0,0,0,0,0,0,0,8087,0
10830,0,0,0,0,0,0,0,0,10830,0
9573,0,0,0,0,0,0,0,0,9573,0
8155,920,0,0,0,0,0,0,0,9075,0
7840,0,0,0,0,0,0,0,0,7840,0
12215,0,0,0,0,0,0,0,0,12215,0
11534,0,0,0,0,0,0,0,0,11534,0
7469,0,0,0,0,0,0,0,0,7469,0
8555,0,0,0,0,0,0,0,0,8555,0
5888,0,0,0,0,0,0,0,0,5888,0
7814,1526,0,0,0,0,0,0,0,9340,0
10732,0,0,0,0,0,0,0,0,10732,0
9158,0,0,0,0,0,0,0,0,9158,0
8812,0,0,0,0,0,0,0,0,8812,0
10909,0,0,0,0,0,0,0,0,10909,0
10755,0,0,0,0,0,0,0,0,10755,0
9982,0,0,0,0,0,0,0,0,9982,0
8676,0,0,0,0,0,0,0,0,8676,0
9643,0,0,0,0,0,0,0,0,9643,0
8288,0,0,0,0,0,0,0,0,8288,0
9096,0,0,0,0,0,0,0,0,9096,0
9621,0,0,0,0,0,0,0,0,9621,0
11079,0,0,0,0,0,0,0,0,11079,0
7349,509,0,0,0,0,0,0,0,7858,0
9442,0,0,0,0,0,0,0,0,9442,0
11079,0,0,0,0,0,0,0,0,11079,0
6158,1866,0,0,0,0,0,0,0,8024,0
2858,0,0,0,0,0,0,0,0,2858,0
7316,1286,0,0,0,0,0,0,0,8602,0
10224,0,0,0,0,0,0,0,0,10224,0
9238,0,0,0,0,0,0,0,0,9238,0
11984,0,0,0,0,0,0,0,0,11984,0
