Cow,ID_Cow_Bracelet_Podometer,Patio,Gynecological_Status,Birth_Date,Daily_Production,Average_Daily_Production_Days,Average_Daily_Production_Percentage,Lactation_Number,Milk_Days,Days_After_Heat,Insemination,Days_After_Insemination,Pregnacy_Days,Inseminator_Name,Bull_Name,Number_of_Abortions,Insemination_Date,Production_Peak,Previous_Lactation_Production,Actual_Lactation_Production
10078,8046,19,Insemination,1/14/2022,49.9,50.5,-1,2,82,27,1,27,0,DAVID-MANUEL,MUSTSEE,0,3/10/2022,0,8199,3681
10080,7924,18,Pregnacy,12/23/2021,49,49.1,0,2,104,48,1,48,48,CARLOS-JEHU,MUSTSEE,0,2/17/2022,0,7469,4529
10081,7248,20,Insemination,2/5/2022,39.4,42.7,-8,2,60,5,1,5,0,DAVID-ADAN,FALCO,0,4/1/2022,0,7202,2206
10083,14,20,Heat,2/14/2022,0,0,0,2,51,21,0,0,0,0,0,0,0,0,10584,859
10084,110,20,Heat,2/15/2022,40.3,35.2,14,2,50,20,0,0,0,0,0,0,0,0,6628,1880
10085,7669,17,Insemination,12/7/2021,36.2,31.6,14,2,120,8,3,8,0,CARLOS-JEHU,SCORPIO,0,3/29/2022,0,6220,4123
10086,7950,18,Pregnacy,12/20/2021,46.8,47,0,2,107,55,1,55,55,CARLOS-JEHU,MUSTSEE,0,2/10/2022,0,7197,4593
10089,6427,19,Insemination,1/19/2022,48,45.9,5,2,77,26,1,26,0,DAVID-MANUEL,FASTDRAW,0,3/11/2022,0,9053,2816
10090,6351,19,Insemination,1/7/2022,42.4,45.5,-7,2,89,33,1,33,0,CARLOS-JEHU,KEYNOTE,0,3/4/2022,0,6795,3410
10092,7951,18,Pregnacy,12/21/2021,51.2,50,2,2,106,48,1,48,48,CARLOS-JEHU,MUSTSEE,0,2/17/2022,0,8692,4842
10093,5682,14,Pregnacy,1/22/2021,33.6,28.6,18,1,439,123,3,123,123,CARLOS-URIEL,MARADONA,0,12/4/2021,39.5,0,13462
10095,0,17,Pregnacy,12/11/2021,0,0,0,2,116,51,1,51,51,MIGUEL-JAIME,MARADONA,0,2/14/2022,0,8557,0
