,id,lactation_1,lactation_2,lactation_3,lactation_4,lactation_5,lactation_6,lactation_7,lactation_8,lactation_9,total_production_1,total_production_2,total_production_3,total_production_4,total_production_5,total_production_6,total_production_7,total_production_8,total_production_9,milk_days_1,milk_days_2,milk_days_3,milk_days_4,milk_days_5,milk_days_6,milk_days_7,milk_days_8,milk_days_9,abortos_Lac_1,abortos_lac_2,abortos_lac_3,abortos_lac_4,abortos_lac_5,abortos_lac_6,abortos_lac_7,abortos_lac_8,abortos_lac_9
1014,7076,1,1,1,1,0,0,0,0,0,11811,14442,12863,10016,0,0,0,0,0,403,465,371,291,0,0,0,0,0,2,1,1,0,-1,-1,-1,-1,-1
1015,7088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1016,7094,1,1,1,0,0,0,0,0,0,8239,10779,10515,0,0,0,0,0,0,275,328,249,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1017,7097,1,1,1,0,0,0,0,0,0,10264,15555,0,0,0,0,0,0,0,293,432,13,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1018,7099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
1019,7100,1,1,1,1,1,0,0,0,0,9769,13033,10926,12719,6273,0,0,0,0,349,329,285,355,134,0,0,0,0,0,1,0,0,0,-1,-1,-1,-1
1020,7101,1,1,1,0,0,0,0,0,0,8136,7779,9089,0,0,0,0,0,0,308,272,275,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1021,7104,1,1,1,0,0,0,0,0,0,10225,7955,7715,0,0,0,0,0,0,320,281,220,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1
1022,7105,1,1,1,0,0,0,0,0,0,11990,9208,9907,0,0,0,0,0,0,356,260,228,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1023,7107,1,1,1,1,1,0,0,0,0,13840,13430,11190,13107,12128,0,0,0,0,518,418,290,436,346,0,0,0,0,1,1,0,1,0,-1,-1,-1,-1
1024,7108,1,1,0,0,0,0,0,0,0,12060,16539,0,0,0,0,0,0,0,342,484,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1
1025,7110,1,1,1,1,1,0,0,0,0,10170,9525,10440,9002,5813,0,0,0,0,333,280,320,297,179,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
1026,7112,1,1,1,1,1,0,0,0,0,9952,10877,13064,12670,8900,0,0,0,0,319,295,305,320,169,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
1027,7116,1,1,1,1,1,0,0,0,0,8725,9508,11125,10393,10456,0,0,0,0,305,275,284,306,267,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
1028,7121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1029,7129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1
1030,7131,1,1,1,0,0,0,0,0,0,13136,9424,5946,0,0,0,0,0,0,433,276,131,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1
1031,7134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1032,7139,1,1,1,1,0,0,0,0,0,12132,11629,12016,6640,0,0,0,0,0,335,309,321,136,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1
1033,7140,1,1,1,1,0,0,0,0,0,7906,13915,10204,3798,0,0,0,0,0,282,444,288,79,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
1034,7141,1,1,1,1,0,0,0,0,0,8269,9135,12854,7587,0,0,0,0,0,272,288,400,159,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1
1035,7144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
1036,7147,1,1,1,1,0,0,0,0,0,8041,8843,10191,7257,0,0,0,0,0,269,288,347,170,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
1037,7151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
1038,7155,1,1,0,0,0,0,0,0,0,15185,13547,0,0,0,0,0,0,0,515,353,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1
1039,7158,1,1,1,0,0,0,0,0,0,10317,7774,9378,0,0,0,0,0,0,334,299,229,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1040,7159,1,1,1,0,0,0,0,0,0,6857,14196,9915,0,0,0,0,0,0,270,565,287,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1
1041,7160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1042,7164,1,1,0,0,0,0,0,0,0,16396,15255,0,0,0,0,0,0,0,518,377,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1
1043,7166,1,1,1,0,0,0,0,0,0,9190,11520,7908,0,0,0,0,0,0,325,358,161,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1
1044,7167,1,1,1,0,0,0,0,0,0,18572,12062,9847,0,0,0,0,0,0,574,286,251,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1
1045,7168,1,1,1,0,0,0,0,0,0,8551,10070,8222,0,0,0,0,0,0,291,332,185,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1046,7172,1,1,1,0,0,0,0,0,0,12712,12662,5864,0,0,0,0,0,0,445,415,221,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1
1047,7173,1,1,1,1,0,0,0,0,0,7615,9183,12048,1861,0,0,0,0,0,269,290,383,49,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
1048,7174,1,1,1,1,0,0,0,0,0,7386,8583,10981,4642,0,0,0,0,0,269,276,362,101,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
1049,7176,1,1,1,0,0,0,0,0,0,8831,8550,7457,0,0,0,0,0,0,332,264,218,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1050,7179,1,1,1,0,0,0,0,0,0,10704,8462,10812,0,0,0,0,0,0,323,306,232,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1051,7181,1,1,1,0,0,0,0,0,0,9747,11431,9066,0,0,0,0,0,0,295,320,215,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1052,7187,1,1,1,0,0,0,0,0,0,10640,9335,7377,0,0,0,0,0,0,344,278,172,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1
1053,7190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1
1054,7191,1,1,0,0,0,0,0,0,0,16719,12012,0,0,0,0,0,0,0,600,302,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
1055,7194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
1056,7196,1,1,1,0,0,0,0,0,0,9883,11933,5737,0,0,0,0,0,0,302,359,115,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1057,7198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1
1058,7199,1,1,0,0,0,0,0,0,0,15274,16835,0,0,0,0,0,0,0,415,477,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
1059,7201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1060,7204,1,1,0,0,0,0,0,0,0,19362,13333,0,0,0,0,0,0,0,609,303,0,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,-1,-1
1061,7205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1
1062,7206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1
1063,7212,1,1,1,0,0,0,0,0,0,8716,14545,656,0,0,0,0,0,0,291,518,29,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1
1064,7214,1,1,1,0,0,0,0,0,0,8744,10486,11262,0,0,0,0,0,0,319,288,297,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1065,7217,1,1,1,0,0,0,0,0,0,8527,8724,8643,0,0,0,0,0,0,300,286,247,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1
1066,7223,1,1,1,0,0,0,0,0,0,9714,14706,2294,0,0,0,0,0,0,287,449,48,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1
1067,7224,1,1,1,0,0,0,0,0,0,13284,9360,2360,0,0,0,0,0,0,513,270,53,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1068,7225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1069,7226,1,1,1,0,0,0,0,0,0,8819,13955,3769,0,0,0,0,0,0,296,447,77,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1
1070,7232,1,1,1,0,0,0,0,0,0,8342,9180,8983,0,0,0,0,0,0,282,275,275,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1071,7235,1,1,1,0,0,0,0,0,0,8805,9267,3590,0,0,0,0,0,0,310,343,89,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1072,7245,1,1,1,0,0,0,0,0,0,7708,4948,6580,0,0,0,0,0,0,298,298,159,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1073,7251,1,1,0,0,0,0,0,0,0,17829,8879,0,0,0,0,0,0,0,603,201,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1
1074,7252,1,1,0,0,0,0,0,0,0,13800,11531,0,0,0,0,0,0,0,493,394,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
1075,7253,1,1,1,0,0,0,0,0,0,9571,9646,4511,0,0,0,0,0,0,322,279,216,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1076,7255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1077,7258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1078,7262,1,1,1,0,0,0,0,0,0,7742,8934,6597,0,0,0,0,0,0,276,276,298,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1079,7265,1,1,1,0,0,0,0,0,0,11655,8767,2918,0,0,0,0,0,0,434,274,69,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1
1080,7266,1,1,1,0,0,0,0,0,0,8480,9609,8367,0,0,0,0,0,0,304,298,221,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1081,7267,1,1,1,0,0,0,0,0,0,10715,9729,7756,0,0,0,0,0,0,327,282,218,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1082,7271,1,1,1,0,0,0,0,0,0,8303,8672,6442,0,0,0,0,0,0,281,269,227,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1083,7275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1084,7277,1,1,1,0,0,0,0,0,0,9003,11385,9258,0,0,0,0,0,0,315,348,185,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1085,7278,1,1,1,0,0,0,0,0,0,7305,7730,7196,0,0,0,0,0,0,279,328,226,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1086,7280,1,1,1,0,0,0,0,0,0,9465,9416,10765,0,0,0,0,0,0,285,299,262,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1087,7281,1,1,0,0,0,0,0,0,0,16882,12743,0,0,0,0,0,0,0,518,270,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1
1088,7282,1,1,1,0,0,0,0,0,0,8101,10411,6000,0,0,0,0,0,0,271,354,203,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1089,7283,1,1,1,0,0,0,0,0,0,8722,10543,8724,0,0,0,0,0,0,316,339,200,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1090,7284,1,1,1,0,0,0,0,0,0,9261,12506,6381,0,0,0,0,0,0,295,429,135,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1
1091,7285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1092,7286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1093,7288,1,1,1,0,0,0,0,0,0,8671,10039,8480,0,0,0,0,0,0,288,306,189,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1094,7289,1,1,0,0,0,0,0,0,0,13433,10601,0,0,0,0,0,0,0,523,348,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1
1095,7290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1
1096,7292,1,1,1,0,0,0,0,0,0,16648,8678,4952,0,0,0,0,0,0,514,274,102,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1
1097,7298,1,1,1,0,0,0,0,0,0,9611,10477,9984,0,0,0,0,0,0,311,291,238,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1098,7308,1,1,0,0,0,0,0,0,0,11749,14657,0,0,0,0,0,0,0,400,480,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1
1099,7311,1,1,1,0,0,0,0,0,0,9358,8724,12008,0,0,0,0,0,0,274,311,309,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1100,7312,1,1,1,0,0,0,0,0,0,8184,8352,11466,0,0,0,0,0,0,284,274,302,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1101,7314,1,1,1,0,0,0,0,0,0,12521,12008,3403,0,0,0,0,0,0,407,355,69,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1
1102,7320,1,1,1,0,0,0,0,0,0,8536,8624,9018,0,0,0,0,0,0,284,269,248,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1103,7321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1104,7322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1105,7332,1,1,1,0,0,0,0,0,0,11436,12375,2574,0,0,0,0,0,0,356,430,52,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1
1106,7333,1,1,1,0,0,0,0,0,0,9061,11089,6993,0,0,0,0,0,0,308,367,159,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1107,7335,1,1,0,0,0,0,0,0,0,13131,12620,0,0,0,0,0,0,0,482,409,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
1108,7338,1,1,1,0,0,0,0,0,0,9370,10410,7296,0,0,0,0,0,0,304,279,219,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1109,7342,1,1,1,0,0,0,0,0,0,10647,10190,8567,0,0,0,0,0,0,327,327,162,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1110,7345,1,1,1,0,0,0,0,0,0,12073,7982,3956,0,0,0,0,0,0,484,263,88,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1
1111,7349,1,1,0,0,0,0,0,0,0,18149,7343,0,0,0,0,0,0,0,675,183,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1
1112,7350,1,1,1,0,0,0,0,0,0,13548,10333,7779,0,0,0,0,0,0,394,278,170,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1
1113,7352,1,1,1,0,0,0,0,0,0,9455,6946,6271,0,0,0,0,0,0,352,258,215,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1114,7353,1,1,1,0,0,0,0,0,0,10818,9256,7978,0,0,0,0,0,0,352,310,169,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1115,7355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1116,7356,1,1,1,0,0,0,0,0,0,8360,9300,9167,0,0,0,0,0,0,293,273,233,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1117,7357,1,1,0,0,0,0,0,0,0,15190,10800,0,0,0,0,0,0,0,448,283,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1118,7359,1,1,0,0,0,0,0,0,0,18609,6145,0,0,0,0,0,0,0,580,320,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
1119,7367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1120,7369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1121,7370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1122,7373,1,1,1,0,0,0,0,0,0,10273,7857,8640,0,0,0,0,0,0,306,293,217,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1
1123,7375,1,1,1,0,0,0,0,0,0,9365,8756,9722,0,0,0,0,0,0,301,285,243,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1124,7377,1,1,1,0,0,0,0,0,0,11587,9879,6521,0,0,0,0,0,0,343,271,127,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1125,7378,1,1,1,0,0,0,0,0,0,8742,8753,7346,0,0,0,0,0,0,305,289,188,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1126,7381,1,1,1,0,0,0,0,0,0,8294,9052,7026,0,0,0,0,0,0,279,303,156,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1127,7382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
1128,7386,1,1,1,0,0,0,0,0,0,9203,8846,10216,0,0,0,0,0,0,288,317,254,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1129,7389,1,1,1,0,0,0,0,0,0,12403,10507,5681,0,0,0,0,0,0,330,280,139,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1
1130,7392,1,1,1,0,0,0,0,0,0,8949,8706,7172,0,0,0,0,0,0,357,289,181,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1
1131,7394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1132,7395,1,1,1,0,0,0,0,0,0,9176,10543,7271,0,0,0,0,0,0,304,337,146,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1133,7399,1,1,1,0,0,0,0,0,0,11320,10447,7035,0,0,0,0,0,0,432,305,149,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1134,7401,1,1,0,0,0,0,0,0,0,12740,13302,0,0,0,0,0,0,0,521,355,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
1135,7403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1136,7405,1,1,1,0,0,0,0,0,0,7313,12734,8514,0,0,0,0,0,0,287,357,151,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1137,7406,1,1,0,0,0,0,0,0,0,14649,9619,0,0,0,0,0,0,0,572,262,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
1138,7408,1,1,1,0,0,0,0,0,0,10621,10761,9690,0,0,0,0,0,0,304,313,197,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1139,7409,1,1,1,0,0,0,0,0,0,8748,8667,8946,0,0,0,0,0,0,289,263,255,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1140,7414,1,1,1,0,0,0,0,0,0,8596,6490,10427,0,0,0,0,0,0,269,280,268,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1141,7416,1,1,1,0,0,0,0,0,0,10183,9776,8175,0,0,0,0,0,0,332,272,203,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1142,7417,1,1,1,0,0,0,0,0,0,7196,7783,6170,0,0,0,0,0,0,290,290,173,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1143,7423,1,1,0,0,0,0,0,0,0,15246,10611,0,0,0,0,0,0,0,539,239,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
1144,7424,1,1,0,0,0,0,0,0,0,16213,14862,0,0,0,0,0,0,0,458,383,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
1145,7425,1,1,1,0,0,0,0,0,0,7766,7081,5459,0,0,0,0,0,0,340,297,158,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1146,7427,1,1,1,0,0,0,0,0,0,8225,9709,7626,0,0,0,0,0,0,289,315,214,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1147,7429,1,1,1,0,0,0,0,0,0,8520,9277,7923,0,0,0,0,0,0,315,329,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1148,7441,1,1,1,0,0,0,0,0,0,10023,11337,10410,0,0,0,0,0,0,284,307,225,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1149,7444,1,1,1,0,0,0,0,0,0,8867,10265,6192,0,0,0,0,0,0,289,403,132,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1150,7446,1,1,1,0,0,0,0,0,0,8761,8120,6364,0,0,0,0,0,0,311,292,217,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1151,7448,1,1,1,0,0,0,0,0,0,8248,9430,5616,0,0,0,0,0,0,290,369,135,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1152,7449,1,1,1,0,0,0,0,0,0,7030,8200,4926,0,0,0,0,0,0,269,318,224,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1153,7454,1,1,1,0,0,0,0,0,0,7820,9018,9979,0,0,0,0,0,0,267,282,257,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1154,7461,1,1,0,0,0,0,0,0,0,10058,11024,0,0,0,0,0,0,0,318,407,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
1155,7464,1,1,1,0,0,0,0,0,0,9561,13017,5950,0,0,0,0,0,0,319,360,114,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1156,7476,1,1,0,0,0,0,0,0,0,12735,13147,0,0,0,0,0,0,0,442,449,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
1157,7487,1,1,1,0,0,0,0,0,0,10381,12578,2469,0,0,0,0,0,0,304,419,80,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1
1158,7494,1,1,1,0,0,0,0,0,0,6457,7599,8225,0,0,0,0,0,0,283,302,245,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1159,7495,1,1,0,0,0,0,0,0,0,13427,10196,0,0,0,0,0,0,0,468,290,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1
1160,7496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1161,7501,1,1,1,0,0,0,0,0,0,7205,8134,8715,0,0,0,0,0,0,279,300,235,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1162,7509,1,1,1,0,0,0,0,0,0,7633,7204,8650,0,0,0,0,0,0,272,300,236,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1163,7514,1,1,0,0,0,0,0,0,0,16866,8918,0,0,0,0,0,0,0,581,210,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
1164,7521,1,1,1,0,0,0,0,0,0,9605,13989,7824,0,0,0,0,0,0,278,388,134,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1165,7524,1,1,1,0,0,0,0,0,0,9293,9533,10912,0,0,0,0,0,0,287,266,263,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1166,7526,1,1,1,0,0,0,0,0,0,8905,6505,9767,0,0,0,0,0,0,280,270,234,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1167,7527,1,1,1,0,0,0,0,0,0,8085,8350,10060,0,0,0,0,0,0,288,269,240,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1168,7528,1,1,0,0,0,0,0,0,0,9572,14078,0,0,0,0,0,0,0,286,493,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1
1169,7531,1,1,1,0,0,0,0,0,0,10372,8861,2930,0,0,0,0,0,0,386,279,73,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1170,7532,1,1,1,0,0,0,0,0,0,9402,8160,7281,0,0,0,0,0,0,328,290,204,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1171,7533,1,1,1,0,0,0,0,0,0,5838,7413,9282,0,0,0,0,0,0,287,263,258,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1172,7537,1,1,1,0,0,0,0,0,0,11568,11446,9083,0,0,0,0,0,0,322,284,195,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
