,id,lactation_1,lactation_2,lactation_3,lactation_4,lactation_5,lactation_6,lactation_7,lactation_8,lactation_9,total_production_1,total_production_2,total_production_3,total_production_4,total_production_5,total_production_6,total_production_7,total_production_8,total_production_9,milk_days_1,milk_days_2,milk_days_3,milk_days_4,milk_days_5,milk_days_6,milk_days_7,milk_days_8,milk_days_9,abortos_Lac_1,abortos_lac_2,abortos_lac_3,abortos_lac_4,abortos_lac_5,abortos_lac_6,abortos_lac_7,abortos_lac_8,abortos_lac_9
2244,10095,1,1,0,0,0,0,0,0,0,8416,0,0,0,0,0,0,0,0,269,157,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2245,10096,1,0,0,0,0,0,0,0,0,12442,0,0,0,0,0,0,0,0,474,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1
2246,10097,1,1,0,0,0,0,0,0,0,8761,4067,0,0,0,0,0,0,0,309,93,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2247,10098,1,1,0,0,0,0,0,0,0,7837,6001,0,0,0,0,0,0,0,297,136,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2248,10099,1,1,0,0,0,0,0,0,0,9550,5065,0,0,0,0,0,0,0,285,107,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2249,10101,1,0,0,0,0,0,0,0,0,13605,0,0,0,0,0,0,0,0,467,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1
2250,10104,1,0,0,0,0,0,0,0,0,16095,0,0,0,0,0,0,0,0,476,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1
2251,10105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2252,10106,1,1,0,0,0,0,0,0,0,8236,1156,0,0,0,0,0,0,0,303,39,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2253,10108,1,1,0,0,0,0,0,0,0,7038,3568,0,0,0,0,0,0,0,283,89,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2254,10114,1,1,0,0,0,0,0,0,0,5556,5842,0,0,0,0,0,0,0,261,161,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2255,10115,1,1,0,0,0,0,0,0,0,7863,5613,0,0,0,0,0,0,0,270,154,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2256,10118,1,1,0,0,0,0,0,0,0,5040,5600,0,0,0,0,0,0,0,290,142,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2257,10119,1,0,0,0,0,0,0,0,0,12362,0,0,0,0,0,0,0,0,453,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2258,10122,1,1,0,0,0,0,0,0,0,6912,4251,0,0,0,0,0,0,0,276,122,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2259,10124,1,1,0,0,0,0,0,0,0,8712,4620,0,0,0,0,0,0,0,281,102,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2260,10125,1,0,0,0,0,0,0,0,0,6515,0,0,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1
2261,10127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2262,10128,1,1,0,0,0,0,0,0,0,6927,5577,0,0,0,0,0,0,0,268,143,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2263,10130,1,1,0,0,0,0,0,0,0,7820,6655,0,0,0,0,0,0,0,281,146,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2264,10131,1,1,0,0,0,0,0,0,0,7221,1508,0,0,0,0,0,0,0,275,42,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2265,10133,1,0,0,0,0,0,0,0,0,13574,0,0,0,0,0,0,0,0,437,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2266,10134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2267,10135,1,1,0,0,0,0,0,0,0,7592,3753,0,0,0,0,0,0,0,278,98,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2268,10136,1,1,0,0,0,0,0,0,0,7733,6972,0,0,0,0,0,0,0,276,136,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2269,10137,1,1,0,0,0,0,0,0,0,8969,4929,0,0,0,0,0,0,0,312,115,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2270,10139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2271,10140,1,0,0,0,0,0,0,0,0,10053,0,0,0,0,0,0,0,0,391,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2272,10143,1,1,0,0,0,0,0,0,0,6820,5277,0,0,0,0,0,0,0,291,139,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2273,10144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1
2274,10145,1,1,0,0,0,0,0,0,0,5966,5323,0,0,0,0,0,0,0,268,177,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2275,10146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2276,10147,1,1,0,0,0,0,0,0,0,6778,3344,0,0,0,0,0,0,0,292,115,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2277,10148,1,1,0,0,0,0,0,0,0,7403,5384,0,0,0,0,0,0,0,277,121,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2278,10151,1,0,0,0,0,0,0,0,0,10746,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2279,10152,1,1,0,0,0,0,0,0,0,6880,6915,0,0,0,0,0,0,0,265,175,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2280,10153,1,1,0,0,0,0,0,0,0,6792,5965,0,0,0,0,0,0,0,283,147,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2281,10155,1,1,0,0,0,0,0,0,0,8400,4858,0,0,0,0,0,0,0,305,129,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2282,10159,1,1,0,0,0,0,0,0,0,8164,2775,0,0,0,0,0,0,0,296,68,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2283,10160,1,1,0,0,0,0,0,0,0,7404,6427,0,0,0,0,0,0,0,269,152,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2284,10161,1,1,0,0,0,0,0,0,0,7602,5969,0,0,0,0,0,0,0,279,150,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2285,10165,1,0,0,0,0,0,0,0,0,14220,0,0,0,0,0,0,0,0,489,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1
2286,10166,1,1,0,0,0,0,0,0,0,8144,3287,0,0,0,0,0,0,0,320,90,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2287,10169,1,1,0,0,0,0,0,0,0,8694,4993,0,0,0,0,0,0,0,302,116,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2288,10170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2289,10172,1,1,0,0,0,0,0,0,0,7415,4278,0,0,0,0,0,0,0,272,120,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2290,10173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2291,10174,1,0,0,0,0,0,0,0,0,8167,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2292,10175,1,0,0,0,0,0,0,0,0,13100,0,0,0,0,0,0,0,0,406,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2293,10176,1,0,0,0,0,0,0,0,0,13087,0,0,0,0,0,0,0,0,469,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1
2294,10178,1,1,0,0,0,0,0,0,0,5066,6325,0,0,0,0,0,0,0,276,155,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2295,10179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2296,10180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2297,10182,1,1,0,0,0,0,0,0,0,7480,6066,0,0,0,0,0,0,0,279,131,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2298,10185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2299,10186,1,1,0,0,0,0,0,0,0,9711,3356,0,0,0,0,0,0,0,347,89,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2300,10188,1,1,0,0,0,0,0,0,0,7478,3871,0,0,0,0,0,0,0,299,106,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2301,10190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2302,10191,1,0,0,0,0,0,0,0,0,8042,0,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2303,10192,1,1,0,0,0,0,0,0,0,9408,3309,0,0,0,0,0,0,0,297,72,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2304,10200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2305,10202,1,1,0,0,0,0,0,0,0,8212,1907,0,0,0,0,0,0,0,299,48,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2306,10204,1,1,0,0,0,0,0,0,0,7505,5013,0,0,0,0,0,0,0,283,115,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2307,10207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2308,10209,1,0,0,0,0,0,0,0,0,8646,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1
2309,10216,1,1,0,0,0,0,0,0,0,7906,2436,0,0,0,0,0,0,0,267,63,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2310,10217,1,0,0,0,0,0,0,0,0,15189,0,0,0,0,0,0,0,0,470,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1
2311,10220,1,1,0,0,0,0,0,0,0,6201,4284,0,0,0,0,0,0,0,279,103,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2312,10221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2313,10226,1,1,0,0,0,0,0,0,0,8326,5617,0,0,0,0,0,0,0,292,116,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2314,10227,1,1,0,0,0,0,0,0,0,6984,4312,0,0,0,0,0,0,0,301,98,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2315,10228,1,1,0,0,0,0,0,0,0,7033,4755,0,0,0,0,0,0,0,280,136,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2316,10229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2317,10230,1,1,0,0,0,0,0,0,0,8066,4466,0,0,0,0,0,0,0,301,105,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2318,10234,1,1,0,0,0,0,0,0,0,7996,803,0,0,0,0,0,0,0,331,27,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2319,10236,1,0,0,0,0,0,0,0,0,14211,0,0,0,0,0,0,0,0,465,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1
2320,10238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2321,10239,1,0,0,0,0,0,0,0,0,8764,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2322,10240,1,0,0,0,0,0,0,0,0,11303,0,0,0,0,0,0,0,0,449,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1
2323,10243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2324,10245,1,1,0,0,0,0,0,0,0,7553,4747,0,0,0,0,0,0,0,285,129,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2325,10247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2326,10248,1,1,0,0,0,0,0,0,0,8592,3348,0,0,0,0,0,0,0,265,68,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2327,10249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2328,10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2329,10251,1,1,0,0,0,0,0,0,0,8997,0,0,0,0,0,0,0,0,340,5,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2330,10252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2331,10254,1,1,0,0,0,0,0,0,0,9454,6371,0,0,0,0,0,0,0,273,119,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2332,10255,1,0,0,0,0,0,0,0,0,9829,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2333,10257,1,1,0,0,0,0,0,0,0,8784,0,0,0,0,0,0,0,0,322,4,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2334,10258,1,1,0,0,0,0,0,0,0,7660,4856,0,0,0,0,0,0,0,277,114,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2335,10261,1,1,0,0,0,0,0,0,0,8410,2954,0,0,0,0,0,0,0,301,61,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2336,10262,1,1,0,0,0,0,0,0,0,8614,3234,0,0,0,0,0,0,0,306,70,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2337,10265,1,1,0,0,0,0,0,0,0,6895,3692,0,0,0,0,0,0,0,285,102,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2338,10267,1,0,0,0,0,0,0,0,0,8702,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2339,10270,1,1,0,0,0,0,0,0,0,8404,4778,0,0,0,0,0,0,0,294,104,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2340,10271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2341,10272,1,1,0,0,0,0,0,0,0,7727,2433,0,0,0,0,0,0,0,309,61,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2342,10274,1,1,0,0,0,0,0,0,0,7308,4368,0,0,0,0,0,0,0,273,95,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2343,10278,1,1,0,0,0,0,0,0,0,7992,4918,0,0,0,0,0,0,0,291,115,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2344,10280,1,0,0,0,0,0,0,0,0,6520,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2345,10282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2346,10284,1,0,0,0,0,0,0,0,0,12679,0,0,0,0,0,0,0,0,436,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1
2347,10285,1,1,0,0,0,0,0,0,0,8986,2304,0,0,0,0,0,0,0,283,59,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2348,10287,1,1,0,0,0,0,0,0,0,7969,5270,0,0,0,0,0,0,0,294,123,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2349,10289,1,1,0,0,0,0,0,0,0,8448,86,0,0,0,0,0,0,0,316,101,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2350,10291,1,1,0,0,0,0,0,0,0,7830,3770,0,0,0,0,0,0,0,298,95,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2351,10292,1,1,0,0,0,0,0,0,0,6619,3368,0,0,0,0,0,0,0,270,87,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2352,10294,1,0,0,0,0,0,0,0,0,11942,0,0,0,0,0,0,0,0,377,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2353,10296,1,1,0,0,0,0,0,0,0,7221,4729,0,0,0,0,0,0,0,271,119,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2354,10300,1,0,0,0,0,0,0,0,0,11341,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2355,10302,1,1,0,0,0,0,0,0,0,6091,1867,0,0,0,0,0,0,0,267,55,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2356,10303,1,0,0,0,0,0,0,0,0,10097,0,0,0,0,0,0,0,0,399,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1
2357,10305,1,1,0,0,0,0,0,0,0,8354,1612,0,0,0,0,0,0,0,324,45,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2358,10306,1,0,0,0,0,0,0,0,0,12263,0,0,0,0,0,0,0,0,391,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2359,10309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2360,10310,1,0,0,0,0,0,0,0,0,13238,0,0,0,0,0,0,0,0,434,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2361,10311,1,1,0,0,0,0,0,0,0,10452,0,0,0,0,0,0,0,0,378,13,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2362,10314,1,0,0,0,0,0,0,0,0,14743,0,0,0,0,0,0,0,0,439,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2363,10315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2364,10316,1,0,0,0,0,0,0,0,0,14429,0,0,0,0,0,0,0,0,439,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1
2365,10319,1,1,0,0,0,0,0,0,0,8117,4070,0,0,0,0,0,0,0,299,91,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2366,10323,1,0,0,0,0,0,0,0,0,8968,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2367,10324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2368,10325,1,1,0,0,0,0,0,0,0,5608,2038,0,0,0,0,0,0,0,297,48,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2369,10326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2370,10328,1,1,0,0,0,0,0,0,0,10545,0,0,0,0,0,0,0,0,352,3,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2371,10330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2372,10333,1,0,0,0,0,0,0,0,0,10130,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2373,10335,1,0,0,0,0,0,0,0,0,11444,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2374,10336,1,1,0,0,0,0,0,0,0,8579,0,0,0,0,0,0,0,0,310,6,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2375,10340,1,0,0,0,0,0,0,0,0,11068,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2376,10342,1,1,0,0,0,0,0,0,0,8132,4626,0,0,0,0,0,0,0,272,105,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2377,10344,1,0,0,0,0,0,0,0,0,9674,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2378,10346,1,1,0,0,0,0,0,0,0,7637,2723,0,0,0,0,0,0,0,285,68,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2379,10349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2380,10350,1,1,0,0,0,0,0,0,0,6846,4404,0,0,0,0,0,0,0,275,110,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2381,10352,1,0,0,0,0,0,0,0,0,12789,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2382,10353,1,0,0,0,0,0,0,0,0,12327,0,0,0,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2383,10355,1,1,0,0,0,0,0,0,0,9910,0,0,0,0,0,0,0,0,355,21,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2384,10359,1,0,0,0,0,0,0,0,0,10019,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1
2385,10360,1,0,0,0,0,0,0,0,0,13808,0,0,0,0,0,0,0,0,436,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1
2386,10363,1,0,0,0,0,0,0,0,0,11628,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1
2387,10364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2388,10365,1,0,0,0,0,0,0,0,0,5425,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2389,10366,1,1,0,0,0,0,0,0,0,7461,2603,0,0,0,0,0,0,0,298,60,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2390,10367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2391,10369,1,0,0,0,0,0,0,0,0,11980,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2392,10370,1,0,0,0,0,0,0,0,0,11788,0,0,0,0,0,0,0,0,407,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2393,10373,1,1,0,0,0,0,0,0,0,7910,2516,0,0,0,0,0,0,0,292,66,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2394,10376,1,0,0,0,0,0,0,0,0,10386,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2395,10379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2396,10380,1,1,0,0,0,0,0,0,0,5884,4901,0,0,0,0,0,0,0,261,115,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2397,10381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2398,10382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2399,10383,1,0,0,0,0,0,0,0,0,10566,0,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2400,10384,1,1,0,0,0,0,0,0,0,7702,0,0,0,0,0,0,0,0,269,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
2401,10385,1,1,0,0,0,0,0,0,0,5386,4545,0,0,0,0,0,0,0,274,114,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
