"vaca","estado","estado_ginecol","fecha_de_naci","lact_n","del","inseminacion_lac_1","inseminacion_lac_2","inseminacion_lac_3","inseminacion_lac_4","inseminacion_lac_5","inseminacion_lac_6","inseminacion_lac_7","inseminacion_lac_8","inseminacion_lac_9"
7373,"ordeno","inseminacion","11/9/2017",3,224,1,2,3,-1,-1,-1,-1,-1,-1
7375,"ordeno","prenez","11/9/2017",3,250,2,2,5,-1,-1,-1,-1,-1,-1
7377,"ordeno","inseminacion","11/9/2017",3,134,2,1,4,-1,-1,-1,-1,-1,-1
7378,"ordeno","prenez","11/9/2017",3,195,2,2,1,-1,-1,-1,-1,-1,-1
7381,"ordeno","prenez","11/10/2017",3,163,1,1,1,-1,-1,-1,-1,-1,-1
7382,"ordeno","prenez","11/10/2017",2,433,6,7,-1,-1,-1,-1,-1,-1,-1
7386,"ordeno","prenez","11/10/2017",3,261,1,2,3,-1,-1,-1,-1,-1,-1
7389,"ordeno","inseminacion","11/10/2017",3,146,1,1,3,-1,-1,-1,-1,-1,-1
7392,"ordeno","aborto","11/11/2017",3,188,3,2,1,-1,-1,-1,-1,-1,-1
7394,"ordeno","prenez","11/11/2017",3,268,1,2,3,-1,-1,-1,-1,-1,-1
7395,"ordeno","pd-inseminacion","11/11/2017",3,153,2,3,3,-1,-1,-1,-1,-1,-1
7399,"ordeno","inseminacion","11/13/2017",3,156,6,1,4,-1,-1,-1,-1,-1,-1
7401,"ordeno","prenez","11/13/2017",2,362,10,4,-1,-1,-1,-1,-1,-1,-1
7403,"ordeno","prenez","11/13/2017",3,207,1,1,2,-1,-1,-1,-1,-1,-1
7405,"ordeno","prenez","11/14/2017",3,158,2,4,2,-1,-1,-1,-1,-1,-1
7406,"ordeno","prenez","11/14/2017",2,269,11,3,-1,-1,-1,-1,-1,-1,-1
7408,"ordeno","prenez","11/14/2017",3,204,1,1,1,-1,-1,-1,-1,-1,-1
7409,"ordeno","prenez","11/14/2017",3,262,1,1,2,-1,-1,-1,-1,-1,-1
7414,"ordeno","prenez","11/15/2017",3,275,1,1,3,-1,-1,-1,-1,-1,-1
7416,"ordeno","prenez","11/15/2017",3,210,2,1,1,-1,-1,-1,-1,-1,-1
7417,"ordeno","prenez","11/15/2017",3,180,1,1,1,-1,-1,-1,-1,-1,-1
7423,"ordeno","prenez","11/16/2017",2,246,12,4,-1,-1,-1,-1,-1,-1,-1
7424,"ordeno","prenez","11/16/2017",2,390,7,5,-1,-1,-1,-1,-1,-1,-1
7425,"ordeno","prenez","11/16/2017",3,165,2,2,1,-1,-1,-1,-1,-1,-1
7427,"ordeno","prenez","11/16/2017",3,221,1,2,1,-1,-1,-1,-1,-1,-1
7429,"ordeno","prenez","11/16/2017",3,187,1,3,1,-1,-1,-1,-1,-1,-1
7441,"ordeno","prenez","11/18/2017",3,232,1,2,1,-1,-1,-1,-1,-1,-1
7444,"ordeno","inseminacion","11/19/2017",3,139,1,5,3,-1,-1,-1,-1,-1,-1
7446,"ordeno","prenez","11/19/2017",3,224,2,2,2,-1,-1,-1,-1,-1,-1
7448,"ordeno","prenez","11/19/2017",3,142,1,3,1,-1,-1,-1,-1,-1,-1
7449,"ordeno","prenez","11/20/2017",3,231,1,3,1,-1,-1,-1,-1,-1,-1
7454,"ordeno","prenez","11/20/2017",3,264,1,1,1,-1,-1,-1,-1,-1,-1
7461,"seca","prenez","11/21/2017",2,408,3,7,-1,-1,-1,-1,-1,-1,-1
7464,"ordeno","pd-inseminacion","11/22/2017",3,121,1,2,1,-1,-1,-1,-1,-1,-1
7476,"ordeno","prenez","11/24/2017",2,456,4,10,-1,-1,-1,-1,-1,-1,-1
7487,"ordeno","inseminacion","11/25/2017",3,87,2,4,1,-1,-1,-1,-1,-1,-1
7494,"ordeno","prenez","11/26/2017",3,252,1,2,1,-1,-1,-1,-1,-1,-1
7495,"ordeno","parto","11/26/2017",3,4,3,2,0,-1,-1,-1,-1,-1,-1
7496,"ordeno","inseminacion","11/26/2017",3,135,4,1,3,-1,-1,-1,-1,-1,-1
7501,"ordeno","prenez","11/27/2017",3,242,1,2,1,-1,-1,-1,-1,-1,-1
7509,"ordeno","prenez","11/28/2017",3,243,1,2,1,-1,-1,-1,-1,-1,-1
7514,"ordeno","prenez","11/28/2017",2,217,8,4,-1,-1,-1,-1,-1,-1,-1
7521,"ordeno","prenez","11/29/2017",3,141,1,5,2,-1,-1,-1,-1,-1,-1
7524,"ordeno","prenez","11/29/2017",3,270,1,1,5,-1,-1,-1,-1,-1,-1
7526,"ordeno","prenez","11/30/2017",3,241,1,1,1,-1,-1,-1,-1,-1,-1
7527,"ordeno","prenez","12/1/2017",3,247,1,1,1,-1,-1,-1,-1,-1,-1
7528,"seca","prenez","12/1/2017",2,494,1,7,-1,-1,-1,-1,-1,-1,-1
7531,"ordeno","inseminacion","12/1/2017",3,80,5,1,2,-1,-1,-1,-1,-1,-1
7532,"ordeno","prenez","12/1/2017",3,211,2,1,1,-1,-1,-1,-1,-1,-1
7533,"ordeno","prenez","12/1/2017",3,265,1,1,2,-1,-1,-1,-1,-1,-1
7537,"ordeno","celo","12/2/2017",3,202,2,1,5,-1,-1,-1,-1,-1,-1
7538,"ordeno","prenez","12/2/2017",3,212,1,2,1,-1,-1,-1,-1,-1,-1
7541,"ordeno","prenez","12/3/2017",3,129,1,1,1,-1,-1,-1,-1,-1,-1
7542,"ordeno","prenez","12/3/2017",3,245,1,1,2,-1,-1,-1,-1,-1,-1
7547,"ordeno","inseminacion","12/4/2017",3,97,7,1,1,-1,-1,-1,-1,-1,-1
7553,"ordeno","inseminacion","12/5/2017",3,64,4,1,1,-1,-1,-1,-1,-1,-1
7555,"ordeno","prenez","12/5/2017",3,223,1,1,1,-1,-1,-1,-1,-1,-1
7557,"ordeno","prenez","12/6/2017",3,224,1,2,1,-1,-1,-1,-1,-1,-1
7558,"ordeno","prenez","12/6/2017",3,205,2,1,1,-1,-1,-1,-1,-1,-1
7559,"ordeno","prenez","12/6/2017",2,241,12,3,-1,-1,-1,-1,-1,-1,-1
7563,"ordeno","prenez","12/7/2017",3,198,1,1,1,-1,-1,-1,-1,-1,-1
7564,"seca","prenez","12/7/2017",2,407,4,6,-1,-1,-1,-1,-1,-1,-1
7568,"ordeno","prenez","12/8/2017",3,251,1,1,1,-1,-1,-1,-1,-1,-1
7572,"ordeno","prenez","12/8/2017",3,244,2,1,1,-1,-1,-1,-1,-1,-1
7578,"ordeno","prenez","12/9/2017",3,223,1,1,3,-1,-1,-1,-1,-1,-1
7583,"ordeno","prenez","12/10/2017",2,317,5,5,-1,-1,-1,-1,-1,-1,-1
7589,"ordeno","prenez","12/11/2017",3,250,1,2,3,-1,-1,-1,-1,-1,-1
7592,"ordeno","prenez","12/11/2017",3,131,2,2,1,-1,-1,-1,-1,-1,-1
7595,"ordeno","inseminacion","12/13/2017",3,130,4,3,3,-1,-1,-1,-1,-1,-1
7597,"ordeno","inseminacion","12/14/2017",3,93,4,3,2,-1,-1,-1,-1,-1,-1
7599,"ordeno","prenez","12/14/2017",3,178,1,2,1,-1,-1,-1,-1,-1,-1
7606,"ordeno","prenez","12/16/2017",2,314,6,3,-1,-1,-1,-1,-1,-1,-1
7612,"ordeno","prenez","12/17/2017",3,192,1,1,1,-1,-1,-1,-1,-1,-1
7617,"ordeno","prenez","12/18/2017",3,207,1,2,1,-1,-1,-1,-1,-1,-1
7619,"ordeno","prenez","12/19/2017",3,173,1,1,2,-1,-1,-1,-1,-1,-1
7627,"ordeno","parto","12/21/2017",3,19,2,3,0,-1,-1,-1,-1,-1,-1
7628,"ordeno","inseminacion","12/21/2017",3,75,2,2,1,-1,-1,-1,-1,-1,-1
7638,"ordeno","inseminacion","12/23/2017",3,81,5,1,2,-1,-1,-1,-1,-1,-1
7639,"ordeno","prenez","12/23/2017",3,149,1,1,2,-1,-1,-1,-1,-1,-1
7645,"ordeno","prenez","12/23/2017",3,219,1,1,2,-1,-1,-1,-1,-1,-1
7647,"ordeno","prenez","12/23/2017",2,401,4,8,-1,-1,-1,-1,-1,-1,-1
7650,"ordeno","prenez","12/24/2017",3,107,1,3,1,-1,-1,-1,-1,-1,-1
7656,"ordeno","prenez","12/25/2017",2,225,3,3,-1,-1,-1,-1,-1,-1,-1
7657,"ordeno","pd-inseminacion","12/25/2017",3,175,2,1,2,-1,-1,-1,-1,-1,-1
7658,"ordeno","prenez","12/25/2017",2,341,7,5,-1,-1,-1,-1,-1,-1,-1
7663,"ordeno","prenez","12/26/2017",3,206,1,2,1,-1,-1,-1,-1,-1,-1
7666,"ordeno","inseminacion","12/27/2017",3,171,2,2,5,-1,-1,-1,-1,-1,-1
7668,"ordeno","inseminacion","12/27/2017",3,200,1,1,2,-1,-1,-1,-1,-1,-1
7684,"ordeno","prenez","12/29/2017",3,202,1,1,1,-1,-1,-1,-1,-1,-1
7690,"ordeno","prenez","12/30/2017",3,143,1,1,1,-1,-1,-1,-1,-1,-1
7691,"ordeno","prenez","12/30/2017",3,255,1,1,7,-1,-1,-1,-1,-1,-1
7696,"ordeno","prenez","12/30/2017",3,109,3,2,1,-1,-1,-1,-1,-1,-1
7697,"ordeno","prenez","12/30/2017",2,240,6,1,-1,-1,-1,-1,-1,-1,-1
7701,"ordeno","prenez","12/31/2017",2,418,3,6,-1,-1,-1,-1,-1,-1,-1
7702,"ordeno","prenez","12/31/2017",2,317,3,3,-1,-1,-1,-1,-1,-1,-1
7706,"ordeno","prenez","12/31/2017",2,307,8,3,-1,-1,-1,-1,-1,-1,-1
7719,"ordeno","prenez","1/3/2018",3,164,1,1,2,-1,-1,-1,-1,-1,-1
7720,"ordeno","inseminacion","1/3/2018",3,87,2,4,1,-1,-1,-1,-1,-1,-1
7721,"ordeno","prenez","1/3/2018",3,171,1,1,1,-1,-1,-1,-1,-1,-1
7735,"ordeno","prenez","1/8/2018",3,222,1,1,2,-1,-1,-1,-1,-1,-1
7737,"ordeno","prenez","1/8/2018",3,192,1,2,2,-1,-1,-1,-1,-1,-1
7742,"ordeno","prenez","1/9/2018",2,317,6,3,-1,-1,-1,-1,-1,-1,-1
7744,"ordeno","prenez","1/9/2018",3,158,2,1,3,-1,-1,-1,-1,-1,-1
7747,"ordeno","prenez","1/10/2018",2,220,6,2,-1,-1,-1,-1,-1,-1,-1
7748,"ordeno","inseminacion","1/10/2018",2,206,6,3,-1,-1,-1,-1,-1,-1,-1
7749,"ordeno","inseminacion","1/10/2018",3,193,1,1,5,-1,-1,-1,-1,-1,-1
7750,"ordeno","prenez","1/10/2018",3,233,1,1,2,-1,-1,-1,-1,-1,-1
7753,"ordeno","prenez","1/11/2018",3,197,2,1,2,-1,-1,-1,-1,-1,-1
7754,"ordeno","prenez","1/11/2018",3,132,2,1,1,-1,-1,-1,-1,-1,-1
7755,"ordeno","parto","1/11/2018",3,17,4,2,0,-1,-1,-1,-1,-1,-1
7760,"ordeno","inseminacion","1/13/2018",3,226,1,1,6,-1,-1,-1,-1,-1,-1
7762,"ordeno","parto","1/13/2018",3,24,4,2,0,-1,-1,-1,-1,-1,-1
7764,"ordeno","prenez","1/13/2018",3,116,2,1,1,-1,-1,-1,-1,-1,-1
7767,"ordeno","prenez","1/14/2018",3,217,1,1,1,-1,-1,-1,-1,-1,-1
7771,"ordeno","prenez","1/14/2018",3,227,1,1,2,-1,-1,-1,-1,-1,-1
7773,"ordeno","celo","1/15/2018",3,44,4,2,0,-1,-1,-1,-1,-1,-1
7774,"ordeno","prenez","1/15/2018",2,348,2,2,-1,-1,-1,-1,-1,-1,-1
7775,"ordeno","prenez","1/15/2018",3,109,1,3,1,-1,-1,-1,-1,-1,-1
7785,"ordeno","prenez","1/17/2018",3,220,1,1,2,-1,-1,-1,-1,-1,-1
7802,"ordeno","inseminacion","1/20/2018",3,161,1,1,4,-1,-1,-1,-1,-1,-1
7803,"ordeno","prenez","1/21/2018",3,166,1,1,1,-1,-1,-1,-1,-1,-1
7815,"ordeno","inseminacion","1/24/2018",3,146,1,1,4,-1,-1,-1,-1,-1,-1
7816,"ordeno","celo","1/24/2018",3,42,3,2,0,-1,-1,-1,-1,-1,-1
7819,"ordeno","prenez","1/25/2018",3,136,2,1,2,-1,-1,-1,-1,-1,-1
7823,"ordeno","prenez","1/25/2018",3,156,1,2,2,-1,-1,-1,-1,-1,-1
7824,"ordeno","prenez","1/25/2018",3,175,1,2,3,-1,-1,-1,-1,-1,-1
7829,"ordeno","prenez","1/27/2018",3,232,1,1,5,-1,-1,-1,-1,-1,-1
7835,"ordeno","prenez","1/29/2018",2,173,10,1,-1,-1,-1,-1,-1,-1,-1
7838,"ordeno","inseminacion","1/30/2018",3,70,5,2,1,-1,-1,-1,-1,-1,-1
7844,"ordeno","prenez","1/31/2018",2,462,4,9,-1,-1,-1,-1,-1,-1,-1
7848,"ordeno","prenez","2/1/2018",3,137,4,1,2,-1,-1,-1,-1,-1,-1
7849,"ordeno","inseminacion","2/1/2018",3,161,3,1,4,-1,-1,-1,-1,-1,-1
7850,"ordeno","inseminacion","2/1/2018",3,88,1,3,1,-1,-1,-1,-1,-1,-1
7851,"ordeno","prenez","2/1/2018",2,382,3,6,-1,-1,-1,-1,-1,-1,-1
7859,"ordeno","prenez","2/4/2018",3,126,1,1,1,-1,-1,-1,-1,-1,-1
7860,"ordeno","prenez","2/4/2018",3,194,2,1,1,-1,-1,-1,-1,-1,-1
7862,"ordeno","inseminacion","2/4/2018",3,115,1,3,2,-1,-1,-1,-1,-1,-1
7869,"ordeno","prenez","2/5/2018",3,140,1,1,1,-1,-1,-1,-1,-1,-1
7872,"ordeno","parto","2/6/2018",2,30,5,0,-1,-1,-1,-1,-1,-1,-1
7874,"ordeno","prenez","2/6/2018",2,248,5,2,-1,-1,-1,-1,-1,-1,-1
7876,"ordeno","prenez","2/6/2018",3,162,1,3,2,-1,-1,-1,-1,-1,-1
7886,"seca","prenez","2/8/2018",2,352,2,4,-1,-1,-1,-1,-1,-1,-1
7888,"ordeno","prenez","2/9/2018",2,430,2,8,-1,-1,-1,-1,-1,-1,-1
7890,"ordeno","prenez","2/10/2018",3,195,1,1,1,-1,-1,-1,-1,-1,-1
7899,"ordeno","prenez","2/12/2018",2,272,8,6,-1,-1,-1,-1,-1,-1,-1
7903,"ordeno","prenez","2/13/2018",3,164,1,1,1,-1,-1,-1,-1,-1,-1
7909,"ordeno","prenez","2/15/2018",2,330,2,3,-1,-1,-1,-1,-1,-1,-1
7911,"ordeno","inseminacion","2/16/2018",2,284,7,4,-1,-1,-1,-1,-1,-1,-1
7912,"ordeno","inseminacion","2/16/2018",3,139,2,2,2,-1,-1,-1,-1,-1,-1
7917,"ordeno","prenez","2/18/2018",3,189,1,1,1,-1,-1,-1,-1,-1,-1
7920,"ordeno","parto","2/18/2018",3,29,3,1,0,-1,-1,-1,-1,-1,-1
7925,"ordeno","parto","2/19/2018",3,46,4,1,0,-1,-1,-1,-1,-1,-1
7927,"ordeno","parto","2/20/2018",3,2,3,3,0,-1,-1,-1,-1,-1,-1
7934,"ordeno","prenez","2/21/2018",3,176,1,1,2,-1,-1,-1,-1,-1,-1
7942,"ordeno","prenez","2/23/2018",3,156,2,1,2,-1,-1,-1,-1,-1,-1
7944,"ordeno","parto","2/24/2018",3,22,1,4,0,-1,-1,-1,-1,-1,-1
7946,"ordeno","prenez","2/24/2018",3,147,1,2,1,-1,-1,-1,-1,-1,-1
7950,"ordeno","prenez","2/25/2018",3,172,2,2,1,-1,-1,-1,-1,-1,-1
7952,"ordeno","parto","2/26/2018",3,39,2,1,0,-1,-1,-1,-1,-1,-1
7957,"ordeno","inseminacion","2/26/2018",3,111,1,2,2,-1,-1,-1,-1,-1,-1
7961,"ordeno","parto","2/27/2018",3,35,2,2,0,-1,-1,-1,-1,-1,-1
7967,"ordeno","prenez","2/28/2018",2,239,10,6,-1,-1,-1,-1,-1,-1,-1
7969,"ordeno","prenez","2/28/2018",2,303,7,3,-1,-1,-1,-1,-1,-1,-1
7970,"ordeno","prenez","3/1/2018",3,153,1,1,1,-1,-1,-1,-1,-1,-1
7971,"ordeno","prenez","3/1/2018",2,280,8,3,-1,-1,-1,-1,-1,-1,-1
7973,"ordeno","inseminacion","3/1/2018",3,190,1,1,6,-1,-1,-1,-1,-1,-1
7975,"ordeno","prenez","3/1/2018",3,149,1,1,1,-1,-1,-1,-1,-1,-1
7982,"seca","prenez","3/2/2018",2,408,1,4,-1,-1,-1,-1,-1,-1,-1
7984,"ordeno","prenez","3/2/2018",3,170,1,1,1,-1,-1,-1,-1,-1,-1
7986,"ordeno","prenez","3/3/2018",2,139,4,1,-1,-1,-1,-1,-1,-1,-1
8005,"seca","prenez","3/7/2018",2,272,2,1,-1,-1,-1,-1,-1,-1,-1
8007,"ordeno","inseminacion","3/8/2018",3,77,2,2,1,-1,-1,-1,-1,-1,-1
8014,"ordeno","inseminacion","3/10/2018",3,106,1,2,2,-1,-1,-1,-1,-1,-1
8017,"seca","prenez","3/10/2018",2,266,5,1,-1,-1,-1,-1,-1,-1,-1
8019,"ordeno","prenez","3/11/2018",2,291,4,3,-1,-1,-1,-1,-1,-1,-1
8021,"ordeno","prenez","3/12/2018",2,436,1,4,-1,-1,-1,-1,-1,-1,-1
8029,"ordeno","prenez","3/13/2018",2,246,10,5,-1,-1,-1,-1,-1,-1,-1
8030,"ordeno","inseminacion","3/13/2018",3,101,1,1,1,-1,-1,-1,-1,-1,-1
8044,"ordeno","celo","3/18/2018",3,48,1,3,0,-1,-1,-1,-1,-1,-1
8048,"ordeno","prenez","3/19/2018",3,118,1,1,2,-1,-1,-1,-1,-1,-1
8050,"ordeno","prenez","3/19/2018",3,142,1,1,1,-1,-1,-1,-1,-1,-1
8054,"ordeno","prenez","3/20/2018",2,179,6,2,-1,-1,-1,-1,-1,-1,-1
8058,"ordeno","prenez","3/21/2018",2,238,8,3,-1,-1,-1,-1,-1,-1,-1
8059,"seca","prenez","3/21/2018",2,331,2,3,-1,-1,-1,-1,-1,-1,-1
8061,"ordeno","prenez","3/22/2018",2,320,6,5,-1,-1,-1,-1,-1,-1,-1
8065,"ordeno","prenez","3/22/2018",2,366,3,5,-1,-1,-1,-1,-1,-1,-1
8067,"ordeno","inseminacion","3/23/2018",2,115,9,2,-1,-1,-1,-1,-1,-1,-1
8069,"ordeno","para_no_inseminar","3/24/2018",2,310,2,1,-1,-1,-1,-1,-1,-1,-1
8071,"ordeno","prenez","3/25/2018",2,391,3,7,-1,-1,-1,-1,-1,-1,-1
8073,"ordeno","inseminacion","3/25/2018",3,107,1,1,1,-1,-1,-1,-1,-1,-1
8081,"ordeno","prenez","3/28/2018",2,312,1,5,-1,-1,-1,-1,-1,-1,-1
8083,"ordeno","parto","3/28/2018",3,34,1,2,0,-1,-1,-1,-1,-1,-1
8088,"ordeno","celo","3/31/2018",3,40,3,1,0,-1,-1,-1,-1,-1,-1
8090,"ordeno","inseminacion","4/1/2018",2,84,9,1,-1,-1,-1,-1,-1,-1,-1
8095,"ordeno","inseminacion","4/3/2018",3,78,1,3,1,-1,-1,-1,-1,-1,-1
8109,"ordeno","prenez","4/8/2018",2,264,9,3,-1,-1,-1,-1,-1,-1,-1
8114,"ordeno","prenez","4/10/2018",2,395,3,10,-1,-1,-1,-1,-1,-1,-1
8118,"ordeno","para_no_inseminar","4/12/2018",2,229,6,1,-1,-1,-1,-1,-1,-1,-1
8126,"seca","prenez","4/14/2018",2,458,1,8,-1,-1,-1,-1,-1,-1,-1
8128,"ordeno","prenez","4/14/2018",3,102,1,1,1,-1,-1,-1,-1,-1,-1
8129,"ordeno","prenez","4/14/2018",2,304,5,2,-1,-1,-1,-1,-1,-1,-1
8130,"ordeno","prenez","4/14/2018",2,302,1,4,-1,-1,-1,-1,-1,-1,-1
8135,"ordeno","inseminacion","4/15/2018",3,67,1,2,1,-1,-1,-1,-1,-1,-1
8140,"ordeno","inseminacion","4/16/2018",3,100,2,1,1,-1,-1,-1,-1,-1,-1
8152,"ordeno","prenez","4/18/2018",3,122,1,1,2,-1,-1,-1,-1,-1,-1
8160,"ordeno","prenez","4/22/2018",3,115,1,1,1,-1,-1,-1,-1,-1,-1
8164,"ordeno","pd-inseminacion","4/23/2018",2,221,6,2,-1,-1,-1,-1,-1,-1,-1
8170,"ordeno","inseminacion","4/24/2018",3,78,2,1,1,-1,-1,-1,-1,-1,-1
8179,"ordeno","prenez","4/27/2018",2,256,5,3,-1,-1,-1,-1,-1,-1,-1
8184,"ordeno","prenez","4/29/2018",2,316,6,4,-1,-1,-1,-1,-1,-1,-1
8194,"ordeno","prenez","5/3/2018",2,264,3,3,-1,-1,-1,-1,-1,-1,-1
8195,"ordeno","prenez","5/4/2018",2,258,4,7,-1,-1,-1,-1,-1,-1,-1
8196,"ordeno","prenez","5/4/2018",2,351,4,4,-1,-1,-1,-1,-1,-1,-1
8199,"ordeno","prenez","5/6/2018",2,242,3,2,-1,-1,-1,-1,-1,-1,-1
8200,"ordeno","inseminacion","5/6/2018",3,75,1,3,2,-1,-1,-1,-1,-1,-1
8205,"ordeno","prenez","5/7/2018",2,281,3,6,-1,-1,-1,-1,-1,-1,-1
8206,"ordeno","prenez","5/7/2018",2,381,1,6,-1,-1,-1,-1,-1,-1,-1
8214,"ordeno","pd-inseminacion","5/9/2018",2,263,5,2,-1,-1,-1,-1,-1,-1,-1
8215,"ordeno","inseminacion","5/9/2018",2,321,6,2,-1,-1,-1,-1,-1,-1,-1
8217,"ordeno","inseminacion","5/9/2018",3,90,2,1,1,-1,-1,-1,-1,-1,-1
8223,"ordeno","prenez","5/10/2018",2,291,8,4,-1,-1,-1,-1,-1,-1,-1
8224,"ordeno","prenez","5/11/2018",2,178,8,1,-1,-1,-1,-1,-1,-1,-1
8227,"ordeno","celo","5/11/2018",3,35,1,1,0,-1,-1,-1,-1,-1,-1
8230,"ordeno","prenez","5/13/2018",2,241,1,1,-1,-1,-1,-1,-1,-1,-1
8234,"ordeno","prenez","5/13/2018",3,123,1,2,1,-1,-1,-1,-1,-1,-1
8236,"ordeno","prenez","5/14/2018",2,302,4,3,-1,-1,-1,-1,-1,-1,-1
8238,"ordeno","inseminacion","5/15/2018",2,257,5,5,-1,-1,-1,-1,-1,-1,-1
8239,"ordeno","prenez","5/15/2018",2,312,1,3,-1,-1,-1,-1,-1,-1,-1
8240,"ordeno","prenez","5/15/2018",2,385,2,9,-1,-1,-1,-1,-1,-1,-1
8241,"ordeno","prenez","5/15/2018",2,305,3,3,-1,-1,-1,-1,-1,-1,-1
8244,"ordeno","pd-inseminacion","5/15/2018",3,144,1,1,2,-1,-1,-1,-1,-1,-1
8245,"ordeno","prenez","5/17/2018",2,376,3,8,-1,-1,-1,-1,-1,-1,-1
8250,"ordeno","inseminacion","5/18/2018",3,117,1,1,2,-1,-1,-1,-1,-1,-1
8252,"ordeno","prenez","5/18/2018",2,250,4,4,-1,-1,-1,-1,-1,-1,-1
8258,"ordeno","prenez","5/20/2018",2,198,2,3,-1,-1,-1,-1,-1,-1,-1
8264,"ordeno","prenez","5/22/2018",3,138,1,1,1,-1,-1,-1,-1,-1,-1
8265,"ordeno","prenez","5/22/2018",2,256,8,2,-1,-1,-1,-1,-1,-1,-1
8266,"ordeno","prenez","5/22/2018",2,405,3,5,-1,-1,-1,-1,-1,-1,-1
8267,"seca","prenez","5/22/2018",2,349,1,2,-1,-1,-1,-1,-1,-1,-1
8270,"ordeno","prenez","5/23/2018",2,279,4,2,-1,-1,-1,-1,-1,-1,-1
8274,"ordeno","prenez","5/24/2018",3,130,2,1,1,-1,-1,-1,-1,-1,-1
8275,"ordeno","pd-inseminacion","5/24/2018",2,254,8,2,-1,-1,-1,-1,-1,-1,-1
8284,"ordeno","prenez","5/26/2018",2,266,2,1,-1,-1,-1,-1,-1,-1,-1
8286,"ordeno","prenez","5/27/2018",2,288,5,6,-1,-1,-1,-1,-1,-1,-1
8289,"ordeno","inseminacion","5/28/2018",3,87,1,1,1,-1,-1,-1,-1,-1,-1
8293,"ordeno","prenez","5/29/2018",2,361,1,7,-1,-1,-1,-1,-1,-1,-1
8296,"ordeno","prenez","5/30/2018",2,338,2,6,-1,-1,-1,-1,-1,-1,-1
8298,"ordeno","pd-inseminacion","5/30/2018",3,97,2,1,1,-1,-1,-1,-1,-1,-1
8305,"ordeno","prenez","5/31/2018",2,294,2,5,-1,-1,-1,-1,-1,-1,-1
8306,"seca","prenez","6/1/2018",2,324,2,1,-1,-1,-1,-1,-1,-1,-1
8307,"ordeno","prenez","6/1/2018",2,297,2,2,-1,-1,-1,-1,-1,-1,-1
8309,"ordeno","prenez","6/2/2018",2,292,3,4,-1,-1,-1,-1,-1,-1,-1
8310,"ordeno","prenez","6/2/2018",2,192,3,1,-1,-1,-1,-1,-1,-1,-1
8315,"ordeno","para_no_inseminar","6/3/2018",2,296,6,0,-1,-1,-1,-1,-1,-1,-1
8320,"ordeno","prenez","6/4/2018",2,287,2,3,-1,-1,-1,-1,-1,-1,-1
8327,"ordeno","prenez","6/6/2018",2,319,6,10,-1,-1,-1,-1,-1,-1,-1
8334,"ordeno","prenez","6/7/2018",2,253,5,4,-1,-1,-1,-1,-1,-1,-1
8335,"ordeno","prenez","6/7/2018",2,265,7,7,-1,-1,-1,-1,-1,-1,-1
8337,"ordeno","prenez","6/8/2018",3,189,2,1,3,-1,-1,-1,-1,-1,-1
8343,"ordeno","prenez","6/10/2018",2,244,4,1,-1,-1,-1,-1,-1,-1,-1
8347,"ordeno","celo","6/11/2018",3,47,1,1,0,-1,-1,-1,-1,-1,-1
8349,"ordeno","prenez","6/13/2018",2,290,4,5,-1,-1,-1,-1,-1,-1,-1
8350,"ordeno","prenez","6/13/2018",2,325,1,4,-1,-1,-1,-1,-1,-1,-1
8354,"ordeno","prenez","6/14/2018",2,296,2,5,-1,-1,-1,-1,-1,-1,-1
8359,"ordeno","celo","6/15/2018",3,60,2,1,0,-1,-1,-1,-1,-1,-1
8364,"ordeno","prenez","6/16/2018",3,104,1,1,1,-1,-1,-1,-1,-1,-1
8365,"ordeno","prenez","6/16/2018",2,404,2,7,-1,-1,-1,-1,-1,-1,-1
8367,"ordeno","inseminacion","6/16/2018",3,107,1,1,1,-1,-1,-1,-1,-1,-1
