vaca,estado,estado_ginecol,patio,fecha_de_naci,lact_n,del,mastitis_lac_1,mastitis_lac_2,mastitis_lac_3,mastitis_lac_4,mastitis_lac_5,mastitis_lac_6,mastitis_lac_7,mastitis_lac_8,mastitis_lac_9
10124,ordeno,prenez,19,2/27/2019,2,104,0,0,-1,-1,-1,-1,-1,-1,-1
10125,ordeno,para_no_inseminar,30,2/27/2019,1,482,0,-1,-1,-1,-1,-1,-1,-1,-1
10127,ordeno,prenez,17,2/28/2019,2,152,1,0,-1,-1,-1,-1,-1,-1,-1
10128,ordeno,prenez,17,2/28/2019,2,145,0,0,-1,-1,-1,-1,-1,-1,-1
10130,ordeno,prenez,17,3/1/2019,2,148,0,0,-1,-1,-1,-1,-1,-1,-1
10131,ordeno,parto,20,3/1/2019,2,44,0,0,-1,-1,-1,-1,-1,-1,-1
10133,seca,prenez,84,3/2/2019,1,438,2,-1,-1,-1,-1,-1,-1,-1,-1
10134,ordeno,inseminacion,17,3/2/2019,2,129,0,0,-1,-1,-1,-1,-1,-1,-1
10135,ordeno,inseminacion,19,3/2/2019,2,100,0,0,-1,-1,-1,-1,-1,-1,-1
10136,ordeno,prenez,17,3/2/2019,2,138,0,0,-1,-1,-1,-1,-1,-1,-1
10137,ordeno,prenez,18,3/3/2019,2,117,0,0,-1,-1,-1,-1,-1,-1,-1
10139,ordeno,prenez,15,3/3/2019,2,176,0,0,-1,-1,-1,-1,-1,-1,-1
10140,ordeno,prenez,16,3/3/2019,1,393,1,-1,-1,-1,-1,-1,-1,-1,-1
10143,ordeno,inseminacion,17,3/3/2019,2,141,0,0,-1,-1,-1,-1,-1,-1,-1
10144,ordeno,inseminacion,17,3/3/2019,2,130,0,0,-1,-1,-1,-1,-1,-1,-1
10145,ordeno,inseminacion,28,3/4/2019,2,179,0,1,-1,-1,-1,-1,-1,-1,-1
10146,ordeno,pd-inseminacion,15,3/4/2019,2,158,0,0,-1,-1,-1,-1,-1,-1,-1
10147,ordeno,para_no_inseminar,18,3/4/2019,2,117,0,0,-1,-1,-1,-1,-1,-1,-1
10148,ordeno,inseminacion,18,3/4/2019,2,123,0,0,-1,-1,-1,-1,-1,-1,-1
10150,ordeno,prenez,16,3/5/2019,1,312,0,-1,-1,-1,-1,-1,-1,-1,-1
10151,ordeno,prenez,16,3/5/2019,1,312,0,-1,-1,-1,-1,-1,-1,-1,-1
10152,ordeno,prenez,15,3/5/2019,2,177,0,0,-1,-1,-1,-1,-1,-1,-1
10153,ordeno,pd-inseminacion,17,3/5/2019,2,149,0,0,-1,-1,-1,-1,-1,-1,-1
10155,ordeno,inseminacion,17,3/6/2019,2,131,0,0,-1,-1,-1,-1,-1,-1,-1
10159,ordeno,parto,19,3/7/2019,2,70,0,0,-1,-1,-1,-1,-1,-1,-1
10160,ordeno,prenez,17,3/7/2019,2,154,0,0,-1,-1,-1,-1,-1,-1,-1
10161,ordeno,prenez,17,3/7/2019,2,152,0,0,-1,-1,-1,-1,-1,-1,-1
10165,ordeno,prenez,16,3/8/2019,1,491,1,-1,-1,-1,-1,-1,-1,-1,-1
10166,ordeno,inseminacion,19,3/8/2019,2,92,0,0,-1,-1,-1,-1,-1,-1,-1
10169,ordeno,inseminacion,18,3/8/2019,2,118,1,0,-1,-1,-1,-1,-1,-1,-1
10170,ordeno,prenez,17,3/8/2019,2,151,0,0,-1,-1,-1,-1,-1,-1,-1
10172,ordeno,prenez,18,3/8/2019,2,122,0,0,-1,-1,-1,-1,-1,-1,-1
10173,ordeno,parto,19,3/8/2019,2,70,0,0,-1,-1,-1,-1,-1,-1,-1
10174,seca,prenez,1,3/9/2019,1,274,0,-1,-1,-1,-1,-1,-1,-1,-1
10175,ordeno,prenez,30,3/9/2019,1,408,0,-1,-1,-1,-1,-1,-1,-1,-1
10176,seca,prenez,84,3/9/2019,1,470,0,-1,-1,-1,-1,-1,-1,-1,-1
10178,ordeno,prenez,15,3/9/2019,2,157,0,0,-1,-1,-1,-1,-1,-1,-1
10179,ordeno,inseminacion,15,3/9/2019,2,154,0,0,-1,-1,-1,-1,-1,-1,-1
10180,ordeno,prenez,18,3/9/2019,2,126,0,0,-1,-1,-1,-1,-1,-1,-1
10182,ordeno,inseminacion,17,3/10/2019,2,133,0,0,-1,-1,-1,-1,-1,-1,-1
10185,ordeno,prenez,17,3/11/2019,2,134,0,0,-1,-1,-1,-1,-1,-1,-1
10186,ordeno,parto,19,3/11/2019,2,91,1,0,-1,-1,-1,-1,-1,-1,-1
10188,ordeno,inseminacion,18,3/12/2019,2,108,0,0,-1,-1,-1,-1,-1,-1,-1
10190,ordeno,inseminacion,18,3/12/2019,2,120,0,2,-1,-1,-1,-1,-1,-1,-1
10191,seca,prenez,1,3/13/2019,1,410,0,-1,-1,-1,-1,-1,-1,-1,-1
10192,ordeno,inseminacion,19,3/13/2019,2,74,0,0,-1,-1,-1,-1,-1,-1,-1
10200,ordeno,inseminacion,17,3/15/2019,2,135,0,0,-1,-1,-1,-1,-1,-1,-1
10202,ordeno,celo,20,3/16/2019,2,50,0,0,-1,-1,-1,-1,-1,-1,-1
10204,ordeno,prenez,18,3/16/2019,2,117,0,0,-1,-1,-1,-1,-1,-1,-1
10207,ordeno,inseminacion,19,3/17/2019,2,104,0,0,-1,-1,-1,-1,-1,-1,-1
10208,ordeno,prenez,30,3/17/2019,1,415,0,-1,-1,-1,-1,-1,-1,-1,-1
10209,ordeno,prenez,12,3/17/2019,1,295,1,-1,-1,-1,-1,-1,-1,-1,-1
10216,ordeno,inseminacion,19,3/19/2019,2,65,1,0,-1,-1,-1,-1,-1,-1,-1
10217,ordeno,prenez,30,3/19/2019,1,472,0,-1,-1,-1,-1,-1,-1,-1,-1
10220,ordeno,inseminacion,18,3/20/2019,2,105,1,0,-1,-1,-1,-1,-1,-1,-1
10221,ordeno,pd-inseminacion,19,3/20/2019,2,98,0,0,-1,-1,-1,-1,-1,-1,-1
10226,ordeno,prenez,18,3/22/2019,2,118,0,0,-1,-1,-1,-1,-1,-1,-1
10227,ordeno,pd-inseminacion,19,3/22/2019,2,100,0,0,-1,-1,-1,-1,-1,-1,-1
10228,ordeno,prenez,17,3/23/2019,2,138,0,0,-1,-1,-1,-1,-1,-1,-1
10229,ordeno,prenez,18,3/23/2019,2,117,0,0,-1,-1,-1,-1,-1,-1,-1
10230,ordeno,prenez,18,3/23/2019,2,107,0,0,-1,-1,-1,-1,-1,-1,-1
10234,ordeno,parto,20,3/25/2019,2,29,0,0,-1,-1,-1,-1,-1,-1,-1
10236,ordeno,prenez,30,3/25/2019,1,467,0,-1,-1,-1,-1,-1,-1,-1,-1
10238,ordeno,prenez,18,3/25/2019,2,125,0,0,-1,-1,-1,-1,-1,-1,-1
10239,seca,prenez,84,3/25/2019,1,323,0,-1,-1,-1,-1,-1,-1,-1,-1
10240,ordeno,prenez,30,3/26/2019,1,451,0,-1,-1,-1,-1,-1,-1,-1,-1
10243,ordeno,inseminacion,19,3/27/2019,2,102,0,0,-1,-1,-1,-1,-1,-1,-1
10245,ordeno,inseminacion,17,3/29/2019,2,131,0,0,-1,-1,-1,-1,-1,-1,-1
10247,ordeno,pd-inseminacion,17,3/29/2019,2,129,0,1,-1,-1,-1,-1,-1,-1,-1
10248,ordeno,inseminacion,19,3/29/2019,2,70,1,0,-1,-1,-1,-1,-1,-1,-1
10249,ordeno,inseminacion,19,3/30/2019,2,75,0,0,-1,-1,-1,-1,-1,-1,-1
10250,ordeno,inseminacion,18,3/30/2019,2,107,0,0,-1,-1,-1,-1,-1,-1,-1
10251,ordeno,parto,21,3/30/2019,2,7,0,0,-1,-1,-1,-1,-1,-1,-1
10252,ordeno,parto,19,3/30/2019,2,78,1,0,-1,-1,-1,-1,-1,-1,-1
10254,ordeno,celo,18,4/1/2019,2,121,0,0,-1,-1,-1,-1,-1,-1,-1
10255,seca,prenez,1,4/1/2019,1,337,1,-1,-1,-1,-1,-1,-1,-1,-1
10257,ordeno,parto,21,4/2/2019,2,6,0,0,-1,-1,-1,-1,-1,-1,-1
10258,ordeno,prenez,18,4/2/2019,2,116,0,0,-1,-1,-1,-1,-1,-1,-1
10261,ordeno,inseminacion,19,4/3/2019,2,63,0,1,-1,-1,-1,-1,-1,-1,-1
10262,ordeno,inseminacion,19,4/4/2019,2,72,0,0,-1,-1,-1,-1,-1,-1,-1
10264,ordeno,prenez,11,4/4/2019,1,191,1,-1,-1,-1,-1,-1,-1,-1,-1
10265,ordeno,inseminacion,19,4/4/2019,2,104,0,0,-1,-1,-1,-1,-1,-1,-1
10267,ordeno,prenez,16,4/5/2019,1,317,0,-1,-1,-1,-1,-1,-1,-1,-1
10270,ordeno,inseminacion,18,4/6/2019,2,106,0,0,-1,-1,-1,-1,-1,-1,-1
10271,ordeno,inseminacion,19,4/6/2019,2,73,0,0,-1,-1,-1,-1,-1,-1,-1
10272,ordeno,parto,19,4/6/2019,2,63,0,0,-1,-1,-1,-1,-1,-1,-1
10274,ordeno,inseminacion,19,4/6/2019,2,97,0,0,-1,-1,-1,-1,-1,-1,-1
10278,ordeno,inseminacion,18,4/7/2019,2,117,0,0,-1,-1,-1,-1,-1,-1,-1
10280,ordeno,prenez,16,4/7/2019,1,354,0,-1,-1,-1,-1,-1,-1,-1,-1
10282,ordeno,inseminacion,19,4/7/2019,2,83,0,0,-1,-1,-1,-1,-1,-1,-1
10284,ordeno,prenez,30,4/8/2019,1,438,0,-1,-1,-1,-1,-1,-1,-1,-1
10285,ordeno,parto,19,4/8/2019,2,61,0,0,-1,-1,-1,-1,-1,-1,-1
10287,ordeno,prenez,18,4/8/2019,2,125,0,0,-1,-1,-1,-1,-1,-1,-1
10289,ordeno,inseminacion,19,4/9/2019,2,103,0,0,-1,-1,-1,-1,-1,-1,-1
10291,ordeno,prenez,19,4/9/2019,2,97,0,0,-1,-1,-1,-1,-1,-1,-1
10292,ordeno,pd-inseminacion,19,4/9/2019,2,89,0,0,-1,-1,-1,-1,-1,-1,-1
10294,ordeno,para_no_inseminar,30,4/10/2019,1,379,0,-1,-1,-1,-1,-1,-1,-1,-1
10296,ordeno,prenez,18,4/11/2019,2,121,0,0,-1,-1,-1,-1,-1,-1,-1
10300,ordeno,prenez,6,4/11/2019,1,289,0,-1,-1,-1,-1,-1,-1,-1,-1
10302,ordeno,celo,20,4/12/2019,2,57,0,0,-1,-1,-1,-1,-1,-1,-1
10303,seca,prenez,85,4/12/2019,1,400,0,-1,-1,-1,-1,-1,-1,-1,-1
10305,ordeno,parto,20,4/12/2019,2,47,0,0,-1,-1,-1,-1,-1,-1,-1
10306,ordeno,prenez,16,4/12/2019,1,393,0,-1,-1,-1,-1,-1,-1,-1,-1
10309,ordeno,parto,21,4/13/2019,2,6,0,0,-1,-1,-1,-1,-1,-1,-1
10310,ordeno,prenez,16,4/13/2019,1,436,0,-1,-1,-1,-1,-1,-1,-1,-1
10311,ordeno,parto,21,4/14/2019,2,15,0,0,-1,-1,-1,-1,-1,-1,-1
10314,ordeno,prenez,30,4/14/2019,1,441,0,-1,-1,-1,-1,-1,-1,-1,-1
10315,ordeno,inseminacion,19,4/15/2019,2,83,2,0,-1,-1,-1,-1,-1,-1,-1
10316,ordeno,para_no_inseminar,30,4/15/2019,1,441,0,-1,-1,-1,-1,-1,-1,-1,-1
10318,seca,prenez,86,4/15/2019,1,366,0,-1,-1,-1,-1,-1,-1,-1,-1
10319,ordeno,inseminacion,19,4/16/2019,2,93,0,0,-1,-1,-1,-1,-1,-1,-1
10321,ordeno,para_no_inseminar,30,4/16/2019,1,405,0,-1,-1,-1,-1,-1,-1,-1,-1
10323,ordeno,prenez,30,4/16/2019,1,353,0,-1,-1,-1,-1,-1,-1,-1,-1
10324,ordeno,inseminacion,19,4/16/2019,2,85,0,0,-1,-1,-1,-1,-1,-1,-1
10325,ordeno,parto,20,4/16/2019,2,50,0,0,-1,-1,-1,-1,-1,-1,-1
10326,ordeno,parto,21,4/17/2019,2,17,0,0,-1,-1,-1,-1,-1,-1,-1
10328,ordeno,parto,21,4/17/2019,2,5,0,0,-1,-1,-1,-1,-1,-1,-1
10330,ordeno,inseminacion,19,4/18/2019,2,102,0,0,-1,-1,-1,-1,-1,-1,-1
10333,seca,prenez,84,4/18/2019,1,269,0,-1,-1,-1,-1,-1,-1,-1,-1
10335,ordeno,prenez,30,4/19/2019,1,362,0,-1,-1,-1,-1,-1,-1,-1,-1
10336,ordeno,parto,21,4/19/2019,2,8,1,0,-1,-1,-1,-1,-1,-1,-1
10337,ordeno,prenez,30,4/20/2019,1,344,0,-1,-1,-1,-1,-1,-1,-1,-1
10340,ordeno,inseminacion,12,4/20/2019,1,311,0,-1,-1,-1,-1,-1,-1,-1,-1
10342,ordeno,inseminacion,18,4/20/2019,2,107,0,0,-1,-1,-1,-1,-1,-1,-1
10344,ordeno,prenez,16,4/20/2019,1,362,0,-1,-1,-1,-1,-1,-1,-1,-1
10346,ordeno,celo,19,4/22/2019,2,70,0,0,-1,-1,-1,-1,-1,-1,-1
10348,ordeno,para_no_inseminar,30,4/21/2019,1,448,0,-1,-1,-1,-1,-1,-1,-1,-1
10349,ordeno,inseminacion,19,4/21/2019,2,61,0,0,-1,-1,-1,-1,-1,-1,-1
10350,ordeno,prenez,18,4/21/2019,2,112,0,0,-1,-1,-1,-1,-1,-1,-1
10351,ordeno,prenez,30,4/21/2019,1,356,0,-1,-1,-1,-1,-1,-1,-1,-1
10352,seca,prenez,86,4/21/2019,1,374,0,-1,-1,-1,-1,-1,-1,-1,-1
10353,ordeno,prenez,16,4/21/2019,1,404,0,-1,-1,-1,-1,-1,-1,-1,-1
10355,ordeno,parto,20,4/21/2019,2,23,0,0,-1,-1,-1,-1,-1,-1,-1
10359,ordeno,prenez,30,4/24/2019,1,376,0,-1,-1,-1,-1,-1,-1,-1,-1
10360,ordeno,prenez,30,4/24/2019,1,438,0,-1,-1,-1,-1,-1,-1,-1,-1
10363,seca,prenez,86,4/25/2019,1,393,0,-1,-1,-1,-1,-1,-1,-1,-1
10364,ordeno,inseminacion,18,4/25/2019,2,124,0,0,-1,-1,-1,-1,-1,-1,-1
10365,ordeno,prenez,16,4/25/2019,1,362,0,-1,-1,-1,-1,-1,-1,-1,-1
10366,ordeno,inseminacion,19,4/25/2019,2,62,0,0,-1,-1,-1,-1,-1,-1,-1
10367,ordeno,inseminacion,18,4/25/2019,2,107,0,0,-1,-1,-1,-1,-1,-1,-1
10369,ordeno,prenez,30,4/26/2019,1,398,0,-1,-1,-1,-1,-1,-1,-1,-1
10370,ordeno,prenez,30,4/26/2019,1,409,0,-1,-1,-1,-1,-1,-1,-1,-1
10373,ordeno,parto,19,4/26/2019,2,68,0,0,-1,-1,-1,-1,-1,-1,-1
10376,seca,prenez,1,4/27/2019,1,393,0,-1,-1,-1,-1,-1,-1,-1,-1
10379,ordeno,celo,20,4/27/2019,2,53,0,0,-1,-1,-1,-1,-1,-1,-1
10380,ordeno,inseminacion,18,4/28/2019,2,117,0,0,-1,-1,-1,-1,-1,-1,-1
10381,ordeno,inseminacion,19,4/28/2019,2,95,0,0,-1,-1,-1,-1,-1,-1,-1
10382,ordeno,parto,21,4/28/2019,2,4,0,0,-1,-1,-1,-1,-1,-1,-1
10383,seca,prenez,84,4/29/2019,1,332,0,-1,-1,-1,-1,-1,-1,-1,-1
10384,ordeno,parto,21,4/29/2019,2,3,0,0,-1,-1,-1,-1,-1,-1,-1
10385,ordeno,prenez,18,4/29/2019,2,116,0,0,-1,-1,-1,-1,-1,-1,-1
10386,ordeno,prenez,18,4/29/2019,2,117,0,0,-1,-1,-1,-1,-1,-1,-1
10387,ordeno,celo,20,4/30/2019,2,42,0,0,-1,-1,-1,-1,-1,-1,-1
10388,ordeno,celo,20,4/30/2019,2,47,0,0,-1,-1,-1,-1,-1,-1,-1
10389,ordeno,prenez,30,4/30/2019,1,392,1,-1,-1,-1,-1,-1,-1,-1,-1
10390,ordeno,prenez,12,4/30/2019,1,331,0,-1,-1,-1,-1,-1,-1,-1,-1
10393,ordeno,inseminacion,19,5/1/2019,2,83,0,0,-1,-1,-1,-1,-1,-1,-1
10397,ordeno,celo,3,5/2/2019,2,51,0,1,-1,-1,-1,-1,-1,-1,-1
10398,ordeno,inseminacion,22,5/2/2019,2,122,0,1,-1,-1,-1,-1,-1,-1,-1
10399,ordeno,inseminacion,20,5/2/2019,2,49,0,0,-1,-1,-1,-1,-1,-1,-1
10400,ordeno,inseminacion,19,5/2/2019,2,66,0,0,-1,-1,-1,-1,-1,-1,-1
10401,ordeno,inseminacion,19,5/2/2019,2,69,0,1,-1,-1,-1,-1,-1,-1,-1
10402,ordeno,celo,21,5/2/2019,2,19,0,0,-1,-1,-1,-1,-1,-1,-1
10403,ordeno,parto,20,5/2/2019,2,26,0,0,-1,-1,-1,-1,-1,-1,-1
10404,ordeno,celo,19,5/2/2019,2,79,0,0,-1,-1,-1,-1,-1,-1,-1
10405,ordeno,celo,20,5/2/2019,2,44,1,0,-1,-1,-1,-1,-1,-1,-1
10406,ordeno,para_no_inseminar,30,5/4/2019,1,400,1,-1,-1,-1,-1,-1,-1,-1,-1
10408,ordeno,para_no_inseminar,30,5/4/2019,1,389,0,-1,-1,-1,-1,-1,-1,-1,-1
10409,ordeno,prenez,16,5/5/2019,1,379,0,-1,-1,-1,-1,-1,-1,-1,-1
10410,ordeno,prenez,12,5/5/2019,1,337,1,-1,-1,-1,-1,-1,-1,-1,-1
10412,ordeno,prenez,12,5/5/2019,1,257,0,-1,-1,-1,-1,-1,-1,-1,-1
10413,ordeno,inseminacion,19,5/5/2019,2,63,0,0,-1,-1,-1,-1,-1,-1,-1
10414,ordeno,celo,19,5/5/2019,2,68,0,0,-1,-1,-1,-1,-1,-1,-1
10415,ordeno,prenez,30,5/6/2019,1,365,0,-1,-1,-1,-1,-1,-1,-1,-1
10417,ordeno,inseminacion,19,5/6/2019,2,64,0,0,-1,-1,-1,-1,-1,-1,-1
10419,ordeno,celo,20,5/7/2019,2,30,0,0,-1,-1,-1,-1,-1,-1,-1
10420,ordeno,prenez,12,5/7/2019,1,291,0,-1,-1,-1,-1,-1,-1,-1,-1
10423,ordeno,prenez,30,5/7/2019,1,424,0,-1,-1,-1,-1,-1,-1,-1,-1
10425,ordeno,celo,20,5/8/2019,2,35,0,0,-1,-1,-1,-1,-1,-1,-1
10426,ordeno,inseminacion,19,5/8/2019,2,83,0,0,-1,-1,-1,-1,-1,-1,-1
10427,ordeno,prenez,30,5/8/2019,1,382,0,-1,-1,-1,-1,-1,-1,-1,-1
10430,ordeno,inseminacion,19,5/9/2019,2,75,0,0,-1,-1,-1,-1,-1,-1,-1
10431,ordeno,inseminacion,19,5/9/2019,2,77,0,0,-1,-1,-1,-1,-1,-1,-1
10432,ordeno,parto,21,5/10/2019,2,8,0,0,-1,-1,-1,-1,-1,-1,-1
10434,ordeno,celo,20,5/10/2019,2,23,0,0,-1,-1,-1,-1,-1,-1,-1
10435,ordeno,prenez,16,5/10/2019,1,374,0,-1,-1,-1,-1,-1,-1,-1,-1
10436,ordeno,parto,20,5/11/2019,2,46,1,0,-1,-1,-1,-1,-1,-1,-1
10437,ordeno,pd-inseminacion,19,5/11/2019,2,105,0,1,-1,-1,-1,-1,-1,-1,-1
10442,ordeno,celo,19,5/12/2019,2,71,0,0,-1,-1,-1,-1,-1,-1,-1
10444,ordeno,prenez,30,5/13/2019,1,404,1,-1,-1,-1,-1,-1,-1,-1,-1
10445,ordeno,inseminacion,19,5/13/2019,2,66,0,0,-1,-1,-1,-1,-1,-1,-1
10446,ordeno,parto,20,5/13/2019,2,24,0,0,-1,-1,-1,-1,-1,-1,-1
10447,ordeno,celo,20,5/13/2019,2,47,0,0,-1,-1,-1,-1,-1,-1,-1
10448,ordeno,inseminacion,19,5/13/2019,2,93,0,0,-1,-1,-1,-1,-1,-1,-1
10449,ordeno,parto,19,5/13/2019,2,89,0,0,-1,-1,-1,-1,-1,-1,-1
10450,ordeno,aborto,12,5/13/2019,1,248,0,-1,-1,-1,-1,-1,-1,-1,-1
10451,ordeno,parto,19,5/13/2019,2,64,0,0,-1,-1,-1,-1,-1,-1,-1
10454,seca,prenez,85,5/14/2019,1,388,0,-1,-1,-1,-1,-1,-1,-1,-1
10455,ordeno,parto,20,5/14/2019,2,35,0,0,-1,-1,-1,-1,-1,-1,-1
10456,ordeno,prenez,11,5/14/2019,1,198,0,-1,-1,-1,-1,-1,-1,-1,-1
10458,ordeno,prenez,19,5/15/2019,2,95,0,0,-1,-1,-1,-1,-1,-1,-1
10459,ordeno,prenez,12,5/15/2019,1,305,0,-1,-1,-1,-1,-1,-1,-1,-1
10460,ordeno,celo,19,5/15/2019,2,72,0,0,-1,-1,-1,-1,-1,-1,-1
10461,seca,prenez,84,5/15/2019,1,424,0,-1,-1,-1,-1,-1,-1,-1,-1
10462,ordeno,parto,20,5/15/2019,2,46,1,0,-1,-1,-1,-1,-1,-1,-1
10463,ordeno,inseminacion,19,5/17/2019,2,82,0,0,-1,-1,-1,-1,-1,-1,-1
10464,ordeno,parto,20,5/17/2019,2,34,0,0,-1,-1,-1,-1,-1,-1,-1
10465,ordeno,inseminacion,19,5/17/2019,2,67,0,0,-1,-1,-1,-1,-1,-1,-1
10466,ordeno,prenez,30,5/17/2019,1,412,0,-1,-1,-1,-1,-1,-1,-1,-1
10467,ordeno,celo,20,5/17/2019,2,46,0,0,-1,-1,-1,-1,-1,-1,-1
10468,ordeno,prenez,12,5/17/2019,1,290,0,-1,-1,-1,-1,-1,-1,-1,-1
10471,ordeno,para_no_inseminar,30,5/18/2019,1,403,0,-1,-1,-1,-1,-1,-1,-1,-1
10473,ordeno,celo,20,5/18/2019,2,44,0,0,-1,-1,-1,-1,-1,-1,-1
10476,ordeno,prenez,30,5/18/2019,1,388,0,-1,-1,-1,-1,-1,-1,-1,-1
10477,seca,prenez,84,5/19/2019,1,430,0,-1,-1,-1,-1,-1,-1,-1,-1
10478,ordeno,celo,20,5/19/2019,2,25,0,0,-1,-1,-1,-1,-1,-1,-1
10483,ordeno,parto,21,5/20/2019,2,11,0,0,-1,-1,-1,-1,-1,-1,-1
10485,ordeno,parto,21,5/20/2019,2,16,0,0,-1,-1,-1,-1,-1,-1,-1
10487,ordeno,parto,20,5/20/2019,2,47,1,0,-1,-1,-1,-1,-1,-1,-1
10488,ordeno,celo,20,5/20/2019,2,55,0,0,-1,-1,-1,-1,-1,-1,-1
10489,ordeno,parto,19,5/20/2019,2,83,0,0,-1,-1,-1,-1,-1,-1,-1
10490,seca,prenez,1,5/21/2019,1,290,0,-1,-1,-1,-1,-1,-1,-1,-1
10492,ordeno,parto,20,5/21/2019,2,30,0,0,-1,-1,-1,-1,-1,-1,-1
10493,ordeno,prenez,30,5/21/2019,1,410,0,-1,-1,-1,-1,-1,-1,-1,-1
10501,ordeno,parto,21,5/23/2019,2,16,0,0,-1,-1,-1,-1,-1,-1,-1
10504,ordeno,para_no_inseminar,30,5/23/2019,1,404,0,-1,-1,-1,-1,-1,-1,-1,-1
10505,ordeno,parto,21,5/24/2019,2,6,0,0,-1,-1,-1,-1,-1,-1,-1
10506,ordeno,parto,20,5/24/2019,2,42,0,0,-1,-1,-1,-1,-1,-1,-1
10508,seca,prenez,85,5/25/2019,1,306,0,-1,-1,-1,-1,-1,-1,-1,-1
10510,ordeno,prenez,30,5/25/2019,1,397,0,-1,-1,-1,-1,-1,-1,-1,-1
10511,seca,prenez,1,5/26/2019,1,264,0,-1,-1,-1,-1,-1,-1,-1,-1
10512,ordeno,inseminacion,19,5/26/2019,2,62,0,0,-1,-1,-1,-1,-1,-1,-1
10515,ordeno,inseminacion,19,5/28/2019,2,78,0,0,-1,-1,-1,-1,-1,-1,-1
10518,seca,prenez,84,5/28/2019,1,380,0,-1,-1,-1,-1,-1,-1,-1,-1
10519,seca,prenez,84,5/28/2019,1,368,0,-1,-1,-1,-1,-1,-1,-1,-1
10520,ordeno,prenez,12,5/28/2019,1,247,0,-1,-1,-1,-1,-1,-1,-1,-1
10521,ordeno,celo,20,5/28/2019,2,25,0,0,-1,-1,-1,-1,-1,-1,-1
10522,seca,prenez,84,5/29/2019,1,369,0,-1,-1,-1,-1,-1,-1,-1,-1
10526,ordeno,parto,20,5/29/2019,2,48,0,0,-1,-1,-1,-1,-1,-1,-1
10527,ordeno,celo,20,5/29/2019,2,51,0,0,-1,-1,-1,-1,-1,-1,-1
10528,ordeno,prenez,16,5/30/2019,1,306,0,-1,-1,-1,-1,-1,-1,-1,-1
10530,ordeno,prenez,16,5/30/2019,1,399,0,-1,-1,-1,-1,-1,-1,-1,-1
10533,ordeno,parto,21,5/30/2019,2,12,0,0,-1,-1,-1,-1,-1,-1,-1
10535,ordeno,parto,20,5/30/2019,2,60,0,0,-1,-1,-1,-1,-1,-1,-1
10538,ordeno,prenez,30,5/31/2019,1,347,0,-1,-1,-1,-1,-1,-1,-1,-1
10539,ordeno,parto,20,6/1/2019,2,57,0,0,-1,-1,-1,-1,-1,-1,-1
10541,ordeno,inseminacion,20,6/1/2019,2,59,0,0,-1,-1,-1,-1,-1,-1,-1
10544,ordeno,prenez,30,6/1/2019,1,393,0,-1,-1,-1,-1,-1,-1,-1,-1
10545,ordeno,celo,20,6/1/2019,2,50,0,0,-1,-1,-1,-1,-1,-1,-1
10546,seca,prenez,85,6/2/2019,1,326,0,-1,-1,-1,-1,-1,-1,-1,-1
10549,seca,prenez,85,6/2/2019,1,269,0,-1,-1,-1,-1,-1,-1,-1,-1
10551,ordeno,prenez,12,6/2/2019,1,321,0,-1,-1,-1,-1,-1,-1,-1,-1
10554,ordeno,celo,19,6/3/2019,2,66,0,0,-1,-1,-1,-1,-1,-1,-1
10555,ordeno,prenez,16,6/3/2019,1,390,0,-1,-1,-1,-1,-1,-1,-1,-1
10556,seca,prenez,85,6/4/2019,1,324,0,-1,-1,-1,-1,-1,-1,-1,-1
10558,seca,prenez,85,6/5/2019,1,283,0,-1,-1,-1,-1,-1,-1,-1,-1
10559,ordeno,inseminacion,19,6/5/2019,2,65,0,0,-1,-1,-1,-1,-1,-1,-1
10560,ordeno,prenez,11,6/5/2019,1,193,0,-1,-1,-1,-1,-1,-1,-1,-1
10561,ordeno,para_no_inseminar,30,6/5/2019,1,395,0,-1,-1,-1,-1,-1,-1,-1,-1
10562,seca,prenez,1,6/5/2019,1,293,0,-1,-1,-1,-1,-1,-1,-1,-1
10565,ordeno,parto,21,6/5/2019,2,3,0,0,-1,-1,-1,-1,-1,-1,-1
10566,seca,prenez,85,6/5/2019,1,271,0,-1,-1,-1,-1,-1,-1,-1,-1
10567,seca,prenez,85,6/6/2019,1,265,0,-1,-1,-1,-1,-1,-1,-1,-1
10570,ordeno,inseminacion,19,6/7/2019,2,73,0,0,-1,-1,-1,-1,-1,-1,-1
10572,ordeno,parto,20,6/7/2019,2,24,1,0,-1,-1,-1,-1,-1,-1,-1
10573,ordeno,inseminacion,3,6/7/2019,2,68,0,1,-1,-1,-1,-1,-1,-1,-1
10575,ordeno,parto,20,6/8/2019,2,25,0,0,-1,-1,-1,-1,-1,-1,-1
10576,seca,prenez,1,6/8/2019,1,322,0,-1,-1,-1,-1,-1,-1,-1,-1
10577,seca,prenez,85,6/9/2019,1,357,0,-1,-1,-1,-1,-1,-1,-1,-1
10579,ordeno,parto,20,6/10/2019,2,20,0,0,-1,-1,-1,-1,-1,-1,-1
10580,ordeno,para_no_inseminar,30,6/10/2019,1,382,3,-1,-1,-1,-1,-1,-1,-1,-1
10581,seca,prenez,86,6/10/2019,1,334,0,-1,-1,-1,-1,-1,-1,-1,-1
10582,ordeno,para_no_inseminar,30,6/10/2019,1,393,0,-1,-1,-1,-1,-1,-1,-1,-1
