index,cow,Status,gynecological_status,patio,given_birthdate,lactation,milk_days,number_mastitis_lactation_1,number_mastitis_lactation_2,number_mastitis_lactation_3,number_mastitis_lactation_4,number_mastitis_lactation_5,number_mastitis_lactation_6,number_mastitis_lactation_7,number_mastitis_lactation_8,number_mastitis_lactation_9
315,3438,milking,pregnacy,13,10/2/2015,5,236,0,0,0,1,1,0,0,0,0
316,3444,milking,insemination,19,10/2/2015,5,91,0,0,0,0,0,0,0,0,0
317,3453,milking,pregnacy,24,10/4/2015,5,259,0,0,0,0,1,0,0,0,0
318,3454,milking,no_inseminate,28,10/5/2015,4,353,0,1,2,1,0,0,0,0,0
319,3505,milking,pregnacy,14,10/13/2015,5,197,0,0,0,1,0,0,0,0,0
320,3509,milking,abortion,14,10/14/2015,5,189,0,0,1,0,1,0,0,0,0
321,3512,milking,pregnacy,27,10/15/2015,4,304,0,2,0,1,0,0,0,0,0
322,3519,milking,pregnacy,24,10/16/2015,5,241,0,0,0,0,0,0,0,0,0
323,3531,milking,labor,20,10/19/2015,5,49,0,0,0,1,0,0,0,0,0
324,3533,milking,insemination,19,10/19/2015,5,84,0,0,0,1,0,0,0,0,0
325,3546,milking,insemination,14,10/22/2015,5,188,0,0,0,0,0,0,0,0,0
326,3574,milking,pregnacy,26,10/27/2015,4,279,1,0,2,0,0,0,0,0,0
327,3578,milking,insemination,24,10/27/2015,4,261,0,0,3,0,0,0,0,0,0
328,3583,milking,insemination,29,10/28/2015,4,290,0,0,0,0,0,0,0,0,0
329,3603,milking,pregnacy,13,11/1/2015,4,492,1,0,2,1,0,0,0,0,0
330,3608,milking,pregnacy,24,11/1/2015,5,241,0,0,0,0,0,0,0,0,0
331,3620,milking,pregnacy,29,11/4/2015,5,203,0,1,0,0,1,0,0,0,0
332,3635,milking,insemination,15,11/9/2015,5,182,0,1,0,0,0,0,0,0,0
333,3688,milking,insemination,15,11/16/2015,5,159,0,0,2,0,0,0,0,0,0
334,3690,milking,abortion,25,11/16/2015,5,228,0,0,0,0,0,0,0,0,0
335,3693,milking,pregnacy,29,11/16/2015,4,414,0,0,0,0,0,0,0,0,0
336,3699,milking,pregnacy,25,11/17/2015,5,226,0,0,1,0,0,0,0,0,0
337,3717,milking,insemination,26,11/20/2015,4,280,2,0,0,0,0,0,0,0,0
338,3733,milking,pregnacy,18,11/23/2015,5,116,1,1,2,0,0,0,0,0,0
339,3738,milking,pregnacy,26,11/24/2015,4,283,0,0,0,0,0,0,0,0,0
340,3748,milking,insemination,20,11/26/2015,5,58,0,0,1,0,0,0,0,0,0
341,3758,milking,pregnacy,23,11/27/2015,4,214,0,0,0,0,0,0,0,0,0
342,3783,milking,pregnacy,25,12/1/2015,5,227,5,0,0,0,0,0,0,0,0
343,3788,dry,pregnacy,84,12/2/2015,4,329,0,1,2,3,0,0,0,0,0
344,3821,milking,insemination,15,12/8/2015,5,178,0,0,0,1,0,0,0,0,0
345,3825,milking,pregnacy,24,12/9/2015,5,261,0,0,1,1,0,0,0,0,0
346,3827,milking,pregnacy,28,12/10/2015,4,428,0,0,1,0,0,0,0,0,0
347,3828,milking,pregnacy,15,12/10/2015,5,175,0,0,1,1,0,0,0,0,0
348,3829,milking,insemination,19,12/10/2015,5,83,0,0,0,0,0,0,0,0,0
349,3835,milking,insemination,14,12/11/2015,5,197,0,0,0,0,1,0,0,0,0
350,3838,milking,pregnacy,26,12/11/2015,4,294,0,0,5,0,0,0,0,0,0
351,3839,milking,pregnacy,29,12/11/2015,3,469,1,1,0,0,0,0,0,0,0
352,3863,milking,pregnacy,14,12/18/2015,5,197,0,0,0,0,2,0,0,0,0
353,3864,milking,pregnacy,13,12/18/2015,4,360,1,1,0,1,0,0,0,0,0
354,3867,milking,insemination,15,12/19/2015,5,185,0,0,0,1,0,0,0,0,0
355,3899,milking,labor,20,12/26/2015,5,50,1,0,0,0,0,0,0,0,0
356,3903,milking,insemination,24,12/28/2015,4,250,1,1,0,0,0,0,0,0,0
357,3906,milking,pregnacy,27,12/29/2015,4,330,0,1,0,1,0,0,0,0,0
358,3912,milking,pregnacy,13,12/31/2015,5,255,0,0,1,2,0,0,0,0,0
359,3924,milking,pregnacy,19,10/16/2017,3,101,1,0,0,0,0,0,0,0,0
360,3928,milking,abortion,23,1/6/2016,5,210,0,0,0,1,0,0,0,0,0
361,3940,milking,pregnacy,14,1/10/2016,4,202,0,0,1,0,0,0,0,0,0
362,3943,milking,insemination,15,10/27/2017,3,160,2,0,0,0,0,0,0,0,0
363,3947,milking,pregnacy,17,1/11/2016,5,144,0,0,0,1,1,0,0,0,0
364,3950,milking,insemination,15,1/12/2016,5,176,0,0,0,1,0,0,0,0,0
365,3953,milking,insemination,17,1/13/2016,5,133,0,0,0,0,0,0,0,0,0
366,3956,milking,labor,21,1/14/2016,5,12,0,0,0,0,0,0,0,0,0
367,3957,milking,pregnacy,15,1/14/2016,5,181,0,0,1,1,0,0,0,0,0
368,3958,milking,labor,20,1/15/2016,5,20,0,1,0,0,0,0,0,0,0
369,3961,milking,insemination,14,11/6/2017,3,191,1,2,0,0,0,0,0,0,0
370,3964,milking,labor,21,1/16/2016,5,13,0,0,0,0,0,0,0,0,0
371,3978,milking,pregnacy,14,1/20/2016,5,198,0,0,0,0,1,0,0,0,0
372,3982,milking,pregnacy,14,11/25/2017,2,196,0,0,0,0,0,0,0,0,0
373,3983,milking,pregnacy,17,1/21/2016,5,178,0,0,1,3,3,0,0,0,0
374,3988,milking,pregnacy,17,11/26/2017,3,130,0,0,0,0,0,0,0,0,0
375,3991,milking,pregnacy,17,1/24/2016,5,143,0,0,0,0,1,0,0,0,0
376,3998,milking,pregnacy,29,1/25/2016,5,204,0,0,0,0,0,0,0,0,0
377,3999,milking,labor,21,1/26/2016,5,9,0,0,0,0,0,0,0,0,0
378,4006,dry,pregnacy,85,1/28/2016,4,433,0,0,0,0,0,0,0,0,0
379,4010,milking,pregnacy,13,1/29/2016,5,277,0,0,0,0,0,0,0,0,0
380,4011,dry,pregnacy,86,1/29/2016,4,286,0,0,0,0,0,0,0,0,0
381,4034,milking,pregnacy,29,2/8/2016,4,218,1,0,0,0,0,0,0,0,0
382,4035,milking,labor,21,2/8/2016,5,9,0,0,1,0,0,0,0,0,0
383,4046,milking,no_inseminate,29,2/13/2016,3,432,0,0,0,0,0,0,0,0,0
384,4050,milking,pregnacy,14,2/14/2016,4,190,0,0,0,1,0,0,0,0,0
385,4052,milking,pregnacy,29,2/15/2016,5,250,0,0,0,0,1,0,0,0,0
386,4055,milking,pregnacy,27,2/17/2016,4,335,0,0,0,1,0,0,0,0,0
387,4115,milking,insemination,19,3/7/2016,4,102,0,2,3,0,0,0,0,0,0
388,4116,milking,insemination,17,3/8/2016,4,142,0,0,0,1,0,0,0,0,0
389,4117,milking,labor,20,3/8/2016,4,45,1,0,0,0,0,0,0,0,0
390,4118,milking,no_inseminate,27,3/9/2016,4,347,0,0,0,0,0,0,0,0,0
391,4121,milking,pregnacy,15,3/10/2016,4,181,1,0,0,1,0,0,0,0,0
392,4124,milking,pregnacy,26,3/14/2016,4,283,0,0,1,0,0,0,0,0,0
393,4129,milking,insemination,19,3/16/2016,5,82,1,1,0,1,0,0,0,0,0
394,4130,milking,heat,20,3/16/2016,5,54,0,0,0,0,0,0,0,0,0
395,4136,milking,pregnacy,29,3/21/2016,4,444,0,0,0,0,0,0,0,0,0
396,4142,dry,pregnacy,1,3/24/2016,4,288,0,0,0,0,0,0,0,0,0
397,4146,milking,pregnacy,15,3/26/2016,5,164,0,1,1,0,0,0,0,0,0
398,4154,milking,labor,20,3/30/2016,5,25,0,0,0,0,0,0,0,0,0
399,4159,milking,pregnacy,13,4/3/2016,4,267,0,1,0,1,0,0,0,0,0
400,4177,milking,pregnacy,17,4/10/2016,5,147,0,0,0,0,0,0,0,0,0
401,4179,milking,pregnacy,3,4/12/2016,5,120,1,0,0,0,1,0,0,0,0
402,4182,milking,pregnacy,25,4/13/2016,4,236,3,0,0,0,0,0,0,0,0
403,4185,milking,labor,21,4/15/2016,5,18,1,3,1,2,1,0,0,0,0
404,4186,milking,insemination,19,4/15/2016,5,96,0,0,0,1,0,0,0,0,0
405,4209,milking,labor,21,4/23/2016,5,4,0,0,0,2,0,0,0,0,0
406,4214,milking,insemination,3,4/25/2016,4,130,0,3,6,2,0,0,0,0,0
407,4219,milking,pregnacy,29,4/26/2016,5,201,0,0,0,0,0,0,0,0,0
408,4238,dry,pregnacy,1,5/2/2016,4,284,0,0,1,1,0,0,0,0,0
409,4249,milking,pregnacy,13,5/10/2016,4,308,0,0,1,0,0,0,0,0,0
410,4256,milking,pregnacy,26,5/12/2016,4,287,0,0,1,0,0,0,0,0,0
411,4258,milking,pregnacy,17,5/12/2016,4,152,0,0,0,0,0,0,0,0,0
412,4265,milking,insemination,19,5/14/2016,5,89,0,1,0,1,0,0,0,0,0
413,4280,milking,pregnacy,14,5/17/2016,4,201,0,0,0,0,0,0,0,0,0
414,4294,milking,insemination,26,5/20/2016,4,298,0,0,0,0,0,0,0,0,0
415,4310,milking,pregnacy,15,5/24/2016,4,156,0,0,1,0,0,0,0,0,0
416,4314,milking,pregnacy,24,5/25/2016,4,243,1,2,4,0,0,0,0,0,0
417,4322,milking,pregnacy,24,5/27/2016,4,254,0,0,1,0,0,0,0,0,0
418,4323,milking,pregnacy,13,5/27/2016,4,255,0,1,1,3,0,0,0,0,0
419,4324,milking,insemination,29,5/28/2016,4,272,0,0,0,0,0,0,0,0,0
420,4327,milking,insemination,19,5/29/2016,4,65,0,0,0,0,0,0,0,0,0
421,4328,milking,insemination,3,5/29/2016,4,169,0,0,0,1,0,0,0,0,0
422,4329,milking,pregnacy,17,5/29/2016,4,151,0,0,0,0,0,0,0,0,0
423,4333,milking,pregnacy,29,5/30/2016,4,281,0,0,0,0,0,0,0,0,0
424,4340,milking,pregnacy,15,5/31/2016,4,159,2,0,0,1,0,0,0,0,0
425,4344,milking,pregnacy,13,6/1/2016,4,259,0,0,0,1,0,0,0,0,0
426,4352,dry,pregnacy,84,6/2/2016,4,271,0,1,0,0,0,0,0,0,0
427,4360,milking,insemination,19,6/3/2016,5,63,0,0,0,0,0,0,0,0,0
428,4367,milking,insemination,17,6/6/2016,5,132,0,0,0,0,0,0,0,0,0
429,4375,milking,pregnacy,18,6/7/2016,5,111,0,0,0,0,0,0,0,0,0
430,4376,milking,abortion,29,6/7/2016,3,427,1,0,2,0,0,0,0,0,0
431,4390,milking,pregnacy,27,6/12/2016,4,312,0,2,0,3,0,0,0,0,0
432,4394,milking,insemination,20,6/12/2016,4,59,0,0,2,0,0,0,0,0,0
433,4396,dry,pregnacy,1,6/12/2016,3,290,1,0,0,0,0,0,0,0,0
434,4397,milking,heat,19,6/12/2016,4,83,0,0,0,0,0,0,0,0,0
435,4401,milking,insemination,17,6/14/2016,4,154,0,1,0,0,0,0,0,0,0
436,4407,milking,insemination,23,6/15/2016,4,217,0,0,0,0,0,0,0,0,0
437,4408,milking,pregnacy,28,6/15/2016,3,364,0,0,0,0,0,0,0,0,0
438,4409,milking,pregnacy,14,6/15/2016,4,193,0,0,0,0,0,0,0,0,0
439,4416,milking,pregnacy,24,6/16/2016,4,251,0,1,0,0,0,0,0,0,0
440,4424,milking,pregnacy,26,6/17/2016,4,280,0,0,1,0,0,0,0,0,0
441,4431,milking,insemination,19,6/19/2016,5,81,0,0,2,0,0,0,0,0,0
442,4437,milking,pregnacy,13,6/20/2016,4,305,0,0,0,0,0,0,0,0,0
443,4439,milking,pregnacy,13,6/20/2016,3,298,0,0,0,0,0,0,0,0,0
444,4444,milking,pregnacy,13,6/21/2016,3,427,0,1,0,0,0,0,0,0,0
445,4465,milking,pregnacy,29,6/25/2016,4,255,0,0,1,0,0,0,0,0,0
446,4467,dry,pregnacy,84,6/25/2016,4,301,0,0,0,1,0,0,0,0,0
447,4469,milking,pregnacy,13,6/26/2016,4,285,0,0,0,0,0,0,0,0,0
448,4472,milking,pregnacy,23,6/26/2016,4,214,0,0,0,0,0,0,0,0,0
449,4473,milking,labor,21,6/26/2016,4,8,0,0,1,0,0,0,0,0,0
450,4485,milking,pregnacy,14,6/27/2016,4,197,0,0,0,0,0,0,0,0,0
451,4488,milking,insemination,19,6/28/2016,4,81,0,3,5,0,0,0,0,0,0
452,4490,milking,pregnacy,27,6/28/2016,4,321,1,0,0,0,0,0,0,0,0
453,4493,milking,labor,21,6/29/2016,5,14,0,0,0,0,0,0,0,0,0
454,4496,milking,pregnacy,17,6/29/2016,4,153,0,0,0,0,0,0,0,0,0
455,4497,milking,pregnacy,14,6/30/2016,4,204,0,0,0,0,0,0,0,0,0
456,4498,milking,pregnacy,17,6/30/2016,4,150,0,0,0,0,0,0,0,0,0
457,4501,milking,pregnacy,13,6/30/2016,4,287,0,0,0,0,0,0,0,0,0
458,4502,milking,pregnacy,15,7/1/2016,4,177,0,0,0,0,0,0,0,0,0
459,4512,milking,pregnacy,23,7/3/2016,4,209,0,0,0,0,0,0,0,0,0
460,4514,milking,pregnacy,26,7/3/2016,4,269,0,0,0,0,0,0,0,0,0
461,4531,milking,insemination,15,7/6/2016,4,172,0,0,1,0,0,0,0,0,0
462,4544,milking,pregnacy,17,7/8/2016,3,395,0,0,1,0,0,0,0,0,0
463,4548,milking,pregnacy,17,7/8/2016,4,140,0,0,0,0,0,0,0,0,0
464,4563,milking,labor,20,7/11/2016,5,38,0,0,0,1,0,0,0,0,0
465,4565,milking,pregnacy,26,7/11/2016,4,271,0,0,0,0,0,0,0,0,0
466,4566,milking,pregnacy,24,7/11/2016,4,248,0,0,0,0,0,0,0,0,0
467,4571,milking,pregnacy,24,7/12/2016,4,248,1,0,0,1,0,0,0,0,0
468,4588,milking,pregnacy,15,7/15/2016,4,165,0,0,0,0,0,0,0,0,0
469,4592,milking,labor,21,7/16/2016,4,7,0,3,2,0,0,0,0,0,0
470,4593,milking,pregnacy,14,7/16/2016,4,194,0,0,0,0,0,0,0,0,0
471,4597,milking,pregnacy,13,7/17/2016,4,307,0,0,1,0,0,0,0,0,0
472,4606,milking,insemination,15,7/19/2016,4,162,0,0,0,0,0,0,0,0,0
473,4610,milking,no_inseminate,27,7/19/2016,3,335,0,0,0,0,0,0,0,0,0
474,4613,milking,pregnacy,14,7/20/2016,4,189,0,0,1,0,0,0,0,0,0
475,4633,milking,pregnacy,24,7/24/2016,4,246,0,1,0,0,0,0,0,0,0
476,4634,milking,labor,20,7/24/2016,4,52,0,0,0,0,0,0,0,0,0
477,4637,dry,pregnacy,86,7/24/2016,3,329,0,0,0,0,0,0,0,0,0
478,4660,milking,insemination,23,7/29/2016,4,214,0,0,0,0,0,0,0,0,0
479,4662,milking,pregnacy,13,7/29/2016,3,376,0,0,0,0,0,0,0,0,0
480,4668,milking,labor,19,7/30/2016,4,62,0,0,0,0,0,0,0,0,0
481,4672,milking,pregnacy,17,8/1/2016,4,131,0,0,0,0,0,0,0,0,0
482,4676,milking,pregnacy,24,8/1/2016,4,248,0,0,0,0,0,0,0,0,0
483,4679,dry,pregnacy,1,8/2/2016,3,320,0,0,0,0,0,0,0,0,0
484,4682,milking,pregnacy,26,8/3/2016,3,269,1,2,0,0,0,0,0,0,0
485,4696,milking,pregnacy,23,8/4/2016,3,219,0,0,0,0,0,0,0,0,0
486,4697,dry,pregnacy,84,8/4/2016,4,269,0,0,0,0,0,0,0,0,0
487,4709,milking,pregnacy,13,8/7/2016,4,265,0,1,0,0,0,0,0,0,0
488,4719,milking,pregnacy,14,8/8/2016,4,191,0,1,0,1,0,0,0,0,0
489,4732,milking,pregnacy,13,8/10/2016,4,257,0,0,0,0,0,0,0,0,0
490,4733,milking,labor,20,8/10/2016,4,36,0,0,0,0,0,0,0,0,0
491,4742,milking,pregnacy,15,8/12/2016,4,160,0,1,0,0,0,0,0,0,0
492,4744,milking,pregnacy,23,8/13/2016,4,215,0,0,0,0,0,0,0,0,0
493,4748,milking,pregnacy,13,8/14/2016,4,264,0,0,0,0,0,0,0,0,0
494,4754,milking,insemination,17,8/15/2016,4,144,0,0,0,0,0,0,0,0,0
495,4756,milking,pregnacy,17,8/15/2016,4,144,0,0,0,0,0,0,0,0,0
496,4757,milking,insemination,19,8/15/2016,4,72,0,0,0,0,0,0,0,0,0
497,4770,milking,pregnacy,18,8/18/2016,4,120,0,0,0,0,0,0,0,0,0
498,4777,milking,pregnacy,27,8/18/2016,3,341,0,0,0,0,0,0,0,0,0
499,4780,milking,pregnacy,23,8/19/2016,4,218,0,0,0,1,0,0,0,0,0
500,4787,milking,pregnacy,28,8/20/2016,3,372,0,0,1,0,0,0,0,0,0
501,4795,milking,pregnacy,23,8/21/2016,4,211,0,0,1,0,0,0,0,0,0
502,4797,milking,insemination,27,8/21/2016,3,300,0,0,0,0,0,0,0,0,0
503,4803,dry,pregnacy,84,8/22/2016,3,327,0,0,0,0,0,0,0,0,0
504,4806,milking,insemination,18,8/23/2016,4,112,0,0,1,0,0,0,0,0,0
505,4813,milking,pregnacy,13,8/24/2016,4,345,0,1,1,0,0,0,0,0,0
506,4819,dry,pregnacy,84,8/24/2016,4,280,0,0,0,0,0,0,0,0,0
507,4821,milking,pregnacy,13,8/25/2016,4,253,0,0,1,0,0,0,0,0,0
508,4829,milking,heat,19,8/27/2016,4,83,1,0,1,0,0,0,0,0,0
509,4834,milking,pregnacy,27,8/27/2016,3,314,0,1,0,0,0,0,0,0,0
510,4853,milking,insemination,19,8/30/2016,4,87,0,0,0,0,0,0,0,0,0
511,4868,milking,pregnacy,26,9/1/2016,4,269,0,0,0,0,0,0,0,0,0
512,4869,milking,pregnacy,24,9/1/2016,3,248,0,0,0,0,0,0,0,0,0
513,4873,milking,pregnacy,17,9/2/2016,4,141,0,0,0,0,0,0,0,0,0
514,4877,milking,pregnacy,19,9/3/2016,4,148,1,3,8,5,0,0,0,0,0
515,4878,dry,pregnacy,85,9/4/2016,4,276,0,0,0,0,0,0,0,0,0
516,4879,milking,pregnacy,25,9/4/2016,4,234,0,0,0,0,0,0,0,0,0
517,4882,milking,pregnacy,26,9/5/2016,4,275,0,0,0,0,0,0,0,0,0
518,4893,milking,insemination,19,9/7/2016,4,75,0,0,0,0,0,0,0,0,0
519,4896,milking,pregnacy,15,9/8/2016,4,182,0,0,0,0,0,0,0,0,0
520,4902,milking,pregnacy,18,9/9/2016,4,107,0,0,0,0,0,0,0,0,0
521,4908,dry,pregnacy,1,9/10/2016,3,363,0,0,0,0,0,0,0,0,0
522,4912,milking,pregnacy,26,9/11/2016,3,299,0,0,1,0,0,0,0,0,0
523,4916,milking,pregnacy,27,9/11/2016,4,306,0,1,0,0,0,0,0,0,0
524,4919,milking,pregnacy,13,9/11/2016,3,401,1,0,1,0,0,0,0,0,0
525,4931,dry,pregnacy,84,9/13/2016,4,399,1,2,0,1,0,0,0,0,0
526,4933,milking,pregnacy,29,9/13/2016,4,247,0,0,0,0,0,0,0,0,0
527,4934,milking,pregnacy,23,9/14/2016,4,206,0,0,0,0,0,0,0,0,0
528,4949,milking,pregnacy,13,9/15/2016,4,254,0,0,0,1,0,0,0,0,0
529,4951,milking,labor,20,9/16/2016,4,25,0,1,0,0,0,0,0,0,0
530,4955,milking,pregnacy,15,9/16/2016,4,181,0,0,0,0,0,0,0,0,0
531,4967,milking,labor,20,11/7/2012,7,41,0,0,0,0,0,2,0,0,0
532,4970,dry,pregnacy,85,9/18/2016,4,310,0,0,0,1,0,0,0,0,0
533,4973,milking,pregnacy,15,9/18/2016,4,183,0,0,0,0,0,0,0,0,0
534,4974,milking,pregnacy,13,9/18/2016,4,279,0,0,0,0,0,0,0,0,0
535,4978,milking,pregnacy,13,9/19/2016,3,370,0,1,0,0,0,0,0,0,0
536,4987,milking,pregnacy,13,9/20/2016,3,362,0,0,1,0,0,0,0,0,0
537,4997,milking,pregnacy,23,9/21/2016,4,215,0,0,0,0,0,0,0,0,0
538,4998,milking,insemination,23,9/21/2016,4,205,0,0,0,0,0,0,0,0,0
539,5001,milking,pregnacy,24,9/22/2016,4,241,0,0,0,0,0,0,0,0,0
540,5010,milking,insemination,15,9/29/2012,7,164,0,0,0,0,0,0,1,0,0
541,5012,milking,pregnacy,14,9/24/2016,4,190,0,0,0,0,0,0,0,0,0
542,5035,milking,insemination,27,9/26/2016,3,327,0,0,0,0,0,0,0,0,0
543,5038,milking,pregnacy,25,9/26/2016,4,227,0,0,1,1,0,0,0,0,0
544,5041,milking,insemination,17,9/26/2016,4,132,0,0,0,0,0,0,0,0,0
545,5042,milking,insemination,15,9/27/2016,4,161,0,0,1,0,0,0,0,0,0
546,5047,milking,pregnacy,18,9/28/2016,4,111,0,0,0,0,0,0,0,0,0
547,5050,milking,labor,20,9/28/2016,3,20,0,2,0,0,0,0,0,0,0
548,5053,milking,labor,3,9/28/2016,4,33,0,0,4,1,0,0,0,0,0
549,5061,milking,insemination,18,9/30/2016,4,105,0,0,0,0,0,0,0,0,0
550,5071,milking,pregnacy,24,10/2/2016,4,257,0,0,0,0,0,0,0,0,0
551,5077,milking,insemination,20,10/3/2016,4,55,0,0,0,0,0,0,0,0,0
552,5078,milking,insemination,18,10/3/2016,4,139,0,0,0,1,0,0,0,0,0
553,5081,milking,pregnacy,13,10/3/2016,4,247,2,1,0,0,0,0,0,0,0
554,5082,milking,labor,20,1/26/2013,7,49,0,0,1,0,1,2,0,0,0
555,5089,milking,pregnacy,13,10/3/2016,4,243,0,0,0,0,0,0,0,0,0
556,5100,milking,pregnacy,24,10/4/2016,4,243,0,1,0,0,0,0,0,0,0
557,5117,milking,pregnacy,23,10/7/2016,4,219,0,0,0,0,0,0,0,0,0
558,5122,milking,insemination,15,10/8/2016,4,158,0,0,0,0,0,0,0,0,0
559,5124,milking,insemination,14,10/8/2016,4,195,0,0,1,0,0,0,0,0,0
560,5125,milking,pregnacy,25,10/8/2016,4,236,1,0,0,2,0,0,0,0,0
561,5127,milking,pregnacy,18,10/9/2016,4,211,1,0,3,1,0,0,0,0,0
562,5129,milking,heat,20,10/9/2016,4,57,0,1,2,0,0,0,0,0,0
563,5133,milking,pregnacy,13,10/9/2016,4,235,0,1,0,0,0,0,0,0,0
564,5136,milking,pregnacy,28,12/15/2012,7,238,0,0,7,0,0,1,0,0,0
565,5137,milking,pregnacy,23,10/10/2016,4,218,0,0,0,0,0,0,0,0,0
566,5141,milking,pregnacy,24,10/10/2016,4,253,0,0,0,0,0,0,0,0,0
567,5142,milking,insemination,19,10/10/2016,4,76,0,0,0,0,0,0,0,0,0
568,5150,milking,pregnacy,25,10/12/2016,4,231,0,0,1,1,0,0,0,0,0
569,5154,milking,pregnacy,13,10/12/2016,4,261,0,0,0,0,0,0,0,0,0
570,5157,milking,heat,18,10/13/2016,4,125,0,1,1,0,0,0,0,0,0
571,5158,milking,labor,20,10/13/2016,4,35,0,0,1,0,0,0,0,0,0
572,5163,milking,pregnacy,14,10/15/2016,4,190,0,0,0,0,0,0,0,0,0
573,5167,milking,pregnacy,23,10/15/2016,4,210,0,0,0,0,0,0,0,0,0
574,5173,milking,insemination,15,10/16/2016,4,177,0,0,0,0,0,0,0,0,0
575,5181,milking,pregnacy,13,10/17/2016,4,235,0,0,0,0,0,0,0,0,0
576,5182,milking,pregnacy,14,3/21/2013,6,204,0,0,1,0,2,1,0,0,0
577,5187,milking,pregnacy,14,10/18/2016,4,198,0,0,0,0,0,0,0,0,0
578,5191,milking,pregnacy,24,10/18/2016,3,260,0,0,1,0,0,0,0,0,0
579,5197,milking,pregnacy,23,10/18/2016,4,208,0,0,0,2,0,0,0,0,0
580,5209,milking,pregnacy,13,10/21/2016,4,248,0,0,0,0,0,0,0,0,0
581,5215,milking,labor,21,10/21/2016,4,9,0,0,0,0,0,0,0,0,0
582,5217,milking,pregnacy,23,10/22/2016,4,208,0,0,0,0,0,0,0,0,0
583,5243,milking,insemination,18,10/25/2016,4,123,0,0,0,0,0,0,0,0,0
584,5245,dry,pregnacy,84,10/25/2016,3,419,0,0,1,0,0,0,0,0,0
585,5246,milking,labor,21,10/25/2016,4,14,1,0,0,0,0,0,0,0,0
586,5250,milking,pregnacy,26,10/26/2016,4,280,0,0,0,0,0,0,0,0,0
587,5254,milking,pregnacy,18,10/26/2016,4,126,0,0,0,0,0,0,0,0,0
588,5255,milking,labor,19,10/27/2016,4,79,0,0,1,0,0,0,0,0,0
589,5257,milking,pregnacy,15,10/27/2016,4,174,0,0,0,0,0,0,0,0,0
590,5258,milking,no_inseminate,28,10/27/2016,3,384,0,0,0,0,0,0,0,0,0
591,5261,milking,labor,19,6/28/2013,6,72,0,0,0,0,0,0,0,0,0
592,5272,milking,pregnacy,18,10/29/2016,4,126,0,0,0,0,0,0,0,0,0
593,5285,milking,pregnacy,13,10/31/2016,4,232,1,0,0,0,0,0,0,0,0
594,5287,milking,pregnacy,13,10/31/2016,4,286,0,0,2,0,0,0,0,0,0
595,5292,milking,insemination,18,11/1/2016,4,126,0,1,0,0,0,0,0,0,0
596,5293,milking,pregnacy,13,11/1/2016,4,246,0,0,0,0,0,0,0,0,0
597,5294,milking,pregnacy,28,11/1/2016,3,336,0,0,2,0,0,0,0,0,0
598,5297,milking,pregnacy,14,11/2/2016,4,201,0,0,0,0,0,0,0,0,0
599,5298,milking,pregnacy,13,11/2/2016,4,236,0,0,1,1,0,0,0,0,0
600,5299,dry,pregnacy,86,11/2/2016,3,336,0,0,0,0,0,0,0,0,0
601,5304,milking,pregnacy,28,11/4/2016,3,337,0,0,0,0,0,0,0,0,0
602,5307,milking,insemination,18,11/4/2016,4,126,0,0,0,0,0,0,0,0,0
603,5314,milking,pregnacy,25,11/5/2016,4,235,0,2,0,5,0,0,0,0,0
604,5315,milking,pregnacy,28,11/6/2016,4,261,0,0,0,0,0,0,0,0,0
605,5325,milking,abortion,24,11/6/2016,4,263,0,0,0,0,0,0,0,0,0
606,5336,milking,pregnacy,17,10/22/2013,7,141,1,1,5,1,0,0,0,0,0
607,5351,milking,pregnacy,3,11/11/2016,3,234,0,2,2,0,0,0,0,0,0
608,5355,milking,pregnacy,15,11/11/2016,4,171,0,0,0,0,0,0,0,0,0
609,5357,milking,pregnacy,14,11/12/2016,4,192,0,0,0,0,0,0,0,0,0
610,5372,milking,pregnacy,26,3/28/2014,5,273,0,0,0,1,2,0,0,0,0
611,5376,milking,pregnacy,14,11/14/2016,4,192,1,0,0,0,0,0,0,0,0
612,5389,dry,pregnacy,84,11/16/2016,3,400,0,0,1,0,0,0,0,0,0
613,5390,milking,pregnacy,15,11/16/2016,4,160,0,1,0,0,0,0,0,0,0
614,5392,milking,pregnacy,24,3/8/2014,5,265,0,0,3,0,0,0,0,0,0
615,5395,milking,insemination,19,5/23/2014,5,186,0,3,0,2,1,0,0,0,0
616,5398,milking,pregnacy,14,11/17/2016,4,196,1,0,0,0,0,0,0,0,0
617,5405,milking,pregnacy,26,5/16/2014,5,296,0,0,1,5,4,0,0,0,0
618,5406,milking,pregnacy,26,11/18/2016,3,297,0,0,0,0,0,0,0,0,0
619,5407,milking,no_inseminate,22,4/21/2014,6,532,0,0,0,0,0,0,0,0,0
620,5423,milking,insemination,17,6/21/2014,6,146,0,0,0,0,0,0,0,0,0
621,5426,milking,pregnacy,24,11/21/2016,4,244,0,0,0,0,0,0,0,0,0
622,5436,milking,pregnacy,13,11/22/2016,4,245,0,0,0,0,0,0,0,0,0
623,5439,milking,pregnacy,26,11/22/2016,3,287,0,1,1,0,0,0,0,0,0
624,5450,milking,pregnacy,29,6/28/2014,5,437,0,0,0,0,0,0,0,0,0
625,5451,milking,insemination,18,11/24/2016,4,111,0,0,0,0,0,0,0,0,0
626,5455,milking,pregnacy,18,11/25/2016,4,112,0,0,1,0,0,0,0,0,0
