,id,lactation_1,lactation_2,lactation_3,total_production_1,total_production_2,total_production_3,milk_days_1,milk_days_2,milk_days_3,mastitis_lac_1,mastitis_lac_2,mastitis_lac_3,inseminacion_lac_1,inseminacion_lac_2,inseminacion_lac_3,abortos_Lac_1,abortos_lac_2,abortos_lac_3,production_ok
591,5547,1,1,1,9401,13050,11010,280,346,266,0,0,1,1,4,1,0,0,0,1
592,5551,1,1,1,10340,11642,15779,335,333,393,0,0,0,2,3,7,0,0,0,1
593,5556,1,1,1,11498,10273,7337,356,297,383,0,0,0,2,1,3,0,0,0,0
594,5559,1,1,1,8534,10293,10675,289,325,379,0,0,1,2,2,5,0,0,0,1
595,5563,1,1,1,10443,8975,8021,378,309,314,0,0,1,3,2,2,0,0,0,0
596,5569,1,1,1,9349,8767,9576,369,283,319,0,0,0,3,1,2,0,0,1,0
597,5575,1,1,1,8252,9303,8889,285,299,302,0,0,0,1,2,2,0,0,0,0
598,5576,1,1,1,12429,11786,10059,355,304,303,0,2,1,3,2,1,0,0,0,1
599,5585,1,1,1,14892,10290,6359,548,357,166,0,1,0,5,3,1,1,0,0,0
600,5609,1,1,1,8390,7444,7857,282,265,303,0,3,3,1,2,2,0,0,0,0
601,5613,1,1,1,8467,11086,12124,283,303,408,0,0,0,1,1,3,0,0,0,1
602,5619,1,1,1,7259,9958,7207,270,320,269,0,0,0,1,2,1,0,0,0,0
603,5624,1,1,1,10001,19581,7003,280,597,270,0,1,0,1,10,1,0,0,0,0
604,5628,1,1,1,10079,13016,11751,290,358,313,0,0,0,1,3,2,0,0,0,1
605,5632,1,1,1,8274,10283,12116,274,320,385,0,0,0,1,3,2,0,0,0,1
606,5633,1,1,1,9717,9576,9004,287,276,277,0,1,1,1,1,1,0,0,0,0
607,5644,1,1,1,16545,13184,11975,463,332,300,0,0,1,6,3,5,0,0,0,1
608,5651,1,1,1,7922,11087,11996,275,366,397,0,0,1,1,3,4,0,0,0,1
609,5655,1,1,1,9467,10814,9096,301,306,264,1,2,1,2,2,1,0,0,0,0
610,5658,1,1,1,8622,9315,10137,271,300,308,0,0,0,1,2,2,0,0,0,1
611,5662,1,1,1,8499,11416,9882,341,326,303,0,0,0,3,3,2,0,0,0,0
612,5668,1,1,1,11994,8295,13201,384,332,352,0,0,0,3,2,5,0,0,0,1
613,5673,1,1,1,11543,13368,13350,337,330,428,0,1,1,2,2,4,0,0,0,1
614,5675,1,1,1,10651,11492,10061,404,321,270,0,1,0,2,2,1,1,0,0,1
615,5677,1,1,1,12278,16893,9459,339,562,218,0,0,0,3,8,1,0,0,0,0
616,5678,1,1,1,10103,12854,11305,316,411,286,0,0,0,1,2,1,0,0,0,1
617,5680,1,1,1,9461,10560,11626,307,290,300,0,0,0,2,1,2,0,0,0,1
618,5681,1,1,1,7304,11013,9046,272,358,333,1,0,0,1,2,1,0,0,0,0
619,5683,1,1,1,7689,9963,10877,283,329,430,0,2,0,1,2,3,0,0,1,1
620,5688,1,1,1,9690,14438,10060,282,419,299,0,1,1,1,7,2,0,0,0,1
621,5692,1,1,1,8791,8726,9314,284,293,312,0,0,0,2,1,3,0,0,0,0
622,5694,1,1,1,16018,10242,12176,488,290,326,0,0,0,5,2,3,1,0,0,1
623,5697,1,1,1,9478,11426,9874,290,319,283,0,0,0,1,2,1,0,0,0,0
624,5702,1,1,1,8929,13602,9087,332,526,300,0,0,1,2,6,2,0,1,0,0
625,5707,1,1,1,9607,16114,15728,273,445,443,0,0,1,1,3,3,0,1,1,1
626,5716,1,1,1,9246,10029,10730,306,288,301,0,0,0,2,1,1,0,0,0,1
627,5728,1,1,1,8002,9451,7207,289,308,283,0,0,1,1,2,1,0,0,0,0
628,5730,1,1,1,8101,8319,9373,304,270,324,0,0,0,2,1,2,0,0,0,0
629,5733,1,1,1,12710,12836,14426,346,423,376,0,0,0,2,3,3,1,0,0,1
630,5741,1,1,1,8882,10123,10697,283,287,314,0,0,1,1,1,2,0,0,0,1
631,5753,1,1,1,9360,12704,12061,296,372,373,0,0,1,1,1,3,0,0,0,1
632,5759,1,1,1,8938,7922,8956,325,278,344,0,0,0,2,1,4,0,0,0,0
633,5769,1,1,1,14116,15471,3595,483,487,161,0,0,0,7,8,4,0,0,0,0
634,5772,1,1,1,10043,12610,12962,309,369,365,0,1,1,2,3,4,0,0,0,1
635,5776,1,1,1,8724,10610,9542,293,378,316,0,0,1,1,4,2,0,0,0,0
636,5779,1,1,1,9460,9257,10204,273,280,307,0,1,0,1,1,2,0,0,0,1
637,5785,1,1,1,10434,15178,6941,346,483,275,0,0,0,3,7,2,0,0,0,0
638,5787,1,1,1,8842,14152,13028,292,537,342,0,0,0,2,6,5,0,2,1,1
639,5789,1,1,1,7966,9733,9947,273,283,275,0,0,0,1,1,1,0,0,0,0
640,5790,1,1,1,6253,7816,6824,283,302,273,0,0,0,2,1,1,0,0,0,0
641,5792,1,1,1,13609,12192,12085,434,342,365,0,0,0,3,3,5,1,0,0,1
642,5793,1,1,1,9606,12936,10613,279,295,304,0,0,2,1,2,1,0,0,0,1
643,5794,1,1,1,10910,13983,12597,284,312,271,0,0,0,1,1,1,0,0,0,1
644,5796,1,1,1,10597,15812,13417,321,444,308,0,0,0,2,2,2,0,1,0,1
645,5800,1,1,1,9716,19449,11083,308,537,278,0,0,2,2,8,2,0,1,0,1
646,5803,1,1,1,11019,17606,11296,294,563,240,0,0,0,1,11,3,0,0,0,1
647,5810,1,1,1,9763,10677,10707,305,279,282,0,0,0,1,1,1,0,0,0,1
648,5816,1,1,1,8165,17851,10881,268,576,315,0,0,0,1,6,5,0,1,0,1
649,5818,1,1,1,10393,11965,12653,303,289,320,0,0,1,2,1,2,0,0,0,1
650,5823,1,1,1,22228,10903,4586,728,274,90,0,0,0,7,1,1,0,0,0,0
651,5824,1,1,1,12401,14282,11045,381,438,270,0,0,0,3,7,1,0,0,0,1
652,5826,1,1,1,10250,14873,12243,284,491,319,0,1,0,1,5,7,0,0,0,1
653,5833,1,1,1,10299,12369,10471,383,411,277,1,0,0,4,5,6,1,0,0,1
654,5834,1,1,1,9398,12756,18090,269,336,517,0,1,0,1,3,9,0,0,1,1
655,5837,1,1,1,9589,11186,14947,320,302,449,0,0,1,2,2,6,0,0,0,1
656,5849,1,1,1,20362,12278,1472,691,334,38,0,0,0,9,3,1,1,0,0,0
657,5870,1,1,1,12725,9114,11072,516,276,331,0,0,0,5,1,5,2,0,0,1
658,5874,1,1,1,10292,16632,12084,320,467,280,0,0,0,2,6,1,0,1,0,1
659,5887,1,1,1,8583,10342,9557,268,287,269,0,0,0,1,1,1,0,0,0,0
660,5890,1,1,1,12937,14543,11712,426,407,278,0,0,0,6,6,2,0,0,0,1
661,5891,1,1,1,8714,11270,9438,299,327,271,0,0,0,2,2,1,0,0,0,0
662,5895,1,1,1,11597,16612,9975,381,519,242,0,0,0,3,7,1,0,1,0,0
663,5911,1,1,1,12824,10742,11266,477,287,273,0,0,0,6,1,2,0,0,0,1
664,5912,1,1,1,9904,11997,11998,285,324,390,0,1,0,1,2,4,0,0,0,1
665,5914,1,1,1,11591,14910,7860,353,508,234,0,0,1,3,9,2,1,0,0,0
666,5916,1,1,1,8013,11504,11456,271,307,299,0,0,0,1,2,1,0,0,0,1
667,5919,1,1,1,11991,12479,10531,459,375,262,0,0,0,4,3,4,0,0,0,1
668,5921,1,1,1,8862,10017,8151,279,301,275,0,0,0,1,1,1,0,0,0,0
669,5923,1,1,0,27499,12128,0,870,263,0,1,0,-1,10,4,-1,2,2,-1,0
670,5926,1,1,1,8976,14872,12469,274,464,320,0,0,0,1,8,9,0,0,0,1
671,5928,1,1,1,9608,10056,10623,323,283,311,0,0,0,2,1,3,0,0,0,1
672,5930,1,1,1,8811,13951,10661,293,443,340,0,0,1,1,5,4,0,0,0,1
673,5936,1,1,1,8617,9872,9565,268,278,282,0,0,0,1,1,1,0,0,0,0
674,5938,1,1,1,9046,13829,11162,284,455,295,0,0,2,1,7,3,0,0,0,1
675,5939,1,1,1,12211,9901,12267,484,273,340,0,0,0,7,1,4,0,0,0,1
676,5941,1,1,1,9545,12496,13730,320,408,379,0,3,4,2,4,8,0,0,0,1
677,5948,1,1,1,8453,9661,10054,295,308,314,0,0,0,1,2,3,0,0,0,1
678,5950,1,1,1,8229,14940,6761,279,518,250,0,0,0,1,8,2,0,1,0,0
679,5952,1,1,1,7525,12036,11428,280,442,391,0,0,1,1,4,7,0,1,0,1
680,5956,1,1,1,8120,16198,11873,291,502,293,0,0,0,1,3,1,0,1,1,1
681,5960,1,1,1,8276,14128,12247,267,375,273,1,0,0,1,2,1,0,0,0,1
682,5971,1,1,1,8607,10594,10551,274,271,280,0,0,1,1,1,1,0,0,0,1
683,5972,1,1,1,9319,13452,12642,297,428,330,0,0,0,1,6,4,0,0,0,1
684,5976,1,1,1,13418,13656,10708,476,419,232,0,0,1,9,5,1,0,0,0,1
685,5981,1,1,1,8451,9709,8428,282,327,271,0,1,0,1,2,1,0,0,0,0
686,5984,1,1,1,7486,12573,11767,279,399,294,0,0,0,1,5,3,0,0,0,1
687,5986,1,1,1,10818,16456,8497,335,582,176,1,0,0,3,5,1,0,2,0,0
688,6003,1,1,1,7859,12713,13771,266,364,397,0,0,1,1,4,5,0,0,0,1
689,6016,1,1,1,8880,14258,14388,260,456,384,0,2,4,1,4,6,0,1,0,1
690,6019,1,1,1,9420,16815,9966,296,472,300,0,0,1,3,8,6,0,0,1,0
691,6021,1,1,1,9586,11541,8643,350,364,275,0,0,1,3,2,1,1,0,0,0
692,6023,1,1,1,10555,12344,11995,352,370,317,0,0,0,3,2,4,1,1,1,1
693,6025,1,1,1,12031,12905,7243,462,410,217,0,0,0,5,5,1,0,0,0,0
694,6026,1,1,1,12264,12584,12748,379,307,286,0,0,1,4,2,1,0,0,0,1
695,6030,1,1,0,22036,16084,0,655,405,0,0,0,-1,7,7,-1,0,0,-1,0
696,6042,1,1,1,19921,11889,3551,686,301,68,0,0,0,5,1,0,1,0,0,0
697,6048,1,1,1,9488,15727,12614,282,471,301,1,0,0,1,10,3,0,0,0,1
698,6053,1,1,1,9172,11117,11702,286,301,309,0,0,0,1,2,1,0,0,0,1
699,6056,1,1,1,8341,10459,9713,282,303,276,0,1,0,1,2,1,0,0,0,0
700,6059,1,1,1,10710,12104,11717,435,330,280,0,0,0,2,2,1,1,0,0,1
701,6062,1,1,1,8144,15557,10518,263,536,279,0,0,0,1,11,8,0,0,0,1
702,6069,1,1,1,14346,11913,10880,489,330,249,0,0,0,9,2,2,0,0,0,1
703,6070,1,1,0,17234,14814,0,679,441,0,0,1,-1,8,5,-1,1,0,-1,0
704,6072,1,1,1,9807,12430,16305,273,303,469,0,0,1,1,1,6,0,0,0,1
705,6076,1,1,1,12338,7874,10914,382,285,268,0,1,1,3,1,1,0,0,0,1
706,6088,1,1,1,10092,14596,9975,351,517,423,0,0,4,3,4,5,0,1,0,0
707,6109,1,1,1,8572,9760,12852,323,301,380,0,0,0,2,2,5,0,0,0,1
708,6110,1,1,1,9350,11862,10477,290,313,294,0,1,2,1,2,2,0,0,0,1
709,6111,1,1,1,8893,9984,7977,339,307,272,0,0,0,3,2,1,0,0,0,0
710,6113,1,1,1,9182,12201,11320,344,423,333,1,0,0,5,8,3,0,0,0,1
711,6117,1,1,1,0,529,11223,303,278,264,0,0,1,1,2,1,0,0,0,1
712,6129,1,1,1,10587,15551,11073,320,454,258,0,1,7,1,6,4,0,0,0,1
713,6130,1,1,1,10087,12393,11872,300,318,285,0,0,0,2,2,1,0,0,0,1
714,6131,1,1,0,16814,14865,0,685,417,0,0,0,-1,7,8,-1,1,0,-1,0
715,6132,1,1,1,15225,9614,11415,531,267,262,0,0,0,4,1,5,1,0,0,1
716,6144,1,1,1,11874,11131,6738,473,386,186,0,0,0,8,5,2,0,0,0,0
717,6147,1,1,1,9392,10654,10648,298,301,322,0,0,0,1,1,2,0,0,0,1
718,6151,1,1,1,7247,10437,8863,271,304,262,0,0,0,1,2,1,0,0,0,0
719,6163,1,1,1,9000,16301,13131,276,432,313,0,0,0,1,5,1,0,0,0,1
720,6166,1,1,0,18232,21766,0,528,575,0,0,2,-1,5,4,-1,1,1,-1,0
721,6172,1,1,1,10468,13050,11588,379,387,260,0,0,0,3,5,2,1,0,0,1
722,6174,1,1,1,8754,12536,11025,304,434,247,0,0,0,2,5,2,0,0,0,1
723,6176,1,1,1,9614,5940,9797,353,271,280,5,3,1,2,1,1,0,0,0,0
724,6180,1,5,1,8471,8190,8934,325,286,309,1,0,0,2,1,2,0,0,0,0
725,6191,1,1,1,10557,11148,10546,349,308,273,0,0,0,3,2,1,0,0,0,1
726,6192,1,1,0,17952,14100,0,706,367,0,0,0,-1,7,2,-1,3,0,-1,0
727,6195,1,1,1,11674,12296,8833,401,351,252,0,0,0,4,4,1,1,0,0,0
728,6196,1,1,1,11985,12242,12311,387,332,314,1,1,0,7,3,4,0,0,0,1
729,6197,1,1,1,1373,13710,14393,263,411,323,0,0,0,1,7,2,0,0,0,1
730,6201,1,1,1,11348,14496,14583,288,373,308,0,0,0,1,3,4,0,0,0,1
731,6221,1,1,1,7191,7460,6972,291,267,284,1,2,2,3,1,1,0,0,0,0
732,6222,1,1,1,13789,12792,8179,380,336,263,0,0,0,4,3,3,0,0,0,0
733,6225,1,1,1,18634,8805,5013,667,280,95,0,0,0,8,1,1,0,0,0,0
734,6235,1,1,1,9120,7464,10082,336,293,283,0,0,0,4,2,1,0,0,0,1
735,6237,1,1,1,13255,10947,10028,462,269,204,0,0,0,3,1,1,1,0,0,1
736,6249,1,1,1,8078,15658,13074,264,454,333,0,1,2,1,6,4,0,1,1,1
737,6252,1,1,1,7432,9852,9663,282,284,288,0,0,1,1,1,1,0,0,0,0
738,6259,1,1,1,7820,8810,8479,313,285,275,0,1,2,2,1,1,0,0,0,0
739,6260,1,1,0,18568,14813,0,641,419,0,1,0,-1,15,9,-1,0,0,-1,0
740,6271,1,1,1,8241,13040,10935,273,415,243,0,0,0,1,5,2,0,0,0,1
741,6285,1,1,1,9238,9914,10768,319,383,325,0,2,0,3,5,7,0,0,0,1
742,6286,1,1,1,8751,11062,10657,329,313,280,0,0,0,2,2,1,0,0,0,1
743,6293,1,1,1,8863,10984,10027,329,292,274,0,0,0,3,1,1,0,0,0,1
744,6295,1,1,1,8957,11004,9505,329,345,278,0,0,0,3,4,1,0,0,0,0
745,6296,1,1,1,8463,12761,11499,295,422,275,0,0,0,2,5,3,0,0,0,1
746,6303,1,1,1,9261,12183,7495,345,442,216,0,0,0,4,5,5,0,0,0,0
747,6310,1,1,1,11921,9178,10171,336,286,277,0,0,0,1,2,3,0,0,0,1
748,6311,1,1,1,15684,14488,7791,468,376,143,0,0,0,7,3,3,0,0,0,0
749,6312,1,1,1,16847,13671,1406,577,395,41,0,0,0,7,3,0,1,0,0,0
750,6315,1,1,0,18349,15458,0,626,416,0,0,0,-1,3,4,-1,1,0,-1,0
751,6317,1,1,1,12101,9822,8771,440,288,277,0,0,2,4,2,2,1,0,0,0
752,6318,1,1,1,8677,13522,11548,305,385,274,0,0,0,3,4,2,0,0,0,1
753,6319,1,1,1,18490,11016,5168,632,274,98,0,0,0,6,1,2,0,0,0,0
754,6320,1,1,1,8624,10844,8836,361,391,244,0,0,2,3,4,1,0,0,0,0
755,6327,1,1,1,9517,12539,10390,282,327,271,0,0,1,1,1,1,0,0,0,1
756,6328,1,1,1,13933,9324,5140,505,283,112,0,0,0,7,2,3,0,0,0,0
757,6329,1,1,1,12382,14797,12622,362,361,271,1,0,0,3,4,1,0,0,0,1
758,6331,1,1,1,8345,12671,11655,300,413,282,0,0,0,2,5,7,0,0,0,1
759,6338,1,1,1,19327,10844,4759,614,277,102,0,0,0,3,1,1,1,0,0,0
760,6340,1,1,1,7683,9271,9448,300,287,364,0,0,1,2,1,3,0,0,1,0
761,6343,1,1,1,7171,12150,8253,273,451,274,0,4,0,1,4,2,0,0,0,0
762,6348,1,1,1,9242,13662,7814,330,424,220,0,0,1,2,5,1,0,0,0,0
763,6352,1,1,1,9203,11568,11738,303,271,302,0,0,0,1,1,2,0,0,0,1
764,6361,1,1,1,17255,11176,7105,532,298,134,0,0,0,5,2,2,1,0,1,0
765,6365,1,1,1,12538,9393,10300,426,273,267,0,0,0,5,1,1,0,0,0,1
766,6370,1,1,1,7732,11744,10030,296,416,265,0,0,0,2,4,1,0,0,0,1
767,6377,1,1,0,16843,13294,0,631,423,0,0,2,-1,9,4,-1,1,0,-1,0
768,6382,1,1,1,11268,8239,8715,389,368,230,0,0,0,3,1,2,0,0,0,0
769,6383,1,1,1,12610,11819,10542,417,315,258,0,0,0,5,1,3,0,0,0,1
770,6387,1,1,1,12885,9495,7789,481,344,190,0,0,0,7,2,1,0,0,0,0
771,6392,1,1,1,11390,9567,7054,405,320,236,0,0,0,3,2,4,1,0,0,0
772,6397,1,1,0,18228,11961,0,713,361,0,0,0,-1,8,6,-1,1,0,-1,0
773,6406,1,1,1,16335,11631,24,470,288,236,0,0,0,6,1,2,1,0,0,0
774,6409,1,1,1,9107,13682,8099,318,436,196,0,0,0,2,4,5,1,0,0,0
775,6410,1,1,1,8988,7616,4984,366,294,226,0,0,1,3,2,1,0,0,0,0
776,6412,1,1,0,18162,14815,0,594,403,0,1,4,-1,8,6,-1,0,0,-1,0
777,6413,1,1,1,8729,11901,11457,274,416,296,0,0,0,1,5,4,0,0,0,1
778,6415,1,1,1,13396,11744,8338,401,296,225,0,0,0,5,2,3,0,0,0,0
779,6416,1,1,1,15293,12489,2219,483,366,53,0,0,0,2,2,0,1,0,0,0
780,6418,1,1,1,18629,11631,1848,605,340,46,1,1,0,6,3,0,1,0,0,0
781,6423,1,1,1,13455,8945,10682,427,278,277,0,0,0,3,1,1,1,0,0,1
782,6432,1,1,1,9036,8054,8798,292,286,263,1,0,0,2,1,1,0,0,0,0
783,6433,1,1,1,19760,11603,1600,672,269,36,0,0,1,3,1,0,1,0,0,0
784,6438,1,1,1,14635,11543,6706,456,373,123,2,1,0,4,3,2,0,0,0,0
785,6451,1,1,1,9750,13001,9848,295,424,223,0,0,0,1,7,3,0,0,0,0
786,6455,1,1,1,15343,11425,7903,452,275,155,3,0,0,3,1,1,0,0,0,0
787,6456,1,1,1,11093,10378,9631,353,304,234,0,0,0,4,2,1,0,0,0,0
788,6458,1,1,1,9222,12738,6725,330,464,169,0,0,0,2,9,2,0,0,0,0
789,6459,1,1,1,9530,12257,14793,318,417,489,0,0,0,3,9,6,0,0,0,1
790,6464,1,1,1,16873,9194,5304,629,270,116,0,0,0,7,1,1,1,0,0,0
791,6471,1,1,1,9690,10482,9180,327,368,280,0,4,1,2,4,3,0,0,0,0
792,6474,1,1,1,11517,9817,7781,380,353,216,0,1,0,4,4,2,0,0,0,0
793,6478,1,1,1,13639,7713,3930,513,271,131,0,0,0,6,1,1,1,0,0,0
794,6480,1,1,1,9100,12099,9419,285,468,217,0,0,0,1,6,4,0,0,0,0
795,6483,1,1,1,8204,10029,14853,276,278,415,0,0,0,1,1,9,0,0,0,1
796,6484,1,1,1,8512,9039,9918,311,280,286,0,0,1,2,1,1,0,0,0,0
797,6489,1,1,1,9813,8254,12829,357,289,332,0,0,0,3,1,5,0,0,0,1
798,6491,1,1,1,8645,10928,9500,311,334,269,0,0,0,3,3,2,0,0,0,0
799,6497,1,1,1,13558,11441,6679,449,340,123,0,0,0,5,2,2,0,0,0,0
800,6499,1,1,1,8013,14980,5825,321,513,140,1,0,0,3,5,1,0,1,0,0
801,6500,1,1,0,9940,20300,0,297,652,0,0,0,-1,1,8,-1,0,1,-1,0
802,6504,1,1,0,16402,12107,0,597,421,0,0,0,-1,5,4,-1,1,0,-1,0
803,6507,1,1,1,14014,9823,3383,596,310,80,0,1,0,7,1,1,1,0,0,0
804,6509,1,1,1,9682,9803,7454,353,299,182,1,0,0,3,2,6,0,0,0,0
805,6512,1,1,0,15994,11951,0,564,311,0,0,0,-1,10,1,0,0,0,0,0
806,6513,1,1,1,9466,10101,13467,290,277,370,0,0,0,1,1,4,0,0,0,1
807,6521,1,1,1,11288,8760,7377,437,282,224,0,0,1,6,1,1,0,0,0,0
808,6523,1,1,1,8429,15007,7948,270,498,199,0,0,0,1,2,2,0,1,0,0
809,6524,1,1,1,13717,12380,15513,504,357,474,0,0,3,7,4,7,1,0,0,1
810,6529,1,1,0,17991,14186,0,656,393,0,1,2,-1,7,5,-1,3,0,-1,0
811,6530,1,1,1,11123,10180,7862,374,275,280,1,0,0,4,1,6,0,0,0,0
812,6532,1,1,1,9731,16157,9684,296,474,199,1,0,0,2,6,5,0,0,0,0
813,6533,1,1,1,9956,10844,7282,316,381,155,2,0,0,2,2,2,0,0,0,0
814,6545,1,1,1,9233,11384,8186,331,347,290,0,0,1,4,2,4,0,0,0,0
815,6546,1,1,1,8262,11094,10863,277,284,276,0,0,0,1,1,1,0,0,0,1
816,6548,1,1,1,7337,11722,10552,274,392,283,0,0,0,1,3,4,0,0,1,1
817,6551,1,1,1,7685,13343,10447,261,324,267,0,0,0,1,3,1,0,0,0,1
818,6555,1,1,1,8636,8762,9580,289,299,275,0,0,0,1,2,5,0,0,0,0
819,6558,1,1,1,12985,15530,14673,413,461,349,0,0,0,3,4,3,0,0,0,1
820,6560,1,1,1,3680,10645,11701,287,288,273,0,0,0,1,2,1,0,0,0,1
821,6565,1,1,1,8996,9634,11869,312,290,351,0,0,0,2,1,3,0,0,1,1
822,6566,1,1,1,7807,11557,9918,293,427,258,0,1,0,1,5,2,0,0,0,0
823,6577,1,1,1,8864,10942,10384,304,294,284,0,0,0,2,1,1,0,0,0,1
824,6581,1,1,1,13266,6855,5990,447,283,144,0,0,0,3,1,5,1,0,0,0
825,6585,1,1,1,9356,7037,7041,295,285,205,0,1,0,1,1,3,0,0,0,0
826,6594,1,1,1,9779,11650,10720,351,338,285,0,0,0,4,4,4,0,0,0,1
827,6604,1,1,1,20752,12825,10459,692,408,323,1,3,1,10,3,1,2,0,0,1
828,6606,1,1,1,8655,12530,12049,281,340,284,0,0,0,1,3,1,0,0,0,1
829,6608,1,1,1,8402,11704,11314,308,357,312,1,1,2,2,5,3,0,0,0,1
830,6609,1,1,1,10825,11203,12169,357,273,306,0,0,0,3,1,2,0,0,0,1
831,6611,1,1,0,20649,16624,0,640,378,0,1,0,-1,10,5,-1,1,0,-1,0
832,6614,1,1,1,15202,15855,10884,564,427,280,0,0,0,6,4,1,1,1,0,1
833,6615,1,1,1,3407,9027,14990,267,273,392,0,0,0,1,1,4,0,0,1,1
834,6620,1,1,1,11183,12039,8040,358,413,171,0,0,0,3,5,3,0,1,1,0
835,6622,1,1,1,9588,12333,12471,321,286,303,0,0,0,2,1,2,0,0,0,1
836,6623,1,1,1,12785,11950,8436,435,329,184,0,1,1,7,2,2,0,0,0,0
837,6625,1,1,1,8908,11533,11575,305,367,299,0,0,1,2,4,3,0,0,0,1
838,6630,1,1,1,15275,9485,7606,519,268,185,0,0,0,6,1,2,1,0,0,0
839,6645,1,1,1,6483,7411,8389,266,299,270,0,0,1,1,2,1,0,0,0,0
840,6654,1,1,1,9654,15580,12270,283,356,281,0,2,1,1,3,1,0,0,0,1
841,6657,1,1,1,9468,9687,7288,391,355,218,0,0,0,6,5,4,0,0,0,0
842,6658,1,1,1,8925,13894,11156,280,436,235,0,0,0,1,7,1,0,0,0,1
843,6659,1,1,1,14337,7177,4432,476,306,132,0,0,0,8,2,1,0,0,0,0
844,6661,1,1,1,8229,8791,9886,290,300,286,0,0,0,1,1,1,0,0,0,0
845,6663,1,1,1,9061,13189,14074,260,295,290,0,0,1,1,1,1,0,0,0,1
846,6672,1,1,1,17313,11859,1255,463,292,34,5,1,0,4,2,0,0,0,0,0
847,6674,1,1,1,11239,17890,2990,347,557,57,1,0,0,2,4,0,0,1,0,0
848,6682,1,1,1,8533,11385,10051,280,379,278,0,1,0,1,5,1,0,1,0,1
849,6684,1,1,1,6219,10489,10533,261,396,275,0,0,0,1,4,3,0,0,0,1
850,6697,1,1,1,13012,17704,899,422,516,21,0,0,0,6,5,0,0,1,0,0
851,6699,1,1,1,12140,9095,1394,554,331,38,0,0,0,4,3,0,0,0,0,0
852,6702,1,1,0,22043,13571,0,674,301,0,0,0,-1,4,7,-1,2,0,-1,0
853,6703,1,1,1,10701,13657,7207,346,456,129,0,2,0,3,5,1,0,1,0,0
854,6704,1,1,1,11087,12261,6501,372,396,147,0,1,0,3,2,2,0,1,0,0
855,6707,1,1,1,7491,10013,11220,285,316,301,0,0,0,1,3,4,0,0,0,1
856,6708,1,1,1,15268,10975,1931,554,316,45,0,1,0,3,2,0,1,1,0,0
857,6711,1,1,1,9351,10171,13181,291,279,335,0,0,0,1,1,3,0,0,0,1
858,6712,1,1,1,11065,9457,7717,367,314,221,0,0,1,1,2,1,0,0,0,0
859,6714,1,1,1,11043,7898,5131,397,317,133,0,2,0,3,3,3,1,0,0,0
860,6718,1,1,1,10660,8464,7045,387,290,180,0,0,0,3,1,1,0,0,0,0
861,6719,1,1,0,15924,13643,0,615,376,0,3,1,-1,6,7,-1,2,0,-1,0
862,6722,1,1,1,9402,9839,10963,323,301,293,0,0,0,2,3,3,0,0,0,1
863,6723,1,1,1,14265,11251,5530,479,318,120,1,0,0,5,3,1,1,0,0,0
864,6729,1,1,1,8297,9227,8809,304,335,237,0,0,0,2,2,4,0,0,0,0
865,6732,1,1,1,3671,8371,8382,318,282,282,0,0,0,4,1,1,0,0,0,0
866,6735,1,1,1,9608,9805,12579,317,265,308,0,0,0,2,1,3,0,0,0,1
867,6738,1,1,1,8169,10778,10941,292,317,342,0,0,1,2,2,3,0,0,1,1
868,6743,1,1,1,11762,8023,6402,485,285,168,0,0,2,4,1,1,1,0,0,0
869,6745,1,1,1,12722,7258,5680,464,286,145,0,0,0,3,1,2,1,0,0,0
870,6747,1,1,1,10299,9549,6361,393,332,150,0,0,0,5,1,5,0,0,0,0
871,6748,1,1,1,11824,8719,4916,465,267,159,1,1,4,2,1,1,1,0,0,0
872,6751,1,1,1,13882,14768,1044,423,456,28,0,0,0,3,3,0,0,1,0,0
873,6771,1,1,1,11409,10854,11022,334,280,268,0,0,0,3,1,2,0,0,0,1
874,6774,1,1,1,9102,17247,16850,268,407,448,0,0,4,1,3,4,0,0,0,1
875,6785,1,1,1,10146,14861,3878,327,415,81,0,1,0,2,5,1,0,0,0,0
876,6789,1,1,1,10299,11034,12380,316,295,295,0,0,0,2,2,3,0,0,0,1
877,6794,1,1,1,8028,9928,10186,299,306,317,0,0,0,1,2,3,0,0,0,1
878,6797,1,1,0,13898,9567,0,558,412,0,0,0,-1,4,7,-1,1,0,-1,0
879,6798,1,1,1,9944,7877,7037,314,284,237,1,0,1,1,1,1,0,0,0,0
880,6802,1,1,1,8582,14986,3990,288,515,83,0,0,0,1,9,1,0,0,0,0
881,6809,1,1,1,10916,10792,7392,384,378,154,1,0,0,2,3,2,1,0,0,0
882,6810,1,1,1,11753,10172,3913,452,317,94,1,0,0,3,1,1,1,0,0,0
883,6814,1,1,1,14140,11583,4157,431,326,127,1,0,0,2,2,0,1,0,0,0
884,6816,1,1,1,12191,9482,6181,375,312,256,0,0,0,3,1,2,0,0,0,0
885,6821,1,1,1,13776,10084,9546,585,320,274,1,0,0,4,3,1,1,0,0,0
886,6822,1,1,1,9490,12723,11358,271,345,282,0,0,0,1,4,1,0,0,0,1
887,6828,1,1,1,8861,12524,6772,282,420,151,0,1,0,1,3,3,0,1,0,0
888,6831,1,1,1,9370,8775,9288,320,266,272,0,0,1,1,1,1,0,0,0,0
889,6836,1,1,1,7810,7317,5045,306,279,280,2,0,1,2,1,2,0,0,0,0
890,6847,1,1,1,8671,9510,14131,306,287,341,0,1,0,1,1,8,0,0,0,1
